j,ar_cont_s,∆w_cont_s,ar_cont_d,∆w_cont_d,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,-3.5595423976923216e-7,0.0,0.0,0.05925833333333333,1.4941834112051475e-6,0.3954314720812182,58.15228426395939,0.0
1,NaN,NaN,0.0,-1.647762012347447e-13,0.0,0.0,0.4978486394557824,1.077698786651506e-6,0.4145775061293553,62.121827411167516,0.0
2,NaN,NaN,0.0,-7.627721055087143e-20,0.0,0.0,0.49763478260869576,8.697061997743959e-7,0.4287971750165526,64.53299492385787,0.0
3,NaN,NaN,0.0,-3.530978870627794e-26,0.0,0.0,0.6046802841918294,4.0989074500041354e-7,0.44984717476174585,57.3756345177665,0.0
4,NaN,NaN,0.0,-1.6345395557569312e-32,0.0,0.0,0.49465454545454546,9.208856551485756e-6,0.48842639593908627,58.11675126903553,0.0
5,NaN,NaN,0.0,-7.566512452279404e-39,0.0,0.0,0.49649628252788097,9.610938150146797e-6,0.4524182439190081,58.53299492385787,0.0
6,NaN,NaN,0.0,-3.5026445514184373e-45,0.0,0.0,0.49928571428571433,7.961220310072754e-6,0.4731834662799129,58.50253807106599,0.0
7,NaN,NaN,0.0,-1.621423202691669e-51,0.0,0.0,0.49585769980506816,9.86989214154582e-6,0.43355992915170044,57.74111675126903,0.0
8,NaN,NaN,0.0,-7.505795017545412e-58,0.0,0.0,0.49971000000000004,8.656016032581289e-6,0.4535431472081218,57.796954314720814,0.0
9,NaN,NaN,0.0,-3.4745376007871634e-64,0.0,0.0,0.49797131147540985,8.177961068975115e-6,0.4710930348672714,58.6751269035533,0.0
10,NaN,NaN,0.0,-1.608412101724543e-70,0.0,0.0,0.49382105263157894,7.94813231373107e-6,0.46234571199572533,57.776649746192895,0.0
11,NaN,NaN,0.0,-7.445564809509828e-77,0.0,0.0,0.4910043196544276,7.803956012510117e-6,0.4456918573417681,58.34010152284264,0.0
12,NaN,NaN,0.0,-3.446656194216151e-83,0.0,0.0,0.4938666666666667,6.948039001820795e-6,0.47844331641285953,58.79187817258883,0.0
13,NaN,NaN,0.0,-1.5955054082607116e-89,0.0,0.0,0.48950913242009136,7.199354024683725e-6,0.47702987738451197,58.35532994923858,0.0
14,NaN,NaN,0.0,-7.385817918424896e-96,0.0,0.0,0.5014000000000001,7.249124258680334e-6,0.44329650641982693,58.02030456852792,0.0
15,NaN,NaN,0.0,-3.418998521828419e-102,0.0,0.0,0.4976392251815981,7.385600714716852e-6,0.4739863079362348,58.43654822335025,0.0
16,NaN,NaN,0.0,-1.5827022844827794e-108,0.0,0.0,0.49841249999999987,7.068201788828438e-6,0.4860659898477157,58.47208121827411,0.0
17,NaN,NaN,0.0,-7.3265504659165665e-115,0.0,0.0,0.5003608247422681,6.624732279825221e-6,0.44646501648437903,58.16751269035533,0.0
18,NaN,NaN,0.0,-3.391562788270326e-121,0.0,0.0,0.49478666666666676,5.60107021391599e-6,0.446673434856176,57.88324873096447,0.0
19,NaN,NaN,0.0,-1.5700018992964072e-127,0.0,0.0,0.4967079889807162,5.4574658194334365e-6,0.4614394988183637,57.888324873096444,0.0
20,NaN,NaN,0.0,-7.267758604732811e-134,0.0,0.0,0.49087142857142857,5.548392993554249e-6,0.473183466279913,58.24873096446701,0.0
21,NaN,NaN,0.0,-3.364347212595036e-140,0.0,0.0,0.5058136094674557,5.668871340063863e-6,0.46963325624005037,57.766497461928935,0.0
22,NaN,NaN,0.0,-1.5574034282763719e-146,0.0,0.0,0.504676923076923,5.539260220037294e-6,0.4201171417415072,58.22842639593909,0.0
23,NaN,NaN,0.0,-7.20943851849382e-153,0.0,0.0,0.5041373801916932,5.656336498754319e-6,0.4659184898071715,58.421319796954315,0.0
24,NaN,NaN,0.0,-3.3373500281469066e-159,0.0,0.0,0.4958833333333334,5.6841813132275215e-6,0.4478849407783418,58.45177664974619,0.0
25,NaN,NaN,0.0,-1.544906053613043e-165,0.0,0.0,0.49597222222222215,5.245652869275314e-6,0.4786379018612522,59.0,0.0
26,NaN,NaN,0.0,-7.151586421444333e-172,0.0,0.0,0.4894727272727273,5.08609311043195e-6,0.46530687586525155,58.40609137055838,0.0
27,NaN,NaN,0.0,-3.310569482446825e-178,0.0,0.0,0.4963498098859317,5.56409885662741e-6,0.47432012506996585,57.48223350253807,0.0
28,NaN,NaN,0.0,-1.5325089640593028e-184,0.0,0.0,0.49052,5.055171790321227e-6,0.42968527918781724,57.69035532994924,0.0
29,NaN,NaN,0.0,-7.094198558207849e-191,0.0,0.0,0.4848949579831933,4.770224515899639e-6,0.41579575992833684,58.609137055837564,0.0
30,NaN,NaN,0.0,-3.2840038370784253e-197,0.0,0.0,0.49346666666666666,4.842882751374015e-6,0.4695544275239708,59.25888324873097,0.0
31,NaN,NaN,0.0,-1.520211354877875e-203,0.0,0.0,0.4964553990610328,5.08338767806195e-6,0.49126569910154666,60.09644670050761,0.0
32,NaN,NaN,0.0,-7.037271203542854e-210,0.0,0.0,0.500575,4.225842923673948e-6,0.5052791878172589,59.142131979695435,0.0
33,NaN,NaN,0.0,-3.257651367575259e-216,0.0,0.0,0.49577127659574466,4.024257075661121e-6,0.49265579436224216,58.4263959390863,0.0
34,NaN,NaN,0.0,-1.5080124277890974e-222,0.0,0.0,0.49748571428571414,5.2599963079899374e-6,0.4745757795503988,59.09137055837564,0.0
35,NaN,NaN,0.0,-6.980800662101022e-229,0.0,0.0,0.4866871165644171,4.012308150240863e-6,0.46949643424371706,59.06091370558376,0.0
36,NaN,NaN,0.0,-3.231510363308852e-235,0.0,0.0,0.49749999999999994,4.710031128064277e-6,0.4410490693739425,58.02030456852792,0.0
37,NaN,NaN,0.0,-1.4959113909190987e-241,0.0,0.0,0.4943115942028985,3.6228082614840315e-6,0.4310306775546237,57.243654822335024,0.0
38,NaN,NaN,0.0,-6.924783268187333e-248,0.0,0.0,0.48492000000000013,4.311406299235654e-6,0.46290355329949234,59.10659898477157,0.0
39,NaN,NaN,0.0,-3.2055791273776467e-254,0.0,0.0,0.5003097345132744,4.260035194090179e-6,0.4547863977359508,57.91370558375635,0.0
40,NaN,NaN,0.0,-1.4839074587483906e-260,0.0,0.0,0.5046,3.508382640745626e-6,0.4525888324873096,58.03045685279188,0.0
41,NaN,NaN,0.0,-6.86921538552211e-267,0.0,0.0,0.5041,4.6572829749514684e-6,0.43944162436548234,56.50761421319797,0.0
42,NaN,NaN,0.0,-3.1798559764968785e-273,0.0,0.0,0.49770000000000003,3.212117573881897e-6,0.44248730964467003,57.0507614213198,0.0
43,NaN,NaN,0.0,-1.4719998520608884e-279,0.0,0.0,0.47105,3.661618360240619e-6,0.48923857868020304,58.6497461928934,0.0
44,NaN,NaN,0.0,-6.814093407004978e-286,0.0,0.0,0.49269999999999997,3.133514202677388e-6,0.4515736040609137,59.13705583756345,0.0
45,NaN,NaN,0.0,-3.154339240889275e-292,0.0,0.0,0.49304999999999993,3.63616141197087e-6,0.4778680203045685,58.421319796954315,0.0
46,NaN,NaN,0.0,-1.460187797893312e-298,0.0,0.0,0.4993,3.0755067627145708e-6,0.45822335025380706,58.076142131979694,0.0
47,NaN,NaN,0.0,-6.759413754480705e-305,0.0,0.0,0.5002500000000001,2.8610175316099607e-6,0.42228426395939084,58.786802030456855,0.0
48,NaN,NaN,0.0,-3.129027264177e-311,0.0,0.0,0.48700000000000004,2.770057537961533e-6,0.43776649746192897,58.84771573604061,0.0
49,NaN,NaN,0.0,-1.448471e-317,0.0,0.0,0.4935999999999999,3.0852721712581683e-6,0.4978172588832487,58.22842639593909,0.0
50,NaN,NaN,0.0,-1.5e-323,0.0,0.0,0.5144,2.819598685051994e-6,0.4408121827411168,59.21827411167513,0.0
51,NaN,NaN,0.0,-1.5e-323,0.0,0.0,0.49010000000000015,3.3634097434454785e-6,0.47035532994923857,59.263959390862944,0.0
