j,theta,chi2_min,chi2_avg,chi2_sigma,edge_R,wn0_R,n0_R,eps_R,edge_R_sigma,wn0_R_sigma,n0_R_sigma,edge_L,wn0_L,n0_L,eps_L,edge_L_sigma,wn0_L_sigma,n0_L_sigma,wc0,w_cf
30,2.42946321,1.08862434625964,1.2623244138842233,0.0037054564735501407,-0.9980854178634988, -0.24551861640478548,0.5155019272921175,0.45157843032246225,0.0005229267313596002, 0.035192640577954105,0.014263121915934904,1.9985532328630842, 1.271272349611081,0.5032330415324602,0.3452935980904932,0.002931439803015401, 0.027342978232938124,0.010745436900126575,0.0,0.0
31,2.31377449,1.08862434625964,1.2567780798641657,0.007089945624695691,-0.995881347372436, -0.27863439570142357,0.49468924803932685,0.30349703968782876,0.0005004207267159918, 0.032985104155191215,0.013767045312764112,1.996829632679986, 1.2654843382558263,0.50394640167078,0.5712524808668561,0.0036981386399867902, 0.04395805081589878,0.01644290606929276,0.0,0.0
32,2.20359475,1.08862434625964,1.2374583921358688,0.003591171924472356,-0.9948839611833566, -0.34346955664339474,0.4750521182641937,0.5734512655210939,0.0009109308336414672, 0.03612784107830284,0.013290193027896306,1.998504918291939, 1.2624580396590936,0.5026402583599806,0.7491873718233193,0.0024022302824735745, 0.0346416380100507,0.013972544552826325,0.0,0.0
33,2.09866167,1.08862434625964,1.228165774103948,0.0031901326410671816,-0.9946111286808893, -0.2951558941843454,0.5024185009798265,0.7979324507594603,0.00044205807766542997, 0.034250219308808526,0.015231276607041882,1.9841413787352462, 1.259289056560913,0.5163971638313872,0.10349849932798194,0.0027473473912697517, 0.04330987520076552,0.018591322206377874,0.0,0.0
34,1.9987254,1.08862434625964,1.2293946114713972,0.0032592767727021603,-0.9970398769642799, -0.28659290844495633,0.5059169165236557,0.34718458134000607,0.0007137757477631652, 0.038266022737085,0.014657122019429501,1.9852988052195677, 1.2689922991737665,0.5116578325621655,0.05931951363629573,0.0029474587385928427, 0.036312091000599754,0.014818786135625683,0.0,0.0
35,1.903548,1.08862434625964,1.2169835380861311,0.0037205589426728054,-0.9947105500254351, -0.3793073907387497,0.4680431238160418,0.6609366581292443,0.0009498528328394818, 0.03608235604005203,0.015291213968094897,1.9862080106851412, 1.321210485406755,0.4899464004052512,0.0399299010288629,0.0034674524310238813, 0.03363692814454161,0.013902138103443165,0.0,0.0
36,1.81290285,1.08862434625964,1.2074039527860339,0.0032415409564787896,-0.9941305642042607, -0.30090290131033726,0.5030662789670378,0.6786363570800908,0.00047606345325665187, 0.04037061377047405,0.017806009323327238,1.978672743285626, 1.3135495342084131,0.4973972923756896,0.808418719646324,0.001958444606941498, 0.03114966871374569,0.013554164891791936,0.0,0.0
37,1.72657415,1.08862434625964,1.2111972036208134,0.004571596215564816,-0.9939335123825102, -0.28407757856860755,0.4958108703624058,0.04463925624966247,0.0006837953781759637, 0.035679430321938134,0.014479952843785598,2.0064255716619894, 1.2580346118739008,0.5025703181540909,0.7891320812410944,0.004596029888948026, 0.04033372127076712,0.016486566185881697,0.0,0.0
38,1.64435633,1.08862434625964,1.2040854467173465,0.004158748567235788,-0.9959504891099004, -0.2727997132149328,0.5058030902683258,0.6180965861663267,0.0004026681907880497, 0.03713753215228258,0.014124738289223558,1.9832117030261998, 1.2947944319166322,0.5011482000157154,0.6985204600991728,0.004076521839334783, 0.04449375163670322,0.01847135374326031,0.0,0.0
39,1.56605365,1.08862434625964,1.211688865070912,0.006303642181404787,-0.999004798741257, -0.39927557452050133,0.4684023872718733,0.07069132669923306,0.0006459626522957763, 0.029234429647629588,0.013401957100177898,1.9772091539949197, 1.2853519906847546,0.5145981056383337,0.3023564789531888,0.0030204802498637025, 0.0431475992883604,0.01761911630078435,0.0,0.0
40,1.49147966,1.0885649637461445,1.1898653105812333,0.002519433865718303,-0.9937900249241709, -0.31364806300564235,0.49358450151699895,0.050095255612068124,0.0007545994469142701, 0.044457174658629514,0.017795101181568893,1.986918609494714, 1.3098295472915982,0.4953508086452752,0.18077705604118133,0.004856777260763772, 0.05356780772636645,0.023994299909337703,0.0,0.0
41,1.42045682,1.0885649637461445,1.1823297750451076,0.0030402028196862482,-0.9944757105735527, -0.2979369571033521,0.4971815788399588,0.34414664306443404,0.0007548622201027843, 0.05259309642433969,0.02280090150228697,1.9884884268199106, 1.3145045791005203,0.49011521664017293,0.6713839039219972,0.003943475000855451, 0.04196030034261685,0.018385880806155643,0.0,0.0
42,1.35281602,1.0880336896986589,1.189138702820884,0.002626023823373772,-0.9974405280182269, -0.3059571152063002,0.49830238984940073,0.5548438284134438,0.00043661254406819795, 0.04112962603536342,0.017335683393266934,1.9903199861046712, 1.2677065881028962,0.5162398641756736,0.3063422239939847,0.003484862015480798, 0.04489628860465564,0.019172698143306202,0.0,0.0
43,1.28839621,1.0880336896986589,1.1754270977155732,0.0027945306591124885,-0.991054308512983, -0.40256308798886814,0.45598537331741973,0.8005666627441821,0.00031958497885699674, 0.04921020492734572,0.02165526071099171,1.9733397205427068, 1.2606177550558284,0.5155729648721218,0.5449120737100394,0.0034392231830063526, 0.03345363913569231,0.01466967087760378,0.0,0.0
44,1.22704401,1.0880336896986589,1.1721868857824644,0.002181188741434646,-0.9912630571041406, -0.313392771855213,0.4949415555625327,0.05396019612938974,0.0004915138363919538, 0.03586630132336122,0.015470631508774495,1.9747666173378775, 1.3422316808029193,0.4899538716135746,0.13540167157716299,0.0024179166968775504, 0.03296604774600078,0.015636172839501326,0.0,0.0
45,1.16861334,1.0880336896986589,1.1676761645427929,0.0021704827820836674,-0.9930169043017208, -0.29344420673418375,0.49630043492666964,0.10150334760831453,0.0006756678335178887, 0.045652707447855295,0.019175639616620985,1.9853182170139263, 1.2792406091329405,0.5007561610324163,0.37207290345554833,0.0024543539020565946, 0.04542903518481665,0.019013203791188888,0.0,0.0
46,1.11296509,1.0880336896986589,1.1727631725839123,0.0020812915838451167,-0.9994873601779574, -0.33344332081855926,0.47978195672727353,0.6388154168078057,0.00047213901867800787, 0.03746009648177559,0.015922518708256405,1.9890213302002504, 1.2165361767662022,0.5325282836148857,0.07989141433097074,0.003414457367562995, 0.0374293537285351,0.01589481318490887,0.0,0.0
47,1.05996675,1.0880336896986589,1.1716155906326777,0.00278185283822208,-0.9979595405650284, -0.3067897090989985,0.48867777062429907,0.7152591499640383,0.0004525221382310112, 0.061035767168270076,0.025533962201709406,1.9879366599010933, 1.3150730552179029,0.48437791804707653,0.9074415721364192,0.0028114927095960803, 0.03924751343173036,0.016870690861588496,0.0,0.0
48,1.00949214,1.0880336896986589,1.1655666981463753,0.0023980827351735173,-0.9950028784452811, -0.28014630598609547,0.49514643761204724,0.440116707906126,0.000530026457274682, 0.04520490426044879,0.017790613698596705,1.9958914756513266, 1.1812071526862036,0.5337292814209204,0.8605057352791425,0.0022294983036637243, 0.046245442113519455,0.01847670672169198,0.0,0.0
49,0.96142109,1.0880336896986589,1.154193677962572,0.00193929550161684,-0.9911005830020813, -0.21373468224881492,0.5153066291803992,0.2484814448945565,0.0002803891375237339, 0.04831139408676082,0.018833954409974575,1.9829576724099134, 1.245316295397779,0.5156375669619695,0.08148589132075312,0.003011183650654442, 0.03272885876278531,0.01382376726213927,0.0,0.0
50,0.91563913,1.0880336896986589,1.147511570402251,0.001133775043658291,-0.9910764127304065, -0.3313688675265333,0.48238019597424947,0.37771384433366817,0.00038115941390588, 0.043713193100571146,0.01861575463088538,1.9842961282285927, 1.2649024235009427,0.5005755788697194,0.5170826385634402,0.0035333041457284633, 0.07007746387387144,0.030132647198830964,0.0,0.0
51,0.87203727,1.0880336896986589,1.1453744844219735,0.0016408640055945393,-0.9926354074021362, -0.22755905108694868,0.52691084903909,0.9654752458160352,0.0007862940770330503, 0.05503634180924157,0.02252717029483601,1.9725822303004308, 1.3079055651928195,0.5034691440546222,0.9636527551373578,0.0022282541668394587, 0.033356274490968806,0.013888446374470818,0.0,0.0
52,0.83051169,1.0880336896986589,1.1472257239202506,0.0011933179849518481,-0.9938364635378015, -0.3059207530763641,0.4946077018977394,0.4881257555718937,0.0003273987738179355, 0.04768457073639556,0.01984015952631532,1.9820961721815142, 1.364109938821089,0.46820050580639905,0.050711885633110354,0.0021199038938796745, 0.039736770879689166,0.017779546514818532,0.0,0.0
53,0.79096351,1.0880336896986589,1.1450445351784757,0.0018260027777188784,-0.9941333386489205, -0.19554177468060988,0.5306122780628308,0.9311021350202686,0.0003189440935686589, 0.03166361479319099,0.012196010995903596,1.990686231479783, 1.2537318313422232,0.5088203806095442,0.00905657462788717,0.0028839874173318698, 0.04783593309107952,0.01862214527668148,0.0,0.0
54,0.75329858,1.0880336896986589,1.1521828847731248,0.0021379028443064573,-0.9987382942098056, -0.25524185777318864,0.5086792824864904,0.38226975354782233,0.00024931271595667493, 0.0311619115532263,0.01397849344101029,1.9856782120817726, 1.2961471629838284,0.49183547999839555,0.6292015186893363,0.0030895007414527254, 0.04966111752885743,0.02122845523575637,0.0,0.0
55,0.71742722,1.0880336896986589,1.1438450185659144,0.002143229551638647,-0.995109783350826, -0.25415202783950896,0.5110459573672365,0.6052618112586621,0.0005300954789783517, 0.04611965923705723,0.01923831822599667,1.987921685271612, 1.2746717475651326,0.5033045980673811,0.17913958826077228,0.0027294161410330382, 0.050712025143253084,0.021167610413926518,0.0,0.0
56,0.68326402,1.0880336896986589,1.1363748464877699,0.0016171664625917116,-0.9900422223718441, -0.3576174024969586,0.4681732917970532,0.5293640124298404,0.00026632382370089065, 0.05865233307391369,0.026031106719943332,1.9874956182530217, 1.2552086876041924,0.5146040218133471,0.08234703790127984,0.0027548247817665255, 0.05013383663294689,0.021180284866778226,0.0,0.0
57,0.65072764,1.0880336896986589,1.1354169536565528,0.0012400735082069834,-0.9958583667586544, -0.3602099378296571,0.45354003589671954,0.2696580752972229,0.0007742569644890468, 0.05816836551509435,0.024194226961723013,1.9845405311291884, 1.2081829422616086,0.5179776367690045,0.6779739065040684,0.002384334206211476, 0.06342695164065743,0.02286235621054895,0.0,0.0
58,0.61974061,1.0880336896986589,1.1487260330783118,0.002282632850569813,-0.99949693194582, -0.20821732628126183,0.5246274930534167,0.6292769094675434,0.0008123418704239593, 0.04423219106573476,0.016634031496841638,1.991631998139057, 1.3064090507798916,0.47225948294907727,0.22328463394405923,0.002549269098668968, 0.055259238378763904,0.023407887944266802,0.0,0.0
59,0.59022915,1.0880336896986589,1.1332251696374227,0.0014626112255204631,-0.9965542590955355, -0.2965519982728879,0.48361046673814617,0.17998542736159542,0.0006179219556727857, 0.043032929668965,0.016989461789331507,1.9874657374664906, 1.2700450935421708,0.49656519615929035,0.27131128837053164,0.001978166220216269, 0.029096234695995093,0.012457580103146997,0.0,0.0
60,0.562123,1.0880336896986589,1.1313587317223548,0.001477065221831669,-0.9975953427635498, -0.3053493929989321,0.4796212777132727,0.3349504632061898,0.0003517997324368944, 0.047790454062902665,0.018596055076563808,1.9842110331786091, 1.1953679799631491,0.5295531935986574,0.6916641960316566,0.002385591130155428, 0.04964298527964485,0.0199864232348764,0.0,0.0
61,0.53535524,1.0880336896986589,1.1301883262680634,0.001441911510069944,-0.9969522351431885, -0.31042805155060016,0.48619999862795593,0.4469668522490715,0.0003856051047778092, 0.049126476349397895,0.019779502931152423,1.9865154788760961, 1.2695391662596474,0.49611090869814156,0.9668942995335619,0.0038777492351394485, 0.04806286000204094,0.02061264691320091,0.0,0.0
62,0.50986213,1.0878359969224438,1.1274289779175268,0.0017126335797839043,-0.9961213632562529, -0.2912723608305944,0.48929918003574874,0.9142993401877133,0.00023353778476837298, 0.05122975925459479,0.019896540202707976,1.9835291457214965, 1.3329961874159648,0.4760888566980346,0.7371983716498278,0.002321066288498273, 0.03878229020259186,0.014748557812789434,0.0,0.0
63,0.48558298,1.0878359969224438,1.1253928799225146,0.0012871706323765266,-0.9978519539958377, -0.28750488395965024,0.4927502645720153,0.9442372916501636,0.0003648427124999952, 0.02269030423806881,0.010248072719127381,1.9873799507039678, 1.244266144066374,0.5109314708836505,0.7387176511946976,0.003213016384791816, 0.038854528121873344,0.015617284566055859,0.0,0.0
64,0.46245998,1.0878359969224438,1.1283822348176742,0.0016192565460529905,-0.999527774898185, -0.2651069591130889,0.5150106557192408,0.707288811909407,0.00025194247076817125, 0.03334410015008437,0.013878064772567372,1.9798903646931965, 1.3020675145167522,0.49839758601790773,0.8581702247187623,0.0030010755398936395, 0.038348695843373075,0.01569318978158213,0.0,0.0
65,0.44043808,1.0878359969224438,1.1274739511251386,0.0022600614407839114,-0.9982838268480039, -0.32287659176160177,0.4830254982521218,0.7531219683344199,0.0003578318412602275, 0.03558401918306142,0.014547017035752686,1.9909593419575302, 1.3475069257322623,0.46573465438709355,0.9171094769963155,0.002714484524000922, 0.05952318068701082,0.02509865977612089,0.0,0.0
66,0.41946484,1.0877155354537298,1.121939022813775,0.0008529133416759621,-0.9959258661997854, -0.28243025444944225,0.49695975215848787,0.16994943450507083,0.0003313585578292274, 0.05121983005220546,0.020427124354201832,1.9947842330433674, 1.2007139386910097,0.5273201022468603,0.25339082819784603,0.002484901879278043, 0.04969432023432458,0.019061237138085368,0.0,0.0
67,0.39949032,1.0877155354537298,1.118440948281072,0.0009023581546901308,-0.999225920254668, -0.2505683103491151,0.5088197812662979,0.23769690430263224,0.000427738392254278, 0.04036364705484268,0.016524593630341852,1.9803772871495227, 1.341458246440082,0.47215131977288316,0.2790069094859168,0.0022446242577135993, 0.04477695210536026,0.018988099667930657,0.0,0.0
68,0.38046697,1.0877155354537298,1.1157157953822865,0.0006080350655361198,-0.9916408088600912, -0.2589354540708473,0.5079016735949814,0.7093992825659109,0.0003694152261037955, 0.05493741241188446,0.02205816868389633,1.9808709670723001, 1.2418915273736209,0.5119912219482533,0.012806960101406029,0.0019664788689199067, 0.05799849601403448,0.024026192659132785,0.0,0.0
69,0.3623495,1.0877155354537298,1.113694968924683,0.0006095508697378163,-0.9908371636109239, -0.28753620815541936,0.5011902953540651,0.5566852023132359,0.0003606083709299979, 0.04867430775429067,0.021206867666259257,1.9700455459636281, 1.3478700256332046,0.46996202589743186,0.4728248630447959,0.002911038859049222, 0.06609835901908552,0.026791321567930116,0.0,0.0
70,0.34509476,1.0877155354537298,1.1135653360045488,0.0007360966286603383,-0.9905217565442465, -0.33496308485673154,0.48198436806390427,0.9870297244097058,0.0001948019555727377, 0.04141494091796159,0.017740501261101365,1.9685658843182687, 1.3093242284237687,0.4950327412238102,0.12835248349397585,0.002738378688915695, 0.04340815174336582,0.019210906954152566,0.0,0.0
71,0.32866168,1.0877155354537298,1.1116609741578087,0.0006435696873275515,-0.991353255376626, -0.31214022129849706,0.4953174016850074,0.8655610598226197,0.0002999409304696493, 0.05660480848956357,0.023172845303234945,1.9777840723913325, 1.3180169951267953,0.4915104248978758,0.3826520480270655,0.0017741843653043148, 0.055826111624727184,0.024871882771397482,0.0,0.0
72,0.31301112,1.0877155354537298,1.1103229576826092,0.0005654812916068898,-0.9916885261050309, -0.3599188810462963,0.478319212363829,0.89780958796261,0.00037205005337582044, 0.05587592894641559,0.02278639035701547,1.9713479558170852, 1.198334603703381,0.5476632739160527,0.7882354514785225,0.002502217140698176, 0.04095006789038284,0.016837642601988327,0.0,0.0
73,0.29810583,1.0877155354537298,1.109858053296986,0.0006037261554949668,-0.9956876964015182, -0.27078158816320685,0.5162976805563678,0.6460337975273738,0.0005220394276493389, 0.03951895960389606,0.015634221399132283,1.975164587693833, 1.3122203572728646,0.49098264919465706,0.9468863982502697,0.002547962403678988, 0.050952704736882216,0.0217992654979482,0.0,0.0
74,0.28391031,1.0877155354537298,1.1080941470768275,0.0005196373081321614,-0.996045628121002, -0.328200235761064,0.4898829940245533,0.38398851786677685,0.000490385107317221, 0.03650052515538086,0.016648320993044863,1.9738902421050148, 1.3423582449320308,0.4822678897063131,0.038490167155759036,0.0013263324742220524, 0.037445607879186375,0.015787565571103935,0.0,0.0
75,0.27039077,1.0875243386865452,1.1105635388326829,0.0009075307834895535,-0.9945274622191984, -0.24347781470003316,0.5191217387975784,0.8144624377399513,0.0002344606872900971, 0.03305856959426946,0.013625685590659924,1.975120606072485, 1.3308945946974864,0.48898703593937176,0.27054001447280795,0.002174414261691388, 0.058123589453015434,0.02588282282044925,0.0,0.0
76,0.25751502,1.0875243386865452,1.1082227587455338,0.0008153022778739475,-0.9952248242761271, -0.28064326565504794,0.5020651241142968,0.7774260198966128,0.0002266273987822897, 0.035438827590708884,0.014508236118380015,1.974704035964893, 1.34629677078848,0.4699836263742701,0.9212107782210756,0.0022271339898249807, 0.0526132138999356,0.02356343059658254,0.0,0.0
