j,ar_cont,∆w_cont,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.4795791666666666,0.001902331941029061,0.49327272727272725,25.285714285714285,0.5018353920186731
1,NaN,NaN,0.0,0.4813988095238095,0.0018557669053048248,0.5049916070324234,25.675324675324674,0.43620285889426735
2,NaN,NaN,0.0,0.4933695652173912,0.0020044557032605865,0.48295878035008466,25.51948051948052,0.5276931947611193
3,NaN,NaN,0.0,0.48643428063943156,0.0019272144944877199,0.5056861433415607,25.74025974025974,0.5142570156703637
4,NaN,NaN,0.0,0.4926818181818183,0.001994053417026244,0.502314049586777,25.181818181818183,0.4827454697083035
5,NaN,NaN,0.0,0.48782527881040894,0.0017365050985309125,0.5062762516294115,24.90909090909091,0.46556680898504493
6,NaN,NaN,0.0,0.4901904761904762,0.0020439342526544645,0.5164131106988249,25.558441558441558,0.4657251838627511
7,NaN,NaN,0.0,0.485453216374269,0.0020189663823186486,0.491557175767702,24.87012987012987,0.5155909712139186
8,NaN,NaN,0.0,0.49307500000000004,0.001854504584520728,0.4973246753246753,25.064935064935064,0.4392019642167813
9,NaN,NaN,0.0,0.4950051229508198,0.0021616594530172646,0.502608047690015,24.857142857142858,0.48276018520664005
10,NaN,NaN,0.0,0.4892368421052633,0.0019197439045802757,0.4944907723855092,24.727272727272727,0.4369792583909128
11,NaN,NaN,0.0,0.488390928725702,0.0018798118178485809,0.4944321337409891,24.051948051948052,0.5042450770060888
12,NaN,NaN,0.0,0.4968611111111111,0.0018884620330676671,0.49838383838383843,24.246753246753247,0.49658015369432507
13,NaN,NaN,0.0,0.49066780821917816,0.0018597745313192256,0.46661329538041874,23.7012987012987,0.47826084576564765
14,NaN,NaN,0.0,0.49344117647058816,0.0017514976858377582,0.5060962566844919,23.51948051948052,0.5071365017111906
15,NaN,NaN,0.0,0.48710653753026634,0.0017953242721284214,0.4900474827835602,23.207792207792206,0.54346077190844
16,NaN,NaN,0.0,0.4896562500000002,0.0017543372206810064,0.4872402597402597,23.051948051948052,0.5287967420515145
17,NaN,NaN,0.0,0.49378221649484527,0.0018177510521642693,0.498326415852189,23.22077922077922,0.47545906129872534
18,NaN,NaN,0.0,0.48889999999999995,0.0016360331558041522,0.4652467532467533,22.74025974025974,0.4840001893227255
19,NaN,NaN,0.0,0.4907369146005509,0.0019336232068271858,0.509606096382956,23.16883116883117,0.574455594810444
20,NaN,NaN,0.0,0.4859642857142856,0.0016261891444157874,0.4978107606679036,22.584415584415584,0.4615226230736217
21,NaN,NaN,0.0,0.4927514792899409,0.0018456235750030953,0.49104741412433717,22.896103896103895,0.5222462055366027
22,NaN,NaN,0.0,0.4925769230769229,0.0018860876563034476,0.48787212787212786,21.90909090909091,0.46329487963092403
23,NaN,NaN,0.0,0.4900159744408946,0.001847059127577284,0.4883614787768142,21.506493506493506,0.4427371840061301
24,NaN,NaN,0.0,0.4885,0.0017098510978191621,0.49402597402597404,21.545454545454547,0.5149936837615097
25,NaN,NaN,0.0,0.48589409722222215,0.002097846951074859,0.49346139971139974,21.818181818181817,0.4255574331438921
26,NaN,NaN,0.0,0.4863181818181818,0.0016889263049559736,0.4870365997638725,20.77922077922078,0.5180511223171614
27,NaN,NaN,0.0,0.49429657794676796,0.0015188665560154685,0.49483976099945676,20.896103896103895,0.44688574993192065
