i,ar_pcont1,ar_pcont2,ar_pcont3,ar_ncont1,ar_ncont2,ar_ncont3,∆w_pcont1,∆w_pcont2,∆w_ncont1,∆w_ncont2,ar_ppeak,ar_npeak,∆w_ppeak,∆w_npeak,ar_wAc,ar_wAp,ar_Ap,∆w_Ac,∆w_Ap,∆Ap
1.0,0.4831,0.4951,0.2613,0.4762,0.5146,0.1275,3.69900987,5.32657421,0.59741074,0.86027147,0.4524,0.5586,0.00251672,0.00070237,0.4894,0.4828,0.5076,0.34572381,0.00084285,0.00174773
2.0,0.4858,0.5023,0.2646,0.4806,0.5161,0.1259,3.69900987,5.32657421,0.59741074,0.86027147,0.4702,0.5678,0.00251672,0.00070237,0.4889,0.5016,0.5219,0.34572381,0.00084285,0.00174773
3.0,0.4811,0.4992,0.2676,0.4817,0.5157,0.1211,3.69900987,5.32657421,0.59741074,0.86027147,0.5374,0.4732,0.00209727,0.00084285,0.4912,0.4652,0.4958,0.34572381,0.00084285,0.00174773
4.0,0.4853,0.4949,0.2606,0.4817,0.5149,0.115,3.69900987,5.32657421,0.59741074,0.86027147,0.5274,0.4806,0.00209727,0.00084285,0.4859,0.4674,0.4921,0.34572381,0.00084285,0.00174773
5.0,0.4847,0.5086,0.2738,0.4812,0.513,0.1162,3.69900987,5.32657421,0.59741074,0.86027147,0.4892,0.4894,0.00209727,0.00084285,0.4887,0.5438,0.4893,0.34572381,0.00070237,0.00174773
6.0,0.5007,0.5241,0.2736,0.4827,0.5112,0.113,3.69900987,5.32657421,0.59741074,0.86027147,0.4492,0.4592,0.00251672,0.00084285,0.4864,0.5056,0.4572,0.34572381,0.00070237,0.00174773
7.0,0.4963,0.5222,0.2796,0.4809,0.5057,0.112,3.69900987,5.32657421,0.59741074,0.86027147,0.4996,0.461,0.00209727,0.00084285,0.4854,0.4568,0.466,0.34572381,0.00084285,0.00174773
8.0,0.4997,0.5232,0.269,0.4837,0.5073,0.1098,3.69900987,5.32657421,0.59741074,0.86027147,0.4974,0.5216,0.00209727,0.00070237,0.4857,0.5036,0.4464,0.34572381,0.00070237,0.00174773
9.0,0.4946,0.5146,0.2734,0.4817,0.5081,0.1109,3.69900987,5.32657421,0.59741074,0.86027147,0.482,0.5194,0.00209727,0.00070237,0.4832,0.565,0.5372,0.34572381,0.00058531,0.00145644
10.0,0.495,0.5197,0.2733,0.479,0.505,0.1067,3.69900987,5.32657421,0.59741074,0.86027147,0.5232,0.4922,0.00174773,0.00070237,0.48,0.4666,0.5075,0.34572381,0.00070237,0.00145644
11.0,0.4998,0.5189,0.2674,0.4802,0.5029,0.1025,3.69900987,5.32657421,0.59741074,0.86027147,0.5178,0.5098,0.00174773,0.00070237,0.4777,0.4824,0.5148,0.34572381,0.00070237,0.00145644
12.0,0.4997,0.5214,0.2707,0.4733,0.4937,0.0999,3.69900987,5.32657421,0.59741074,0.86027147,0.5224,0.5012,0.00174773,0.00070237,0.4726,0.4944,0.5141,0.34572381,0.00070237,0.00145644
13.0,0.5019,0.534,0.2738,0.4775,0.4968,0.0999,3.69900987,5.32657421,0.59741074,0.86027147,0.5076,0.5506,0.00174773,0.00058531,0.4747,0.4718,0.4917,0.34572381,0.00070237,0.00145644
14.0,0.5013,0.5276,0.2731,0.4768,0.4943,0.0969,3.69900987,5.32657421,0.59741074,0.86027147,0.5274,0.4962,0.00174773,0.00070237,0.4732,0.5236,0.4927,0.34572381,0.00058531,0.00145644
15.0,0.4997,0.5256,0.2679,0.473,0.4843,0.0922,3.69900987,5.32657421,0.59741074,0.86027147,0.4984,0.5202,0.00174773,0.00058531,0.4705,0.5194,0.4729,0.34572381,0.00058531,0.00145644
16.0,0.492,0.5153,0.2705,0.4772,0.4925,0.0939,3.69900987,5.32657421,0.59741074,0.86027147,0.5344,0.4664,0.00145644,0.00070237,0.4735,0.4974,0.4615,0.34572381,0.00058531,0.00145644
17.0,0.4933,0.5224,0.2746,0.4746,0.4836,0.0966,3.69900987,5.32657421,0.59741074,0.86027147,0.49,0.4548,0.00174773,0.00070237,0.4724,0.4464,0.4638,0.34572381,0.00070237,0.00145644
18.0,0.4905,0.5194,0.2684,0.4709,0.4799,0.0946,3.69900987,5.32657421,0.59741074,0.86027147,0.5354,0.4438,0.00145644,0.00070237,0.4677,0.4592,0.5483,0.34572381,0.00070237,0.0012137
