j,theta,chi2_min,chi2_avg,chi2_sigma,edge_R,wn0_R,n0_R,eps_R,edge_R_sigma,wn0_R_sigma,n0_R_sigma,edge_L,wn0_L,n0_L,eps_L,edge_L_sigma,wn0_L_sigma,n0_L_sigma,wc0,w_cf
31,2.31377449,0.9087938588107235,1.1506702364376769,0.007247256490087903,-0.9983598500684732, -0.4178469667582509,0.5027394252592442,0.4789205915218622,9.013437569213945e-5, 0.017148512349248666,0.009079256137303178,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
32,2.20359475,0.9087938588107235,1.1277147105593925,0.005645881483773564,-0.9993581582552409, -0.4140720278038087,0.5062041399751527,0.8820698412236627,5.956933783750467e-5, 0.018368365319270177,0.009359004585905328,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
33,2.09866167,0.9087938588107235,1.102896197779889,0.005073379311389731,-0.9995929989935078, -0.4409253143661925,0.4937148026104151,0.38878650703148787,0.00011347107204571031, 0.01869621352036349,0.009494348791235157,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
34,1.9987254,0.9087938588107235,1.1031625664332525,0.007403099150253341,-0.9994417373517995, -0.406446979118306,0.5087097765168728,0.9986040462495711,0.00010445746627703053, 0.018828618340416818,0.00983849704611086,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
35,1.903548,0.9087938588107235,1.0987050079518226,0.004742089832397515,-1.002732158770612, -0.4376360421007274,0.49152349364099496,0.561153528056517,0.00023636795271298733, 0.020373078536098436,0.01018448732416932,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
36,1.81290285,0.9087938588107235,1.1072079661439636,0.006879101861553121,-1.0023369661085053, -0.4010789532330657,0.5116169636536607,0.86405642383769,0.0002166740746604598, 0.021279316845605734,0.010928229476450994,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
37,1.72657415,0.9087938588107235,1.0949689661132642,0.005066182292587563,-0.9986201732767291, -0.44304591011340777,0.4926397234911334,0.6085213969937779,8.648514159119773e-5, 0.020367802575028005,0.010528069786267372,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
38,1.64435633,0.9087938588107235,1.0741619774839297,0.008414823826508832,-0.9986636902513439, -0.4269091800263742,0.4988076783933509,0.3007283382628224,9.063024901615365e-5, 0.026400713080691255,0.014153003231137086,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
39,1.56605365,0.9087938588107235,1.0680257514132796,0.00500825847178951,-0.9993979041449412, -0.428682809042302,0.49483975013172987,0.5005572665206033,0.00015417972026685175, 0.025511741964377787,0.013303395149504672,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
40,1.49147966,0.9087938588107235,1.0499290351317345,0.004273854833462399,-1.0002290026626188, -0.4373007739575794,0.4936344788702482,0.8481125023610891,6.594760526871234e-5, 0.02285750077900827,0.012159813408776718,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
41,1.42045682,0.9087938588107235,1.062038199386214,0.006291625538871526,-0.9997059382402804, -0.45409843527886695,0.48566268872810825,0.7534955663692844,0.00012503935165771962, 0.025123772745969754,0.01268790147976611,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
42,1.35281602,0.9087938588107235,1.0677313780660793,0.007876104254634916,-0.9995365587211371, -0.4017671358535534,0.5137573252783373,0.5818824389041347,7.60077318021567e-5, 0.021385688356306522,0.010550285724707873,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
43,1.28839621,0.9039356119081943,1.0137255092562976,0.004764782521549073,-1.000150422111381, -0.4704096204873035,0.4734138331773938,0.43593522956870445,0.00010912224400540215, 0.030488271410965873,0.014896263118851052,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
44,1.22704401,0.9039356119081943,1.084281581213884,0.012495116600326693,-0.9989865454998148, -0.4283401872107337,0.4930372448526558,0.32300693863879537,0.00014086803592805927, 0.03195455786945495,0.016408244534042278,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
45,1.16861334,0.9039356119081943,1.033979512275103,0.006588383061594441,-0.9973084270087519, -0.40347729732579446,0.5048087461011908,0.27863416755091774,4.568202595527209e-5, 0.029515740998405007,0.01481724376558693,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
46,1.11296509,0.9023153248924233,0.9956623202309631,0.0034514625026882797,-0.9974015059465039, -0.40281649455949786,0.5131345889058476,0.3980589348228267,5.0124627844648555e-5, 0.023560531854601566,0.011736741286220327,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
47,1.05996675,0.9023153248924233,1.0263306410121127,0.0047538904123660694,-0.9971606052175044, -0.4043828069932271,0.5102916835550426,0.9973532108407479,4.562681689050054e-5, 0.02556975490280194,0.013263171188892172,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
48,1.00949214,0.9023153248924233,0.9937850018042926,0.0021343641949327467,-0.9978299591888863, -0.4163636017565988,0.5049386293653317,0.6362685058512785,0.0001364695207065618, 0.023725487978170184,0.012205903235681399,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
49,0.96142109,0.9023153248924233,0.9903570341380943,0.0031674204784829956,-0.9995285993341538, -0.3972856111586646,0.5092599402434131,0.0034585411248726494,0.00015726403388228137, 0.027753384794329514,0.013397099888333344,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
50,0.91563913,0.9023153248924233,0.9765548328774475,0.0018905324717835939,-1.0004136365347946, -0.4174665190936019,0.5055827143646046,0.20573148955232778,6.60073859300038e-5, 0.02392840132638344,0.01223321361633618,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
51,0.87203727,0.9012634864684337,0.9730550789078659,0.0023389642155020765,-1.000404880172964, -0.35987877836232446,0.5320609114081865,0.6951795301963143,5.5842196813747244e-5, 0.02600112976773108,0.01321445001719657,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
52,0.83051169,0.896414860881239,0.968605775642718,0.0027105599138342756,-0.999756045263406, -0.4618365224253004,0.4796917675026416,0.3804032381290918,4.1748660899627886e-5, 0.027570722622532285,0.013795483652085055,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
53,0.79096351,0.8955141838041358,0.9666392420356056,0.003493063159655768,-1.001028941279237, -0.46958957012182934,0.47821762029727327,0.2795363355876632,8.010397207674248e-5, 0.019622993916792,0.010360212343183423,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
54,0.75329858,0.8955141838041358,0.961007583594581,0.002017959931022073,-1.0004124473564329, -0.41113842740794765,0.5039864376937672,0.8521045464879098,6.923545702670302e-5, 0.028922531857909883,0.015823356168610737,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
55,0.71742722,0.8955141838041358,0.9635737696214626,0.0029196470319327902,-1.001559233805142, -0.42351834840969504,0.4991654285074693,0.6594630611390044,8.208104095445925e-5, 0.028108217406168732,0.014353167049543213,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
56,0.68326402,0.8955141838041358,0.9560696049892728,0.0018601802271464012,-1.0014993852848444, -0.43908618080201023,0.48976632363011446,0.18159934284207702,7.495289530665574e-5, 0.02840549284761362,0.014993283356127507,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
57,0.65072764,0.8955141838041358,0.9526749010637513,0.0017860881977515251,-1.0006474727886467, -0.42716437186165723,0.49885608013340227,0.37694976489109977,6.707130345337652e-5, 0.02564301503466591,0.013380163116823877,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
58,0.61974061,0.8911855986157814,0.9461481245239216,0.0021378021111720796,-1.0001392091014107, -0.3697822061270099,0.5259971751626222,0.6775001747781306,6.039335169786604e-5, 0.03001942500063571,0.014148715521602271,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
59,0.59022915,0.8911855986157814,0.9491367563566728,0.001390786608040514,-0.9989601992459844, -0.4243103337319655,0.49277663642108205,0.313452881495763,5.698593966682474e-5, 0.027901956905143566,0.014567790181557511,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
60,0.562123,0.8911855986157814,0.955242627576651,0.0027032806158929362,-0.999296482635273, -0.42555480488012193,0.4972517776533703,0.34874006712532524,3.838024992813266e-5, 0.02633360076681939,0.012851388285960072,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
61,0.53535524,0.8911855986157814,0.9574519320801038,0.002098037267120719,-0.9992588931509558, -0.39644984867713373,0.513160015478671,0.7445957984443388,3.4327780917762975e-5, 0.02784916046889648,0.01409150106575972,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
62,0.50986213,0.8911855986157814,0.9398128153234591,0.001315894515457486,-1.0004815008963317, -0.3997360763110795,0.5122486698898936,0.42196780887158447,8.914066178797551e-5, 0.026598547669078224,0.01341839610602912,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
63,0.48558298,0.8911855986157814,0.9399186794025385,0.0009297069995230804,-0.9997598644883778, -0.4338939880066189,0.4953250215399433,0.6789479238038452,5.827547988377471e-5, 0.027236056498330854,0.013550234348299823,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
64,0.46245998,0.8911855986157814,0.9744915303259833,0.0026848633973651148,-0.9985930437301491, -0.42101961048675324,0.49901508804938055,0.5379544545512169,0.00010417419035079701, 0.029736256610023104,0.01459705194680361,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
65,0.44043808,0.8911855986157814,0.9818219039939808,0.0018666213226952554,-0.9975932987749001, -0.4613031226569098,0.4810322367944281,0.42786308907374665,3.5259573795663634e-5, 0.026171625738010906,0.013131296432735775,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
66,0.41946484,0.8911855986157814,0.9722596706059694,0.0011005590495516719,-0.9976340409160673, -0.4487988691139343,0.48940580453334215,0.9541511358389659,2.6112893302557292e-5, 0.022648917634033625,0.01151667704733812,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
67,0.39949032,0.8911855986157814,0.9860158043731904,0.0019516321429370385,-0.9974765136376215, -0.42606640199889523,0.5002222552273582,0.8242143405534474,3.567719507824084e-5, 0.028936286481357956,0.014543240886797374,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
68,0.38046697,0.8911855986157814,0.9918069479412198,0.0014539258528069943,-0.996820669339154, -0.4388511939428684,0.4946630669391764,0.5632938665793203,3.220318386391247e-5, 0.026322531272712005,0.013228088924989483,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
69,0.3623495,0.8911855986157814,0.9679075984539134,0.0011331768351424693,-0.9968129304995479, -0.41960916671567583,0.5066867451301827,0.9335411413583532,2.3647643299170686e-5, 0.022666663990545503,0.011248892767666894,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
70,0.34509476,0.8911855986157814,0.9660567594750997,0.0009228763819096259,-0.9967013899487946, -0.39854004920976227,0.5167892889092028,0.24997037137279504,3.2740802616432444e-5, 0.024667489716594927,0.012448806211123615,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
71,0.32866168,0.8911855986157814,0.965743796625229,0.0008752942605239778,-0.9977997206625103, -0.511938482237578,0.45403984569302447,0.6330423980404721,8.93244695305645e-5, 0.02236716382306662,0.012213445688865879,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
72,0.31301112,0.8911855986157814,0.9759758396852856,0.0015646884358630601,-0.9977264613815529, -0.4415475404251164,0.490462941538411,0.6272067183114944,9.887467172822816e-5, 0.020561042730855985,0.010334149724490272,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
73,0.29810583,0.8911855986157814,0.9659558032762543,0.0013964012618394967,-0.9967981879016458, -0.4350771597745028,0.49841467649022936,0.854251443484526,2.2214785217628987e-5, 0.026218470486970784,0.013404154694785604,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
74,0.28391031,0.8911855986157814,0.9469345605264156,0.0006487817480543342,-0.9969355410765232, -0.5025363133559212,0.45951592566789445,0.7352859814684697,4.8998190349103546e-5, 0.025054444318705665,0.012881784851294513,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
75,0.27039077,0.8911855986157814,0.938766531542554,0.0007502254140511447,-0.9970875503819594, -0.381309139051455,0.5239982092922509,0.2899398307910212,5.0091553608146086e-5, 0.026699568009376673,0.013243739746503964,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
76,0.25751502,0.8911855986157814,0.9368100414558617,0.0006475035897652506,-0.9975708631114717, -0.419126890514488,0.5038186608531858,0.011725774463805405,8.494572741379378e-5, 0.026603537512948052,0.012938146932469443,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
77,0.2452524,0.8911855986157814,0.9341688326868998,0.0009780046472620111,-0.9979287570461846, -0.42463371500161956,0.4999792980186649,0.2855984864656932,3.133729083477096e-5, 0.023713573251155827,0.012019730652774986,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
78,0.23357372,0.8911855986157814,0.9269875914877221,0.000953488847543961,-0.9979694184869758, -0.4126705979373272,0.5020118774509161,0.9480063392004715,1.9499964879548744e-5, 0.028622348695594498,0.014070882347874476,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
79,0.22245116,0.8911855986157814,0.9281138448616387,0.0006784971581579901,-0.9982011536711669, -0.3891285125856142,0.5138889682069033,0.4119430048067934,4.184220856420146e-5, 0.02505124267262766,0.013520402275928114,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
80,0.21185825,0.8911855986157814,0.9335830737044937,0.001178129020065149,-0.9984139611266725, -0.451747206312014,0.482098156506093,0.4600283486120237,4.596158359983361e-5, 0.027104312483812516,0.014347577426810478,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
81,0.20176976,0.8911855986157814,0.9259288243473701,0.0011493011646560307,-0.9987107938896971, -0.4103840522992271,0.5025522468071906,0.3841782378290045,1.9524709460492563e-5, 0.028675002380490484,0.014781708405100163,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
82,0.19216167,0.8911855986157814,0.9178030215380695,0.0006986672836978096,-0.9990840724353907, -0.4599621550561987,0.48229817777011813,0.23759020335340356,5.107602586844308e-5, 0.0261610358470646,0.012932705517706462,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
83,0.18301112,0.8911855986157814,0.9139588976040599,0.0007138877390012341,-0.99897741015577, -0.4020198198979667,0.5082660782484625,0.6951569145083017,2.6141746949773097e-5, 0.02646668500034838,0.012896154800348973,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
84,0.1742963,0.8911855986157814,0.9117063326607905,0.00039930189431872716,-0.9992667041573189, -0.41611745646147114,0.5034003918478331,0.15252550793439001,2.877073820850684e-5, 0.026540844435935487,0.013742434788956917,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
85,0.16599648,0.8911855986157814,0.9123538792370101,0.0008660137234345755,-0.9992977713382036, -0.43014767261640063,0.49887079893138403,0.4936714511535224,2.5028995770157203e-5, 0.024551925544401908,0.012899919436801388,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
86,0.15809189,0.8911855986157814,0.9215678795747022,0.0009245819246399952,-0.999032687737152, -0.42283636679249614,0.5007725643498937,0.47551562194163083,3.300074581006576e-5, 0.027893033474633382,0.014489098670236688,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
87,0.1505637,0.8911855986157814,0.9180448511875842,0.0009231385964918327,-0.9992540932716782, -0.42267359130950954,0.4983042053026039,0.221278406603575,2.4102873688826602e-5, 0.020937836558713688,0.011806880413554245,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
88,0.143394,0.8911855986157814,0.9083743418804755,0.0005482110282984182,-0.9990575250473345, -0.47784501792298517,0.4751529372605633,0.7482352574535035,2.6380601651045287e-5, 0.022476392291625527,0.012266148020186864,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
89,0.13656571,0.8911855986157814,0.9104856552769872,0.0004898188158347955,-0.9989012938055424, -0.4569590482743924,0.48148860429851226,0.8557335441721572,3.315344015186925e-5, 0.027677610198935228,0.014105930387069077,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
90,0.13006259,0.8911855986157814,0.9093955164602849,0.0005912173907132163,-0.9997408281895078, -0.4357488962667008,0.4947184416144377,0.7587394621708542,3.060927209853289e-5, 0.025395713851011345,0.012426910409209537,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
91,0.12386913,0.8911855986157814,0.9051891098952233,0.00037370101342702907,-0.9996071297895229, -0.3901840533304231,0.5140703846625406,0.10869316537547924,3.328479796054514e-5, 0.02589507708310394,0.012852070075476445,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
92,0.1179706,0.8911855986157814,0.9070115995204396,0.0003895665654218759,-1.0002157537827756, -0.4711992063040544,0.47531330920175685,0.9209402631057482,4.686057495630926e-5, 0.024064617854378745,0.012793547211275947,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
93,0.11235295,0.8911855986157814,0.9032906464651058,0.0002948713003007457,-1.0004200748640262, -0.4841613555292573,0.4712227910347348,0.31056235987051406,2.7665568534892355e-5, 0.024127708003673243,0.012419253131017174,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
94,0.10700281,0.8911855986157814,0.9039312866843862,0.00036180068836408786,-1.000236548338786, -0.44555063925220495,0.48955875238376834,0.3939849294323904,3.17774426733789e-5, 0.022660950774051242,0.011636537102702888,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
