j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,w_cont0,w_contf
43,1.28839621,1.123991730833811,1.3164260820734683,0.003883003238903088,-1.0047215004175984, -0.734644301272181,0.46642625125564574,0.3391107317430695,0.0005379639696422475, 0.03804707535514964,0.03747018192066064,1.4817477703559019, 0.7814946726294841,0.44227896331313377,0.2651874596825276,0.0016758202593302554, 0.07486085284406792,0.032656122836613045,0.0,0.0
44,1.22704401,1.123991730833811,1.317581129660321,0.014611043327036093,-1.0107991458880217, -0.7507460810809652,0.45551113301837864,0.077956636170467,0.0004687509202251947, 0.03455319957597832,0.03704955768630316,1.4634468832559127, 0.8525908556907476,0.4164864232393777,0.8453785597880081,0.0014900704210599335, 0.07107293362520047,0.03122130078077412,0.0,0.0
45,1.16861334,1.123991730833811,1.329424179160548,0.016490019529395814,-1.0110323668444843, -0.677352997383403,0.5400864297600647,0.9283119427485431,0.0006460352390541278, 0.03404262474822849,0.03508615185489159,1.458647533854164, 0.806058025248752,0.43508456722259564,0.6399715743298822,0.0013222561976994655, 0.07430947839059075,0.03163955951994294,0.0,0.0
46,1.11296509,1.123991730833811,1.2587487347365882,0.010580116994873504,-1.0194905052542347, -0.702404162266749,0.5108417309062608,0.9952182406728365,0.00037114430126671, 0.03458381737149446,0.034585766628249574,1.44890283519423, 0.7888844984731647,0.44913853591757613,0.7690577995174861,0.0014907201689883917, 0.06659401566172997,0.02893843186387542,0.0,0.0
47,1.05996675,1.123991730833811,1.2844568581920943,0.010409466026759753,-1.0137335972659214, -0.7031770910730256,0.5018832646121064,0.7868895389286912,0.0006745999562909186, 0.03787437790065468,0.037161793006252906,1.4554029121657175, 0.812704787177305,0.43606713110523687,0.01376665252093684,0.0013034302421928844, 0.07325504733194114,0.0318631712025048,0.0,0.0
48,1.00949214,1.123991730833811,1.2710128524430044,0.007675564963887419,-1.0151591232005737, -0.6979304718573547,0.5191626136895102,0.7316052530222855,0.0006098094338630414, 0.03448096981924006,0.03355495681762978,1.4574498646653535, 0.6057158844212804,0.5214170214837125,0.09107688267414989,0.0008716249162577946, 0.08547529143753174,0.035858776386042554,0.0,0.0
49,0.96142109,1.123991730833811,1.339772121515386,0.016397766482486857,-1.0108822319413302, -0.7678979570565643,0.4583352673842018,0.4747373973337491,0.00041460418032203037, 0.027860957871575845,0.028776734861314962,1.455803805433359, 0.6348753877440861,0.5107133487256807,0.21587737307294713,0.0011514833793049503, 0.07429714091195788,0.03227561082851476,0.0,0.0
50,0.91563913,1.123991730833811,1.250640650543384,0.0065503211368686705,-1.0103794967330524, -0.7434839011828311,0.4791488972773953,0.8644060315725899,0.0004283997521878377, 0.031095909978362042,0.03318177885085667,1.4623537730414011, 0.8299854266670701,0.42901205747316445,0.4335785024130149,0.0017384194514278141, 0.07513151659612205,0.03188324249927596,0.0,0.0
51,0.87203727,1.123991730833811,1.264566227805598,0.0066397839115906266,-1.012619063870472, -0.8125238258980216,0.4038849529318137,0.660846161202397,0.00039610278358346424, 0.026234580369169622,0.03066540186864145,1.452835168776177, 0.6126518175503846,0.5267429256812654,0.3911778604861365,0.0011170768797457292, 0.07410876714420263,0.031090086114171103,0.0,0.0
52,0.83051169,1.123991730833811,1.2858932376640422,0.008510407457536583,-1.0082032529488927, -0.6578620258937855,0.5549660273908213,0.157869120206176,0.0003135051618148221, 0.036594980992554364,0.03605584750402115,1.4513335857323457, 0.7037726949132611,0.4894499083072402,0.8058298007370039,0.0015044967388060846, 0.06819626571879778,0.030558697763104384,0.0,0.0
53,0.79096351,1.123991730833811,1.2430731457792985,0.004339244642476317,-1.0070950648320056, -0.7611061822750924,0.44471366763261144,0.11149568093638801,0.00032473793040483604, 0.03624930470873455,0.03840728960389194,1.4519389091727755, 0.6545935380856872,0.5047433885042899,0.3791657365839466,0.001329487164365962, 0.0818148765919218,0.03433305601005283,0.0,0.0
54,0.75329858,1.123991730833811,1.2669379881403038,0.003995797901010792,-1.0072217843785967, -0.6930035098057681,0.5171104561420451,0.740600915766489,0.0005642419526015541, 0.0329747703218432,0.034793454421121035,1.4633808521555352, 0.7534253954325096,0.4602763001974356,0.652995655092313,0.0015772864203785427, 0.08085641381884982,0.035914410234380925,0.0,0.0
55,0.71742722,1.123991730833811,1.2235096819408133,0.004626538110458821,-1.0166640689801023, -0.653395745072513,0.5755104110440398,0.768588758333845,0.0005368401329110739, 0.032252747491144845,0.032200475386288126,1.451854638008538, 0.5717945000461342,0.5433352067221887,0.5191974982992644,0.0011342045210124612, 0.0802527145152422,0.03373164391735846,0.0,0.0
56,0.68326402,1.123991730833811,1.2445693287497877,0.004785996326951445,-1.0102500933292453, -0.7621263568205623,0.44066607443786177,0.38139211648489185,0.000567797988366654, 0.038200965046740525,0.041429183613152246,1.4479942251800044, 0.4798620418427636,0.5727662797290803,0.9006281128196384,0.0009265847332893332, 0.09488159278008468,0.0389344362625658,0.0,0.0
57,0.65072764,1.123991730833811,1.2164784644556557,0.004101188960095867,-1.0133227225375483, -0.7627102045585128,0.45992792743065614,0.7711171915193133,0.00028231394270471477, 0.030813002178919455,0.032260331623451405,1.4458766716056617, 0.6900073739957877,0.49105293775358394,0.36371198032766866,0.001377396253863634, 0.0802972034058203,0.034307712637711804,0.0,0.0
58,0.61974061,1.123991730833811,1.206008044818858,0.0029710201841878113,-1.0113840669478893, -0.6682744664436987,0.5601591598407871,0.5281241870314624,0.0004196706935129782, 0.03245807119016955,0.03110870975789048,1.4429945318149622, 0.5920995921323103,0.5304448215384177,0.0959937002313972,0.0015660649612396634, 0.08286877172110346,0.034692552811284624,0.0,0.0
59,0.59022915,1.123991730833811,1.2002860173626408,0.0045370597353618725,-1.0172550934171913, -0.7289529700029511,0.47458215264687575,0.648414293660247,0.00041342178118429886, 0.037924888064933854,0.04002492584408153,1.4482646136777808, 0.5730658943315341,0.5417220382976207,0.627521400634908,0.0008405545006993193, 0.07805321702134532,0.03283600904254075,0.0,0.0
60,0.562123,1.123991730833811,1.1854524926832835,0.002092684702345398,-1.0149330207407545, -0.7533413357574088,0.4739669360161103,0.6558355928884099,0.000271037444124254, 0.027718447782758417,0.03083390881284169,1.4460763478130392, 0.6612577590865059,0.49658151375525117,0.5210378567925711,0.0015178424347365316, 0.09020430586216767,0.03803805322026097,0.0,0.0
61,0.53535524,1.123991730833811,1.1838647811047753,0.002281864193267579,-1.0136460022604559, -0.7076212646328986,0.507255241332551,0.4794257876929529,0.00038063391015933756, 0.035387749317485506,0.035990515363993995,1.4458503960692035, 0.5549847152842176,0.5399830902509328,0.2660451579427616,0.001159607057364691, 0.09067111789510934,0.03694999277220345,0.0,0.0
62,0.50986213,1.123991730833811,1.1936339725831875,0.0036486296315121998,-1.0101972383291253, -0.6692416588667978,0.5687504630309677,0.9355827434103395,0.0003375790771102562, 0.031049289965377154,0.027846153798205518,1.4463763965761403, 0.709341302618494,0.4846694915386024,0.012816959924997984,0.001593221644134025, 0.07164487547205506,0.030523384969787116,0.0,0.0
63,0.48558298,1.123991730833811,1.2002944837462681,0.00192661857351813,-1.0121712968489958, -0.7811502314584932,0.43478814563794776,0.23583916326263554,0.0003427542094548466, 0.025984257173486926,0.03089021237168624,1.4555279677623374, 0.6648870572847952,0.502171550297372,0.23279188653506455,0.0015125772829544767, 0.07663267921188881,0.03224251213821139,0.0,0.0
64,0.46245998,1.123991730833811,1.2254204621786176,0.0029645612221183013,-1.0102350154144548, -0.6473022057175344,0.5743996256457666,0.4915471799293185,0.0002776112097487916, 0.032380745134801305,0.03361679746731516,1.4641291931034748, 0.7503521819782927,0.4674603567791656,0.27609959856444466,0.0011836523156032155, 0.075526276602262,0.032734546393398366,0.0,0.0
65,0.44043808,1.123991730833811,1.1839700555380577,0.0022180965106200225,-1.013839957934669, -0.6550340952372318,0.5703430789257796,0.06250379476123463,0.00035343673968477, 0.02964406771223797,0.0272734819619051,1.4553568100712373, 0.5801412663988692,0.5394460881761635,0.6779996148891722,0.0013015986909015555, 0.07871553700918255,0.03301328894069594,0.0,0.0
66,0.41946484,1.123991730833811,1.1741291854454368,0.002096536235554687,-1.0220404381860437, -0.7359979015389437,0.4754180864837824,0.8939166824895091,0.00034500378165004187, 0.03358880738323871,0.03436924226067653,1.4348485197582501, 0.6234734140310565,0.514384031683597,0.7547060367367263,0.0013729675641405764, 0.08924629392903824,0.03854322449501199,0.0,0.0
67,0.39949032,1.123991730833811,1.1772586693486933,0.002640488301853324,-1.0214281638696419, -0.7061159161005948,0.5173294032039046,0.9707935935425271,0.0003550388595398506, 0.03338233614624082,0.03419806800816358,1.4498515255596205, 0.8763213087216242,0.40655954467644984,0.995240476967157,0.0008312877976290332, 0.06987992591197319,0.03129355887286653,0.0,0.0
68,0.38046697,1.123991730833811,1.1893779763773535,0.0011831612935843349,-1.0175386376858566, -0.6606781836658864,0.5640244235574959,0.37144281489448144,0.00024035200833816614, 0.032854811482455816,0.03116567633158999,1.4581014647765753, 0.6764602737832354,0.5037513869217101,0.7200258791286719,0.0013483194194449915, 0.07497844096721049,0.03067904831912163,0.0,0.0
69,0.3623495,1.123991730833811,1.1812691348717004,0.0021285810871951552,-1.0157173580528176, -0.7575602539276047,0.4640960008014424,0.7095541732274299,0.0005639709014594618, 0.02984175774109457,0.0322553785807416,1.4542829264451762, 0.8539595470838129,0.416474124403923,0.43164447212318025,0.0008137486281697591, 0.06629497148213155,0.029959908244527697,0.0,0.0
70,0.34509476,1.123991730833811,1.2065244310278131,0.002460967803870248,-1.0096740594665785, -0.706956554529926,0.5082320541643407,0.4350155718650584,0.0002446187747902399, 0.03316565582394533,0.032129472473936216,1.4542673236390944, 0.5655155587300804,0.5445641582924865,0.46782010165966353,0.0012419812923370743, 0.07927357139736073,0.03352839055292148,0.0,0.0
71,0.32866168,1.123991730833811,1.2071596677408298,0.0022695674739878703,-1.011587678429756, -0.6971001419433569,0.5291488213844222,0.8053736032786486,0.0003420993266077901, 0.030899622260682158,0.03125677671349247,1.4586138878148052, 0.6748342353182133,0.49916054856243636,0.635298155512772,0.0007041873411413945, 0.0798127353009818,0.03383814460381571,0.0,0.0
72,0.31301112,1.123991730833811,1.2107629229384422,0.002578197470248906,-1.0078425562996258, -0.7604161289392407,0.4582322861251322,0.884891518918558,0.0005326429414780538, 0.03207243519970105,0.032843829721244194,1.4606586886553827, 0.7204083473920343,0.4779134514021216,0.8666004129922373,0.0014691140561357665, 0.08135676247613036,0.03331707468359786,0.0,0.0
73,0.29810583,1.123991730833811,1.189015711758451,0.002059560219208686,-1.011581231369084, -0.7181098857405697,0.5045943153564383,0.02152250031332137,0.0004776132526641769, 0.03165298192748577,0.033161221503176304,1.4585113728132557, 0.845147327201837,0.41341752987621777,0.12359057541589202,0.0011887577837313096, 0.08044784023887308,0.03489866583799205,0.0,0.0
74,0.28391031,1.123991730833811,1.1837052282793845,0.0014041278280648723,-1.0142469794939102, -0.6764047773248818,0.5322695198703248,0.8735281631706338,0.00022026549800465952, 0.03596535464602009,0.03532990525575123,1.4622893197282119, 0.6169372477592996,0.5208930919133252,0.5140200805102493,0.0008948469370041935, 0.08004252307068631,0.033136036129719486,0.0,0.0
75,0.27039077,1.123991730833811,1.1589056540412392,0.0011271368910004938,-1.0143635142913687, -0.6689439036914799,0.5432998448061793,0.9467021834919693,0.00021844215967097087, 0.037575802576650115,0.03469811536977504,1.4516822945869738, 0.6263091837122005,0.5067488847726195,0.7311777758873966,0.001553222858429, 0.09136412011359794,0.03829471408115605,0.0,0.0
76,0.25751502,1.123991730833811,1.163275329915625,0.0013382862301019665,-1.0123864346636033, -0.7820451532942495,0.44672633969039177,0.7776068808383702,0.0003623394092885231, 0.02472156731408903,0.028522409574438058,1.4442029543328099, 0.5716601489776755,0.5344394689074273,0.7022942812527031,0.001125471620898013, 0.09223350203469535,0.038592157555393185,0.0,0.0
