j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,w_cont0,w_contf
77,0.2452524,1.123991730833811,1.1710559750645353,0.0011776363372150475,-1.0160774226013365, -0.6977227388123877,0.5255617245838561,0.57897071974259,0.0003311369144451669, 0.03290031035931285,0.032449988005225486,1.4475050297125764, 0.5883848250002878,0.536880796191293,0.5713800315405444,0.0008757738011862308, 0.0816579531309466,0.03390726049954363,0.0,0.0
78,0.23357372,1.123991730833811,1.1623816496987567,0.0015754364935578187,-1.020383462931156, -0.7646614981966526,0.45762021279497117,0.4774252302877757,0.0003512534258108191, 0.029357363622676345,0.03155147907606147,1.4518583810370553, 0.5500702695319108,0.5497981052299408,0.25885521655096216,0.0006426675095295057, 0.08024612552275458,0.03370562373043498,0.0,0.0
79,0.22245116,1.1239010363104345,1.1457520630507807,0.0008329725185559087,-1.0207765093494607, -0.7101734292546203,0.5105187939904259,0.27126765250168067,0.0006412504454460833, 0.030549390482722743,0.031000837136519264,1.4417069717254054, 0.6496372795689948,0.513895141367521,0.16852495588194588,0.0006640966577073496, 0.07182477054221843,0.03036871607457506,0.0,0.0
80,0.21185825,1.1239010363104345,1.1527204016372077,0.0007748051403906012,-1.0186945994382346, -0.67103991867267,0.5346254053497516,0.3769926367609593,0.00025787902127546905, 0.036588101156256526,0.03468929863666956,1.4553973655849386, 0.5913104901536599,0.5313535338910899,0.7647977915168295,0.0009427119135334525, 0.08099657624688862,0.03515192411766776,0.0,0.0
81,0.20176976,1.1239010363104345,1.1486844938287946,0.0008067663249464927,-1.0193655810902895, -0.7682021818002409,0.45619738421662115,0.16826217263199278,0.0002603548967518559, 0.029095771767482716,0.030826649234674396,1.4446698175523616, 0.8392126382758363,0.43189769209603474,0.8522200618917644,0.0008832956452930903, 0.06360288661982531,0.02795129873404474,0.0,0.0
82,0.19216167,1.1239010363104345,1.160316502239802,0.0025063994782540855,-1.0129072799225731, -0.6607393425596271,0.5640217434681577,0.4025148113286172,0.0005077625929908873, 0.0306805302946061,0.031715295109017126,1.4499941275116384, 0.6769678040688809,0.4960167827146275,0.3216822599578467,0.001025249781888962, 0.084680752418884,0.03480642987604729,0.0,0.0
83,0.18301112,1.1239010363104345,1.1523547420926994,0.0006555032834554278,-1.0157021351029156, -0.6461298230929151,0.5705738194264749,0.7033631843942117,0.0002379525415179521, 0.03523901474963101,0.03533289261652657,1.4501692186171038, 0.5514680231478165,0.534971847163638,0.5688220186173496,0.0010584891486931237, 0.09669403669047683,0.04093205668113099,0.0,0.0
84,0.1742963,1.1239010363104345,1.1473200845134088,0.0008456261965293921,-1.01691895901917, -0.7372981579275022,0.4669063627648068,0.5291296429538209,0.000513739392824752, 0.032871402283296776,0.03565533443594863,1.4462216060902218, 0.525321533272729,0.5618210697488815,0.625145648465903,0.0011334475057773827, 0.07816249442136537,0.031055879301439673,0.0,0.0
85,0.16599648,1.1239010363104345,1.1431743255561218,0.00047568003851821935,-1.020594667691717, -0.7148954099994345,0.48516946852538057,0.06511147346940388,0.0002663362200177346, 0.040635180179393986,0.04128009201589147,1.444699374025703, 0.6568450228460935,0.49860623924475506,0.4295858341203452,0.0008623527307204403, 0.08795728475195665,0.03729445679044843,0.0,0.0
86,0.15809189,1.1195245209516025,1.137094925595312,0.0011195918353559499,-1.019136918182763, -0.6346588608908266,0.5839775642424702,0.6508379286741598,0.00022805762811079215, 0.035447632214660366,0.034115095354349194,1.4295620558259654, 0.6650174999715064,0.49631346664983605,0.2893566473871738,0.0012776357316339533, 0.07939061463593254,0.0338074553093188,0.0,0.0
87,0.1505637,1.1195245209516025,1.1358144310889664,0.000716351634118031,-1.0167562444681877, -0.6867768086899914,0.5358634621050008,0.36043203319930267,0.00022665585416338583, 0.03423207041807712,0.034789666479555566,1.428605693973534, 0.6258346976702057,0.5124976937277699,0.3898722417068358,0.0009108397871151442, 0.0888819001432494,0.03746859590440221,0.0,0.0
88,0.143394,1.1195245209516025,1.135010256120167,0.0004221768745374865,-1.0153603102829982, -0.7259462921524525,0.49604785660536416,0.6561749342167416,0.0003234727884957787, 0.03220584826010297,0.034088169183285805,1.4308815374683068, 0.7001209507029628,0.480850681418114,0.8852386021573623,0.001203303952568346, 0.08454113012685825,0.03762837341790147,0.0,0.0
89,0.13656571,1.1195245209516025,1.1337111190800697,0.0003501263608507351,-1.0181985108780514, -0.6245710730003675,0.5935926014531854,0.0707452798471736,0.0002500103515767314, 0.035666318176537704,0.03182233323979288,1.4250406502221262, 0.7752001588977874,0.4626829232747086,0.18042763060875378,0.000720103358068097, 0.06473767250215647,0.027503510333275742,0.0,0.0
90,0.13006259,1.1195245209516025,1.1475266613248691,0.00131509600042088,-1.0133293502399332, -0.6145720553815572,0.6099175503959594,0.9652564508923192,0.0003218811653615033, 0.030763178724305992,0.029323019713207,1.4418568212384955, 0.717362593526598,0.4798770733057963,0.12303426655568805,0.000987302571857917, 0.0768748127485673,0.033675596515984826,0.0,0.0
91,0.12386913,1.1195245209516025,1.1508893424515017,0.0013785561976110998,-1.0159877023917765, -0.788918449393299,0.42276639160244744,0.70259118808125,0.0002539374063524502, 0.030947825229354572,0.03407119873866881,1.440267750905215, 0.6186106433846141,0.5194037048114184,0.2588873283234858,0.0009608991516415886, 0.08765214653068173,0.03615723166946531,0.0,0.0
92,0.1179706,1.1195245209516025,1.142677694396824,0.001072349193556627,-1.019548976054797, -0.7872731207113912,0.42249084589687,0.5015573027005865,0.00026642672802839473, 0.030201692601906416,0.03369239903221545,1.4438432810932436, 0.4993532837979058,0.5739263711530234,0.8468454992558944,0.0006403282085269668, 0.07878449068105042,0.03056788449541792,0.0,0.0
93,0.11235295,1.1195245209516025,1.1551107131879146,0.001117804856882376,-1.0175374687622702, -0.7358004407691942,0.4873313036910646,0.03744036117046423,0.00032415097806192777, 0.03196596570236729,0.03270913106682561,1.449574788481592, 0.6111164031818134,0.5280998109375844,0.07796183541463872,0.001077980978952314, 0.07626451076393923,0.031346987495873384,0.0,0.0
94,0.10700281,1.1195245209516025,1.1519943653704845,0.000505839971520135,-1.0153335387878557, -0.7755076349159247,0.43876291472594325,0.8905115818553233,0.00021438348865625455, 0.03263217953944496,0.03403404838725022,1.4404342530020615, 0.5769867257185123,0.5347978205619983,0.821253427245623,0.0006397408247085792, 0.0793197496125504,0.034225802354896424,0.0,0.0
95,0.10190744,1.1195245209516025,1.1492152347769145,0.0006974686853196622,-1.0135511333298042, -0.7329613717075694,0.4839377453139978,0.6059230164790872,0.00019499986583304497, 0.03497580832449155,0.03434509155407354,1.4387137791246503, 0.7129701546016889,0.47513600676342654,0.07537534186802819,0.000807275809981489, 0.09074335368198233,0.0389031605335054,0.0,0.0
96,0.0970547,1.1195245209516025,1.137981872508857,0.00028341795868869923,-1.0115795754711185, -0.7557015015465647,0.4545325521938438,0.2631915785862081,0.00018483316877630334, 0.033099679674709934,0.03625246554241434,1.4347624431183583, 0.6892471287179006,0.48739866629245315,0.15600726257172118,0.0007148710886048054, 0.08071776435200191,0.033833103847284295,0.0,0.0
97,0.09243305,1.1195245209516025,1.1326141468255795,0.0005749368657489327,-1.016231242537338, -0.6967881522321451,0.5440473079645765,0.29718089665451175,0.00026217736255874273, 0.02673130008390553,0.027562957435358408,1.4311847010172958, 0.6418825922547651,0.5169240453518849,0.0035196976366234645,0.0009434520670719132, 0.07598769801894828,0.0317818910671153,0.0,0.0
98,0.08803148,1.1195245209516025,1.132753095881022,0.00030093670376167493,-1.0172691643010479, -0.6727273996355405,0.556384377499054,0.1996620484622169,0.0002905145307190924, 0.032774003772654506,0.03174203142344408,1.433597530677098, 0.7744452254082634,0.4529372189266462,0.13939855957388625,0.0008970429356361276, 0.08104834719619934,0.03511250537398574,0.0,0.0
99,0.0838395,1.1195245209516025,1.134796413849503,0.0002718024668701974,-1.0187767498955256, -0.5936977218334504,0.6314208946032246,0.002361289581943926,0.00013055676345889041, 0.03381502043835888,0.030337999121234267,1.4357402801226575, 0.5082208720935457,0.5689242707777226,0.08163360021241833,0.00091844078139046, 0.08751432751419383,0.035152666441767906,0.0,0.0
100,0.07984714,1.1195245209516025,1.1320969308084203,0.0007477388402382965,-1.0177028626579046, -0.7438455920230946,0.4721611002786947,0.19031993374974876,0.00016727048073724481, 0.03385458037486702,0.03408205276977357,1.4309346156963838, 0.5642716570666724,0.5413219135573237,0.7941033469040999,0.001320454520135211, 0.0894588303092653,0.03603970063534901,0.0,0.0
101,0.0760449,1.1195245209516025,1.1279508877255113,0.00032406838281211393,-1.0190917241968327, -0.7880678302315742,0.4236825588721499,0.42883480680633024,0.00016878320397358578, 0.028437624114380434,0.03307737031665313,1.4311215447183443, 0.44254593432748396,0.5945510500168399,0.5513173778649383,0.000713283601712674, 0.08001526752320136,0.033613509098713086,0.0,0.0
102,0.07242371,1.1195245209516025,1.131243990232008,0.0005627062386898428,-1.0175107983188474, -0.7605057319796236,0.47029069696280495,0.9039737335085258,0.00021597622752570462, 0.028524078803324072,0.0284032071647482,1.4319444024607848, 0.8065796367084334,0.4432440606605189,0.856369346105355,0.000509818589555741, 0.07788031730119215,0.034278397636698966,0.0,0.0
103,0.06897497,1.1195245209516025,1.132045066168482,0.000515226075333366,-1.0158462757612774, -0.7954973790098402,0.4266400097737436,0.5383142601384147,0.00022078934073842604, 0.026931351479765876,0.029399030610570094,1.4282697707444347, 0.5739744747485169,0.5411237966737497,0.9014695513553557,0.0008075949863945889, 0.08128414096128858,0.034918350874855834,0.0,0.0
104,0.06569044,1.116764864916513,1.124812912155713,0.0006781871858615304,-1.0148447878998534, -0.7124949516170551,0.5100539554177714,0.45008205525532785,0.00017152484501215657, 0.03382634197214861,0.03294223985924562,1.4108426050268454, 0.7504339025484185,0.46178630849590335,0.2848263656509583,0.0005582708037757152, 0.07885931054748388,0.03359859614839538,0.0,0.0
105,0.06256233,1.1159949291292666,1.1228574086004717,0.00028758667924958523,-1.0178483805819996, -0.7398348806505093,0.47832185776596103,0.04747696082167063,0.0002619745545776124, 0.03281090224000172,0.03364780100945797,1.4137792709051058, 0.49818502566406025,0.571705065168846,0.8839548546517559,0.0004033212688196318, 0.07659883174069715,0.03179673961645866,0.0,0.0
106,0.05958317,1.1159949291292666,1.124679977062511,0.00039859832684266226,-1.0153459840687225, -0.7076797241249243,0.5045591912945293,0.8760652123232536,0.00021505499973973924, 0.03538189179932059,0.03669607479524665,1.4123451508256641, 0.7613672674429794,0.4680341138111513,0.5800378113083214,0.00043443363734648203, 0.07505827847397607,0.03431629119721673,0.0,0.0
107,0.05674588,1.1159949291292666,1.1240171360330713,0.00022125247354940177,-1.0183713283550282, -0.6887222490057247,0.5421678823312339,0.1246076163214062,0.00013980298507583374, 0.03191446567534701,0.0323541209360513,1.4148256343715377, 0.6290518656320706,0.5158267475397059,0.5716746000192984,0.0006981434329323126, 0.09123013193326664,0.037402020476157254,0.0,0.0
108,0.05404369,1.1159949291292666,1.1242541168908216,0.00037843923890817,-1.0177795087664825, -0.650532862695895,0.579103381210367,0.07473550811096052,0.00013590159374805312, 0.03242132019921737,0.030876717060679886,1.4207071851297202, 0.4149875226795867,0.6048435687728211,0.9245424406472367,0.00045074632356860206, 0.08858826548163924,0.03561732425291959,0.0,0.0
109,0.05147018,1.1159949291292666,1.122959633348671,0.000245495772170279,-1.0163086637013254, -0.7365443185908318,0.49011211226038576,0.15169040842191006,0.0001328358504291231, 0.030437469752522518,0.0325172162943266,1.4255192054653798, 0.6305450570908653,0.5240665287752263,0.4614865677976972,0.0008028792822232406, 0.07602765561423298,0.03180433266694377,0.0,0.0
110,0.04901922,1.1159949291292666,1.123294725748666,0.0004315687372617557,-1.0146199621299568, -0.677618016378998,0.5469539203436238,0.9849676655348694,0.00017087346472946635, 0.033767971325672094,0.03424032268982,1.4273771340203625, 0.7661235673851584,0.45841434705289724,0.2630839426084875,0.0004941285154385453, 0.0834271650138573,0.03537896086268756,0.0,0.0
111,0.04668497,1.1156015614427093,1.120832215214225,0.00027374174641401483,-1.015996713558301, -0.7424077428978322,0.46756191470407477,0.6284679785862335,0.00010385125370035518, 0.03260483998668344,0.03414777061503552,1.426027421745326, 0.6753011966359452,0.5088894391693625,0.4444537861834061,0.00037783409838881046, 0.06934863574124366,0.030818527657529998,0.0,0.0
112,0.04446188,1.1145883442383002,1.1194037855216397,0.00018071661949533587,-1.0171463127397091, -0.6952927891478543,0.5175035153787233,0.15566358751853343,0.00019780387687784462, 0.03362890757873172,0.03574162165821877,1.4233737962113147, 0.6314282632921623,0.5118328917310165,0.8210640796951088,0.0005804912178317636, 0.08810690122529827,0.03617557030455472,0.0,0.0
113,0.04234465,1.1145883442383002,1.120862341698399,0.00038312805115578284,-1.0154359981387422, -0.6643484366943314,0.5497594033497699,0.04873701428247934,0.00016160490670976113, 0.0378083748766435,0.038612659510400306,1.4280397757825298, 0.7758276907692337,0.4598059490545011,0.1897603689644359,0.0007976093486281417, 0.07660684078037497,0.033699036027387934,0.0,0.0
114,0.04032823,1.1144623241524343,1.1192244258918254,0.00035978051045169917,-1.0149391874210867, -0.7037977475021461,0.5134187068956011,0.5516159511455244,0.00018156628783616054, 0.03617259113899033,0.03653229908597812,1.4233349454338846, 0.5504407390460536,0.5458946042749767,0.6977646677164963,0.00047165328668731965, 0.08532124891192193,0.03638829922635415,0.0,0.0
115,0.03840784,1.1134450975440175,1.1185009313935366,0.00020953167203893543,-1.015473351656516, -0.7911159219646136,0.4313215858610544,0.8482860225024008,0.00011782560552857287, 0.02419894698096884,0.028240836215012097,1.4190337742998471, 0.8083472142705903,0.44468541186302035,0.7104909027795705,0.0009082369662733407, 0.07269810133548958,0.03333401319152753,0.0,0.0
116,0.0365789,1.1111103851784043,1.1164712584441088,0.0003234336541088495,-1.0149769434541835, -0.6475219643399405,0.5771232501312824,0.5087163909080102,0.00013470312334059296, 0.033768800648853285,0.032345525821680834,1.412878516187937, 0.7664096073068899,0.4724184901115193,0.4605312518507506,0.0006619876610199278, 0.06917687319095328,0.02944385145792783,0.0,0.0
117,0.03483704,1.1111103851784043,1.1157822214353785,0.00023460516456913415,-1.0159808601930482, -0.5890858427496433,0.6322966634370071,0.7709152161728097,0.0001785913927664384, 0.032412271681092744,0.030069734220292497,1.4101439137383296, 0.6176190175659313,0.5222553770302523,0.4026007697798501,0.0007124771921362293, 0.07830063190125772,0.03440540047416597,0.0,0.0
118,0.03317814,1.1103121062213044,1.1147675212408632,0.00022641068685556154,-1.016107733310552, -0.6894800119895053,0.5227813279376714,0.2949002542210739,0.00018896384587766072, 0.03654964462609766,0.03745556708704501,1.4175779526337966, 0.6703899396536812,0.5072546869973446,0.643540465416629,0.0007126276208603301, 0.07091856358470591,0.031286384650451846,0.0,0.0
119,0.03159823,1.1101874312547708,1.112732280853398,9.941525128360598e-5,-1.0153537482816364, -0.6542942457348171,0.5557860476974216,0.36131936789366015,0.0001354239396618099, 0.03623647576436752,0.03557510937843454,1.4069086116865188, 0.7169179540808878,0.48526841826558076,0.46250467846789217,0.0003661990456325998, 0.0694074958402209,0.031888443987266236,0.0,0.0
120,0.03009355,1.1101874312547708,1.1128654152849036,0.00010593218729111616,-1.0146333746217162, -0.6948750996920307,0.5205735469227588,0.9343098401544919,0.00014779307087110202, 0.03421472746614518,0.03460598498411612,1.4108345313123194, 0.7262022337320323,0.4735241124392041,0.4745062488165279,0.0005793755360253086, 0.08407751523900359,0.03695000213109847,0.0,0.0
121,0.02866052,1.1101874312547708,1.1138051708228025,0.0001194617459320002,-1.0156298135833408, -0.6911106358536243,0.5216999046089533,0.3177884207450239,9.434520403381861e-5, 0.034861237297635225,0.0381772591072442,1.4184729164101741, 1.0258450615881938,0.3581889665501469,0.6921845072335554,0.00046850367514117316, 0.05026420930733127,0.024479847429363318,0.0,0.0
122,0.02729574,1.1101874312547708,1.114157281380787,0.00013515696489492534,-1.0152535632610826, -0.6280817198993998,0.5821321843408069,0.5497581942051311,0.00012902811202605838, 0.03716863561185309,0.03582107425481338,1.4153090678643867, 0.7747847317784055,0.4660524178291053,0.7038243600601132,0.00044920379615815916, 0.06908014252559506,0.0293909155690786,0.0,0.0
123,0.02599594,1.1101874312547708,1.1144590159550551,8.615424842981891e-5,-1.0175472144474975, -0.7599778692372183,0.4571063658356057,0.07695907582125266,0.00014020832785960213, 0.03038433972612227,0.03197106661430492,1.4174189867030518, 0.8818533320021938,0.4114825937043228,0.8052178878604315,0.000536268020614461, 0.07186708776356468,0.031811012984169995,0.0,0.0
124,0.02475804,1.1101874312547708,1.1134766210169256,9.138849380982512e-5,-1.0167114367944046, -0.730610473215949,0.48178455172311363,0.2330616345731506,0.00013495708433149768, 0.03354890227989038,0.03674679594302925,1.42187981105779, 0.7293874747252695,0.4890523614594796,0.8195500539627841,0.00046948364560834123, 0.06577264115390799,0.02908133771389766,0.0,0.0
125,0.02357908,1.1101874312547708,1.1135024510732543,9.666883089824924e-5,-1.016226511464299, -0.6491869663566676,0.5648163460014566,0.764095266974191,0.00010743662015184579, 0.03674965146769421,0.03738013304263778,1.4192482112583862, 0.8052320617437143,0.4480077186189003,0.10616456113198613,0.0005136829903205332, 0.06379500793034247,0.028339100893944275,0.0,0.0
126,0.02245627,1.1101874312547708,1.1139855062011321,6.47038628948699e-5,-1.0193684762037134, -0.7085447334752263,0.5061996906068776,0.9396443246194164,0.0001267550142873936, 0.035010996981336515,0.03643424092751867,1.420859908710779, 0.6575505217011848,0.499939910857026,0.7589911553267811,0.0006020287054283313, 0.08660358539359218,0.037258552144402254,0.0,0.0
127,0.02138692,1.1101874312547708,1.1145435721449963,0.00023249802925533368,-1.018464093403871, -0.6523061588357986,0.5772264275854506,0.06961276160969322,0.00010255783498718055, 0.03128582496897204,0.029197095495474147,1.4206067767620167, 0.4174700837635691,0.6046450499075194,0.03168479110168432,0.000798526607957405, 0.07950739652040624,0.03151266057929326,0.0,0.0
128,0.0203685,1.1101874312547708,1.1145957626548293,0.00013247480863775893,-1.0160145575262012, -0.7287814170746081,0.498143802787395,0.8605120095981191,0.00016248436506969476, 0.029716689303816535,0.030701792737633356,1.4161226883648759, 0.6582966735740693,0.505476876334041,0.8251462369783629,0.0003753749369477069, 0.07657562625691798,0.033246270599039916,0.0,0.0
129,0.01939857,1.1101874312547708,1.1140061307918592,0.00010631153780213851,-1.0176964513856401, -0.7590126487631339,0.4554478585886323,0.1918828863448117,0.00020298121663494048, 0.03298373349688294,0.03479936720629141,1.4134186139517415, 0.829888838294566,0.4314257730900568,0.5698434317762664,0.0006835610197063439, 0.06949028425716372,0.03067386187203404,0.0,0.0
130,0.01847483,1.1096412381350198,1.1121970128825125,0.00013683735333000455,-1.0177429162081093, -0.6057222423084179,0.6152319061126585,0.0113534741573533,0.00021585805017784474, 0.03298021350797399,0.030938010637152846,1.4082369616301393, 0.7476150463062035,0.4699277815518876,0.49563275407933555,0.00042255097442230006, 0.0763086103680174,0.033108765235636946,0.0,0.0
131,0.01759507,1.109633036420969,1.1115536844576277,8.488361976064681e-5,-1.0143777497216102, -0.6243943527278365,0.5965117389910293,0.7932928074570533,0.0001335901128749566, 0.03690615438936591,0.03488846191401607,1.4102290940993112, 0.7375851720219223,0.48194334574184294,0.8505478718544017,0.0004742603496923581, 0.07448922114066614,0.03272007238223834,0.0,0.0
132,0.01675721,1.1085603963517614,1.1104567727424957,9.281962200790911e-5,-1.0146952097351192, -0.73144567322579,0.48966280592369194,0.213913660299067,0.00015072051822983922, 0.031245780449464335,0.034604256050475256,1.4103027992536756, 0.7712403563938365,0.4592335272754715,0.37413909400542095,0.0003212993057824625, 0.0768597370962777,0.03351290205282264,0.0,0.0
133,0.01595925,1.1079329030868998,1.1093888467931117,4.654371101252273e-5,-1.0157460665771154, -0.6316799493926352,0.5950325181018333,0.40221960292378245,9.6648805674485e-5, 0.03366640972906078,0.03024935403490542,1.4065019155069562, 0.6517272514533725,0.5158218416796838,0.801917777592677,0.00035712261852934615, 0.08664568260651913,0.03409484146644858,0.0,0.0
134,0.01519929,1.1079329030868998,1.1099438072144898,6.993300169868932e-5,-1.0154683778439186, -0.7357568146161702,0.4853348925414144,0.689433664373164,8.815981314440273e-5, 0.03407912266738893,0.033872677331946356,1.4005542395272026, 0.6126811742851166,0.5226674340083731,0.3148026371549867,0.0002735939715619697, 0.07938878201652823,0.03433169265380017,0.0,0.0
135,0.01447551,1.1079329030868998,1.1095730354934596,6.173724299139226e-5,-1.0128348542093626, -0.7807257893205347,0.43965478551767034,0.9555642278603997,7.482652790958229e-5, 0.030545840027836304,0.033113671387398354,1.399631188690043, 0.47636200737581,0.5912811598657963,0.41346276541810834,0.0002795247229198271, 0.0731961138178646,0.029287334354768907,0.0,0.0
136,0.0137862,1.1079329030868998,1.1099645993187706,6.344121948670764e-5,-1.0132464745109298, -0.6951780588059013,0.5285998672422763,0.6886856017802316,9.411308571990017e-5, 0.03215153564650071,0.03318283720951371,1.397093944449057, 0.7002284212091291,0.48975764988368053,0.36805373739167035,0.0003444716318642116, 0.08324982509256222,0.03658581813805607,0.0,0.0
137,0.01312972,1.1074522805158085,1.108668755053656,4.416495709553215e-5,-1.0125128192123254, -0.6991235547716856,0.5292298828035122,0.0885790903092234,6.894670958336354e-5, 0.0327788749925032,0.03413154941844765,1.3915402874920157, 0.5979437763895058,0.5311564149880321,0.038133904670724764,0.0003071952235808787, 0.09073329043719379,0.037314057643640486,0.0,0.0
138,0.01250449,1.1068901006861749,1.1082396745833714,4.9235128672378056e-5,-1.0137154168684863, -0.7203897477581698,0.5016983964044847,0.8459248056652345,0.00020897120294151693, 0.032923667463148974,0.03410702008976763,1.3891922433809558, 0.6224106007333559,0.5173595840814327,0.15561662337675297,0.00036443413084118073, 0.08891723768411736,0.037096439643588046,0.0,0.0
139,0.01190904,1.10686063697366,1.1080504610067639,5.066003698750355e-5,-1.0138352677146591, -0.7877155617568888,0.43396444580539073,0.130308075422228,9.779922874577519e-5, 0.027675988826067092,0.030312768845721157,1.3875723092705188, 0.45606938251199125,0.5952067076340228,0.0006605289622912403,0.0003669325282041468, 0.07791414527082102,0.03070878240031447,0.0,0.0
140,0.01134194,1.10686063697366,1.1080508894093286,4.751385560471047e-5,-1.013428144413893, -0.7084956757272662,0.521013907767764,0.6159753894693637,0.00013112570331549653, 0.032893423259672164,0.03332183894436046,1.3927417311730355, 0.6548709153106829,0.5036454047561378,0.40191632065749483,0.0003096034477804316, 0.08940192892126636,0.03812415762214489,0.0,0.0
141,0.01080185,1.1057834528181083,1.1070253042314158,6.081406171062297e-5,-1.0135439601886758, -0.6471035055707,0.5817321802261564,0.9367909259316362,0.00013108080544227868, 0.0320546303350003,0.031173767455865496,1.3926581848470763, 0.6704554202655502,0.5060569661605276,0.7093937504788969,0.00024867810731039024, 0.07635228449111284,0.033208482318517925,0.0,0.0
142,0.01028748,1.1051218826862141,1.1064044293836701,4.490125359956925e-5,-1.0122401638653302, -0.6918989390151484,0.5226344205322777,0.46309186544026487,0.00012864795641081008, 0.0361948347037148,0.03764459916955983,1.394146990875463, 0.7000890164270043,0.49017882849911354,0.9429800166711881,0.0004449716321574295, 0.08291751482288737,0.0363694950486796,0.0,0.0
143,0.0097976,1.1047055653539088,1.1056736215195422,5.293237649670144e-5,-1.0097388313987508, -0.723262849262633,0.5064451777756694,0.2421968886527493,0.000129909429578397, 0.0290746892383593,0.030864760693275643,1.3926797612421933, 0.6151735970623708,0.5221688404133478,0.8882943379085491,0.0002449694340463652, 0.09102532818331525,0.03834846914175449,0.0,0.0
1,10.0,1.1960119059913752,2.400898555614213,0.04266359122587693,-1.0047054735705476, -0.6771171132725267,0.5316149421441915,0.3553681193622806,0.0005038223788251679, 0.016312078765965868,0.01630430221871803,1.4517687819025926, 0.7496019589272649,0.45267193149343193,0.3665389609488944,0.00105431432407842, 0.042214108821486074,0.018361282975445415,0.0,0.0
2,9.52380952,1.1960119059913752,2.4175990177851303,0.061656989390988334,-1.0026343926836265, -0.7182134658042952,0.4930729169833172,0.39823683834046664,0.0006298455400999925, 0.018294230873752947,0.01764409785650166,1.454545257802835, 0.6100335746884233,0.5125667483773813,0.27829927845026836,0.0012862883722279939, 0.047374829504753746,0.0195150370705329,0.0,0.0
3,9.07029478,1.152024377905578,2.614134880519372,0.06296790629506577,-1.0018041395671526, -0.7412458852918292,0.48263621081694863,0.7276676605669732,0.0006383486162346822, 0.016966029964283362,0.01881966254113734,1.444380521838363, 0.6752986247204025,0.4962991892237364,0.7664684057449259,0.0014586874801464816, 0.03789223363764875,0.016655917384428343,0.0,0.0
4,8.63837599,1.152024377905578,2.552800116357224,0.08344088032722606,-1.0017599007695854, -0.7027627738607385,0.5144670597253516,0.7697141208677359,0.0006826267712864271, 0.01951556640029151,0.01748181167014223,1.448613642170889, 0.6652055638925858,0.4930471442151848,0.4252334238300616,0.0016116090410569677, 0.04288017076215068,0.01912190072474506,0.0,0.0
5,8.22702475,1.152024377905578,2.3737717694926532,0.05252630414485954,-1.002728766523504, -0.7015802081483453,0.505976094799413,0.6005261664043965,0.0009143095685008962, 0.024305819419958522,0.023483744076656092,1.450871231177277, 0.6540452029258689,0.4954972751449458,0.15154462092761078,0.0012183591671423805, 0.05274246485766786,0.022085773498292875,0.0,0.0
6,7.83526166,1.152024377905578,2.380457872518308,0.06598143234205453,-1.0021772403341858, -0.6786929322821943,0.5297317550413665,0.6013755165035948,0.0008656073313136063, 0.023266260731780286,0.022207305968680688,1.4521190557783115, 0.638980150038287,0.5028679641873485,0.7044148183740293,0.0014557797147940067, 0.05164247521306348,0.020710584635065483,0.0,0.0
7,7.46215397,1.152024377905578,2.3209033852264103,0.05325506515649391,-1.0025183454330726, -0.6845541734944715,0.5274084785635066,0.5022295249258981,0.000712667238121692, 0.020692547374897584,0.020594654121192046,1.456183803740409, 0.610563643425305,0.5132234888261038,0.9042850266162847,0.001660229949843144, 0.04392633575410473,0.01792282309458137,0.0,0.0
8,7.1068133,1.152024377905578,1.8892522782502323,0.03396056708318552,-1.0060712155332963, -0.7144510225908248,0.48970877010925334,0.15057474058900316,0.0008409428938984752, 0.021776528838685937,0.021683940130177354,1.463375838855287, 0.6396038941523372,0.49711469887143805,0.8997555708326808,0.001835093904411117, 0.05028230806023976,0.020509624451051246,0.0,0.0
9,6.76839362,1.152024377905578,2.23956384172027,0.0629852634771365,-1.0033221085274469, -0.700610134654337,0.5017778492115428,0.012942450110978887,0.0007393726001069309, 0.025355349914022548,0.024729799615325256,1.4598174362230831, 0.7141341356151585,0.46452471985011795,0.8709562536798856,0.0016270580209986245, 0.05523356176730644,0.022889624853136507,0.0,0.0
10,6.44608916,1.152024377905578,1.849381589971735,0.02920244519419046,-1.0066506219639968, -0.6959684951274072,0.5097448185336889,0.592218825656825,0.0005620411755959144, 0.022439885606954656,0.021495269906406607,1.4655444133222688, 0.634779414813124,0.4979059462466549,0.9436961025767904,0.0013736839368493974, 0.05393125239881578,0.0215391441488713,0.0,0.0
11,6.13913254,1.152024377905578,1.8416783665368142,0.023398100470655103,-1.006597822258387, -0.6996470282695254,0.5165107302285796,0.5458955836505485,0.0005223033460225235, 0.018692420264962966,0.018257289474174914,1.461669310666752, 0.619465208160175,0.5055654349787281,0.5246383150204987,0.0013734466368999665, 0.050266191549244645,0.021317748448210036,0.0,0.0
12,5.84679289,1.152024377905578,1.926640112383256,0.04247113912043074,-1.0050958628756463, -0.7254854285272935,0.48645823600064253,0.29865509069646023,0.0005805592119303379, 0.019967544663104818,0.019531771657413412,1.4645796214998723, 0.5762054028734441,0.5184200712303784,0.8381107234942142,0.0016481386997840104, 0.051912792498957944,0.021180545780866315,0.0,0.0
