j,ar_cont_s,∆w_cont_s,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.0,0.5218833333333334,0.0002706183080719312,0.5017343485617598,28.431472081218274,0.5141374514469458
1,NaN,NaN,0.0,0.0,0.49845238095238104,0.0010857446452405234,0.4919196104837874,25.426395939086294,0.46112079563894587
2,NaN,NaN,0.0,0.0,0.4931770833333334,0.0012465996883242103,0.4864988719684152,26.071065989847718,0.4012751958664096
3,NaN,NaN,0.0,0.0,0.49489361702127665,0.0010021101678633793,0.4992439788314072,25.050761421319798,0.4942728165460802
4,NaN,NaN,0.0,0.0,0.4910181818181818,0.0011368065198460204,0.4963544070143056,24.370558375634516,0.5108024915102124
5,NaN,NaN,0.0,0.0,0.48942379182156137,0.001157727600152333,0.4905930972015171,24.34517766497462,0.4888341746625307
6,NaN,NaN,0.0,0.0,0.4969391634980989,0.0012357982564181282,0.4956476423925421,23.741116751269036,0.5264708422795625
7,NaN,NaN,0.0,0.0,0.494396887159533,0.0010927022166793744,0.49841000217266784,24.34010152284264,0.5620601620452909
8,NaN,NaN,0.0,0.0,0.49152,0.00097950513513705,0.4893401015228427,24.34010152284264,0.5178475183344865
9,NaN,NaN,0.0,0.0,0.495983606557377,0.0009212330514696382,0.4903886161271533,23.573604060913706,0.46470315850555266
10,NaN,NaN,0.0,0.0,0.4937394957983194,0.0011018406898723456,0.4888026276500448,23.16243654822335,0.5147149701214498
11,NaN,NaN,0.0,0.0,0.4932327586206896,0.0011463397892723408,0.5016191143007176,22.781725888324875,0.45513886650083973
12,NaN,NaN,0.0,0.0,0.4876444444444445,0.0008835555382453105,0.49473209249858996,23.111675126903553,0.5310689758910903
13,NaN,NaN,0.0,0.0,0.49858447488584473,0.0009641814674899241,0.47998516561203436,22.441624365482234,0.45006111490776535
14,NaN,NaN,0.0,0.0,0.49497652582159624,0.0009599002039403915,0.4942208240985677,22.492385786802032,0.48587120882467827
15,NaN,NaN,0.0,0.0,0.4878743961352657,0.0010574056509786481,0.49677530101277617,22.3502538071066,0.5190202881633512
16,NaN,NaN,0.0,0.0,0.49565000000000003,0.0010136151702381765,0.49540609137055835,21.898477157360407,0.5674608128357886
17,NaN,NaN,0.0,0.0,0.4921907216494846,0.0009604361223929583,0.48610602333978753,21.390862944162436,0.512793253455975
18,NaN,NaN,0.0,0.0,0.49244680851063827,0.0010716973086848133,0.49697591532562924,21.21319796954315,0.4337784520741358
19,NaN,NaN,0.0,0.0,0.48879120879120874,0.0009538034470802613,0.48892731633848385,21.375634517766496,0.5081348510260573
