j,ar_cont_s,∆w_cont_s,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.0,0.5010916666666667,0.0004748042854511414,0.49849407783417926,29.421319796954315,0.5539766363163005
1,NaN,NaN,0.0,0.0,0.4917517006802721,0.00022611958505537092,0.5079595289892607,29.96954314720812,0.5902926934275787
2,NaN,NaN,0.0,0.0,0.4989930555555556,0.0001980654460727778,0.5027495769881557,29.893401015228427,0.5955870641746868
3,NaN,NaN,0.0,0.0,0.49544326241134745,0.0002000066605687542,0.49337581452280665,29.431472081218274,0.4346542147232529
4,NaN,NaN,0.0,0.0,0.5016545454545455,0.00020229841887630106,0.48110752191970474,29.95431472081218,0.6595910415248405
5,NaN,NaN,0.0,0.0,0.49509293680297406,0.0001947323658461634,0.5082746777876324,29.492385786802032,0.48893050028274704
6,NaN,NaN,0.0,0.0,0.4976615969581749,0.0001874585423830908,0.5003763679527513,29.03045685279188,0.457901094531412
7,NaN,NaN,0.0,0.0,0.49554474708171214,0.00016412230342339546,0.5065871338560904,28.720812182741117,0.5230594009170456
8,NaN,NaN,0.0,0.0,0.49288,0.00027202477895262966,0.500507614213198,27.629441624365484,0.5021520267657562
9,NaN,NaN,0.0,0.0,0.4941393442622951,0.0002010904501805619,0.5081967213114754,28.365482233502537,0.5430237336297102
10,NaN,NaN,0.0,0.0,0.4936344537815127,0.00020637596213719624,0.5007038348334256,28.01522842639594,0.417934195917917
11,NaN,NaN,0.0,0.0,0.4970905172413792,0.00018360049488662044,0.49555837563451777,28.33502538071066,0.49818929448912475
12,NaN,NaN,0.0,0.0,0.49633333333333335,0.00017648420438058768,0.49128031584884374,26.95431472081218,0.5399587434613333
13,NaN,NaN,0.0,0.0,0.4887442922374429,0.00016082541555719677,0.5052731613471477,27.218274111675125,0.5043601739641849
14,NaN,NaN,0.0,0.0,0.4863615023474178,0.00020676713354976948,0.4972951073615977,27.15736040609137,0.5889148188122942
15,NaN,NaN,0.0,0.0,0.49512077294685986,0.0001910967791398746,0.5067314058706688,27.14213197969543,0.5046446579729993
16,NaN,NaN,0.0,0.0,0.49415,0.00023181033104979453,0.5021573604060914,27.228426395939085,0.3424143059608671
17,NaN,NaN,0.0,0.0,0.48572164948453617,0.0001777793925167424,0.5029567219634727,26.85279187817259,0.3792222756725247
18,NaN,NaN,0.0,0.0,0.49502659574468083,0.00020369669957714568,0.49098174748892964,26.619289340101524,0.48626652143427634
19,NaN,NaN,0.0,0.0,0.49442307692307685,0.00022915575740606187,0.5065543593462375,25.746192893401016,0.5194612518911799
20,NaN,NaN,0.0,0.0,0.4999142857142857,0.00019366990678242662,0.49812907904278464,25.0,0.5059099952113946
21,NaN,NaN,0.0,0.0,0.4934319526627218,0.0002181946315306364,0.49671102033460496,25.33502538071066,0.47118238737611157
22,NaN,NaN,0.0,0.0,0.4899693251533742,0.00018881996996436548,0.4931643362087758,24.451776649746193,0.524614025343565
23,NaN,NaN,0.0,0.0,0.4942038216560509,0.0002401256949226488,0.4994665200944097,24.771573604060915,0.449613322457874
24,NaN,NaN,0.0,0.0,0.4919333333333333,0.0002668108650065815,0.49891708967851095,24.299492385786802,0.4562913845933427
25,NaN,NaN,0.0,0.0,0.49190972222222223,0.00024031781496966422,0.4993302312464749,25.096446700507613,0.5520557123008039
26,NaN,NaN,0.0,0.0,0.4889492753623188,0.0002313182390286334,0.4997792981681749,24.20304568527919,0.4457840209437905
27,NaN,NaN,0.0,0.0,0.48647727272727265,0.00020874424112534145,0.5078449469312413,23.99492385786802,0.4510665308672955
28,NaN,NaN,0.0,0.0,0.49252000000000007,0.00018474436693642106,0.4989238578680203,23.299492385786802,0.5473584478459002
29,NaN,NaN,0.0,0.0,0.4847058823529412,0.00018352385647481996,0.48884528430661606,23.85786802030457,0.5256996025887931
30,NaN,NaN,0.0,0.0,0.4926991150442479,0.00019978547063334714,0.49400296482637795,23.451776649746193,0.5964877689006522
31,NaN,NaN,0.0,0.0,0.49995327102803727,0.00018831536501427308,0.5019687840979173,23.31979695431472,0.4449684624680965
32,NaN,NaN,0.0,0.0,0.49485,0.000213207023677139,0.5000507614213199,22.6497461928934,0.6050504151584438
33,NaN,NaN,0.0,0.0,0.49765957446808506,0.00016219830574011084,0.5045361270115564,22.83248730964467,0.5471445830641969
34,NaN,NaN,0.0,0.0,0.4944886363636364,0.00018496962562964878,0.5014997692662667,22.6497461928934,0.7093798506769172
35,NaN,NaN,0.0,0.0,0.4926829268292684,0.0002042283972574794,0.5057570880277331,22.279187817258883,0.5333777026861448
36,NaN,NaN,0.0,0.0,0.4892,0.00016187078546540872,0.5022673434856176,21.99492385786802,0.28809129213377804
37,NaN,NaN,0.0,0.0,0.499855072463768,0.0001740349158947047,0.4912822776429045,22.17258883248731,0.5273234542621654
38,NaN,NaN,0.0,0.0,0.4863492063492064,0.00020469924143308804,0.4908548867939731,21.756345177664976,0.49825714900556095
39,NaN,NaN,0.0,0.0,0.4909649122807017,0.00021171896890275266,0.49666043280790817,21.705583756345177,0.48124553615235954
40,NaN,NaN,0.0,0.0,0.49329999999999996,0.00019632438576549837,0.47857868020304567,21.385786802030456,0.4253890388101542
41,NaN,NaN,0.0,0.0,0.49019999999999997,0.00019828894394401916,0.4937055837563452,21.279187817258883,0.465058829994891
42,NaN,NaN,0.0,0.0,0.4907,0.00019434406532392888,0.49918781725888334,21.309644670050762,0.528555723562764
43,NaN,NaN,0.0,0.0,0.49019999999999997,0.00023309920093067492,0.4997969543147209,20.883248730964468,0.43260279791822265
44,NaN,NaN,0.0,0.0,0.504,0.00020176472670869057,0.4909644670050761,20.78680203045685,0.3706024626247047
45,NaN,NaN,0.0,0.0,0.4962,0.00023278190220730628,0.4996954314720813,20.289340101522843,0.4290197643897986
46,NaN,NaN,0.0,0.0,0.4952000000000001,0.00018190048593329288,0.5032487309644671,19.766497461928935,0.6129798895661935
47,NaN,NaN,0.0,0.0,0.49029999999999985,0.00022206679498235695,0.4867005076142132,20.17766497461929,0.47337974261576776
48,NaN,NaN,0.0,0.0,0.49060000000000004,0.00025768513575436636,0.4975634517766498,19.949238578680202,0.6489728651886216
49,NaN,NaN,0.0,0.0,0.49629999999999996,0.00021759347894011844,0.4846700507614213,19.421319796954315,0.37218792501579345
50,NaN,NaN,0.0,0.0,0.4910000000000001,0.00022275394211118313,0.5116751269035533,19.573604060913706,0.5889488786142354
51,NaN,NaN,0.0,0.0,0.49030000000000007,0.00025716706173801665,0.49238578680203043,19.279187817258883,0.34979449424190245
52,NaN,NaN,0.0,0.0,0.49169999999999997,0.00024178579011549677,0.4930964467005077,19.218274111675125,0.6501647114617454
53,NaN,NaN,0.0,0.0,0.49500000000000016,0.0002389122871628712,0.5176649746192894,18.532994923857867,0.48861174946123953
