j,ar_cont,∆w_cont,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.48218750000000005,0.012932510565569374,0.5156103896103896,13.142857142857142,0.5185056127227718
1,NaN,NaN,0.0,0.5014554794520547,0.013457137449157216,0.5061599359544565,13.220779220779221,0.4803389331586353
2,NaN,NaN,0.0,0.4979938271604939,0.012336390601874702,0.508898508898509,12.948051948051948,0.5035118117072428
3,NaN,NaN,0.0,0.4958636363636364,0.012638001097012724,0.4953010625737898,12.454545454545455,0.46265313026649196
4,NaN,NaN,0.0,0.49789325842696625,0.012203627583671025,0.5151515151515154,12.558441558441558,0.4822360228090887
5,NaN,NaN,0.0,0.4992021276595744,0.01258356352782535,0.5156120475269413,12.363636363636363,0.4689812274375574
6,NaN,NaN,0.0,0.500675,0.011895484314360355,0.4911168831168832,11.844155844155845,0.46318973203966335
7,NaN,NaN,0.0,0.5011621900826445,0.011082634235891264,0.5173607384351184,11.896103896103897,0.4616768638391106
8,NaN,NaN,0.0,0.4965203426124196,0.011671485972961398,0.4986790511415778,11.727272727272727,0.4700397248936001
9,NaN,NaN,0.0,0.4947222222222223,0.010604449093472383,0.4860028860028861,11.415584415584416,0.4677998078208123
10,NaN,NaN,0.0,0.49631336405529963,0.011276812080940203,0.5100843856604225,11.220779220779221,0.5127230334348002
11,NaN,NaN,0.0,0.49967026378896884,0.010371912128996295,0.4983960883241459,10.948051948051948,0.5073836616820374
12,NaN,NaN,0.0,0.4979738154613466,0.011506700671312802,0.49208148460018786,10.779220779220779,0.4724879200829956
13,NaN,NaN,0.0,0.49482421875,0.0105183165943387,0.4950622294372294,10.363636363636363,0.5378385568154442
14,NaN,NaN,0.0,0.48974795640326974,0.010180962164223182,0.49888531087441174,10.623376623376624,0.48907087679411504
15,NaN,NaN,0.0,0.495142857142857,0.010609428724017286,0.5042671614100187,10.363636363636363,0.5269343102053233
16,NaN,NaN,0.0,0.4945733532934131,0.010247040259968487,0.5020996967104752,9.818181818181818,0.49247501957363454
17,NaN,NaN,0.0,0.4930599369085173,0.009127767798860705,0.5016592240567005,9.766233766233766,0.572276160572299
18,NaN,NaN,0.0,0.5011666666666666,0.010348732889589318,0.5096103896103895,9.623376623376624,0.48841672055616253
19,NaN,NaN,0.0,0.489744718309859,0.010005303309616284,0.5009603072983355,9.519480519480519,0.4840617001994588
20,NaN,NaN,0.0,0.49002808988764057,0.009483463941294592,0.5116980397879274,9.506493506493506,0.39912936912480296
21,NaN,NaN,0.0,0.5067,0.009459990615775675,0.502909090909091,9.25974025974026,0.5018955211442975
22,NaN,NaN,0.0,0.4947115384615384,0.008549233931189282,0.49950049950049946,8.935064935064934,0.4336247655599164
23,NaN,NaN,0.0,0.4865783410138249,0.009459296257165047,0.47944221676940574,8.753246753246753,0.5185391546617966
24,NaN,NaN,0.0,0.4942164179104477,0.009506863088534701,0.5018414421399496,8.7012987012987,0.525124365283146
25,NaN,NaN,0.0,0.48811141304347816,0.007882678533890047,0.5092461885940147,8.467532467532468,0.4698301068726903
26,NaN,NaN,0.0,0.4976047904191617,0.008411992019392512,0.48456334085076613,8.233766233766234,0.5894980961269536
27,NaN,NaN,0.0,0.4846666666666667,0.008725331881789861,0.5093506493506493,8.467532467532468,0.556284020786262
28,NaN,NaN,0.0,0.4981343283582088,0.008950484925770141,0.5002907540220973,8.116883116883116,0.4516881076698471
29,NaN,NaN,0.0,0.49722222222222234,0.00839059933476637,0.49228549228549234,7.8441558441558445,0.38048612631127504
30,NaN,NaN,0.0,0.504,0.007835194608260015,0.4998701298701299,7.87012987012987,0.5354505838454436
31,NaN,NaN,0.0,0.49874999999999997,0.007451616444218763,0.497142857142857,7.4935064935064934,0.5051494845493159
32,NaN,NaN,0.0,0.48962500000000003,0.008016857673408246,0.49207792207792217,7.3896103896103895,0.44434656564341496
33,NaN,NaN,0.0,0.506375,0.007551969126350503,0.4925974025974026,7.35064935064935,0.5553366348445152
34,NaN,NaN,0.0,0.49399999999999994,0.006328011302665135,0.4903896103896104,6.987012987012987,0.5335575643525154
