i,ar_1,ar_2,ar_3,ar_4,ar_5,ar_6,omega_range_1,omega_range_2,omega_range_4
1.0,0.5314840000000003,0.4920559999999998,0.46227627627627627,0.5185440000000001,0.744344,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
2.0,0.5259279999999997,0.4847439999999999,0.46365765765765804,0.5119200000000004,0.7426540000000005,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
3.0,0.5243320000000002,0.4795119999999999,0.4604444444444441,0.5070480000000002,0.7395539999999995,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
4.0,0.5200099999999998,0.478352,0.4634054054054053,0.5049040000000002,0.7375180000000002,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
5.0,0.51544,0.46818399999999943,0.4616876876876879,0.4996239999999999,0.7340059999999996,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
6.0,0.5075159999999997,0.5426400000000005,0.4607207207207207,0.4908319999999998,0.7294799999999999,0.0,6.8894982939994875,9.229116156013548,5.537469693608128
7.0,0.5003240000000002,0.5357760000000005,0.46046246246246214,0.4812079999999998,0.7267420000000001,0.0,6.8894982939994875,9.229116156013548,5.537469693608128
8.0,0.48719599999999985,0.5134320000000002,0.4566486486486486,0.4651839999999998,0.7134620000000002,0.0,6.8894982939994875,9.229116156013548,5.537469693608128
9.0,0.4604560000000001,0.46996799999999966,0.43887087087087073,0.5017920000000005,0.6943840000000001,0.0,6.8894982939994875,9.229116156013548,4.614558078006774
10.0,0.488972,0.5287760000000008,0.37427027027027027,0.4863359999999995,0.6294239999999995,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
1.0,0.4901500000000003,0.5342120000000009,0.3737147147147146,0.4826399999999994,0.6293619999999994,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
2.0,0.4853180000000002,0.5293760000000011,0.3684264264264263,0.4794999999999994,0.6242169999999998,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
3.0,0.4781390000000005,0.5170440000000002,0.36397597597597575,0.47417999999999916,0.6179430000000004,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
4.0,0.4728320000000004,0.5071000000000003,0.35503603603603584,0.46598799999999957,0.6110140000000003,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
5.0,0.4679610000000001,0.5017319999999997,0.35083483483483485,0.4618439999999984,0.6045220000000003,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
6.0,0.46265599999999996,0.48990799999999934,0.34467567567567586,0.5189079999999999,0.5989229999999999,0.0,4.784373815277422,6.409108441676077,3.2045542208380384
7.0,0.4566210000000003,0.48113599999999945,0.33836036036036077,0.5097560000000002,0.5927119999999999,0.0,4.784373815277422,6.409108441676077,3.2045542208380384
8.0,0.4950280000000004,0.4752839999999996,0.3344384384384381,0.5047440000000005,0.5869069999999998,0.0,3.9869781793978523,6.409108441676077,3.2045542208380384
9.0,0.4893450000000004,0.46869199999999933,0.3291051051051051,0.4981079999999998,0.5802699999999997,0.0,3.9869781793978523,6.409108441676077,3.2045542208380384
10.0,0.48176500000000005,0.45404399999999956,0.3228318318318321,0.4896120000000001,0.5742160000000008,0.0,3.9869781793978523,6.409108441676077,3.2045542208380384
11.0,0.475548,0.5225160000000003,0.31715315315315334,0.48384800000000044,0.5670250000000004,0.0,3.9869781793978523,5.34092370139673,3.2045542208380384
12.0,0.4705500000000005,0.5141640000000001,0.3104534534534535,0.47461999999999926,0.559485,0.0,3.9869781793978523,5.34092370139673,3.2045542208380384
13.0,0.4643259999999999,0.5032520000000006,0.3032672672672675,0.4687519999999996,0.5510200000000001,0.0,3.9869781793978523,5.34092370139673,3.2045542208380384
14.0,0.498553,0.49098400000000036,0.2943783783783786,0.4610879999999992,0.5436670000000007,0.0,3.3224818161648773,5.34092370139673,3.2045542208380384
15.0,0.4914249999999998,0.48494399999999926,0.2935975975975979,0.5156840000000004,0.5399619999999993,0.0,3.3224818161648773,5.34092370139673,2.670461850698365
16.0,0.4872589999999997,0.4766679999999989,0.2869429429429433,0.5080920000000003,0.5324860000000006,0.0,3.3224818161648773,5.34092370139673,2.670461850698365
17.0,0.47927400000000003,0.46290399999999915,0.2796426426426426,0.4982519999999998,0.5235289999999995,0.0,3.3224818161648773,5.34092370139673,2.670461850698365
18.0,0.4712969999999998,0.5259680000000003,0.2748978978978979,0.49390399999999957,0.5149819999999994,0.0,3.3224818161648773,4.450769751163942,2.670461850698365
19.0,0.4659730000000001,0.5202840000000001,0.2675045045045044,0.48691999999999963,0.5082799999999996,0.0,3.3224818161648773,4.450769751163942,2.670461850698365
20.0,0.461106,0.5092919999999999,0.2620030030030031,0.47577199999999914,0.5008099999999992,0.0,3.3224818161648773,4.450769751163942,2.670461850698365
21.0,0.48940800000000034,0.49557200000000007,0.25630930930930934,0.46643599999999935,0.49354000000000026,0.0,2.768734846804064,4.450769751163942,2.670461850698365
22.0,0.4852710000000006,0.48677199999999954,0.2501411411411411,0.4615359999999991,0.4856440000000001,0.0,2.768734846804064,4.450769751163942,2.670461850698365
23.0,0.47878800000000077,0.4750799999999998,0.24487387387387377,0.513888,0.47741800000000034,0.0,2.768734846804064,4.450769751163942,2.225384875581971
24.0,0.46976299999999993,0.4656199999999989,0.23904204204204219,0.5056240000000002,0.4712110000000004,0.0,2.768734846804064,4.450769751163942,2.225384875581971
25.0,0.46317600000000003,0.5238280000000005,0.2329579579579581,0.4962840000000001,0.463668,0.0,2.768734846804064,3.7089747926366186,2.225384875581971
26.0,0.4565130000000001,0.5111360000000004,0.22802402402402405,0.4885559999999999,0.4554329999999993,0.0,2.768734846804064,3.7089747926366186,2.225384875581971
27.0,0.48682100000000045,0.49936800000000026,0.22030330330330308,0.47820799999999924,0.4462079999999993,0.0,2.307279039003387,3.7089747926366186,2.225384875581971
28.0,0.4763000000000006,0.48471599999999976,0.21446546546546558,0.4672599999999997,0.4378469999999999,0.0,2.307279039003387,3.7089747926366186,2.225384875581971
29.0,0.47145900000000024,0.47977600000000004,0.20990090090090094,0.4622879999999995,0.43149600000000005,0.0,2.307279039003387,3.7089747926366186,2.225384875581971
30.0,0.4590899999999999,0.459591999999999,0.20230030030030025,0.5097440000000003,0.42279500000000025,0.0,2.307279039003387,3.7089747926366186,1.8544873963183093
31.0,0.45626799999999956,0.514492,0.19835135135135135,0.502952,0.41438200000000003,0.0,2.307279039003387,3.090812327197182,1.8544873963183093
32.0,0.4858530000000005,0.506684,0.19586486486486474,0.4937639999999995,0.4096289999999999,0.0,1.9227325325028228,3.090812327197182,1.8544873963183093
33.0,0.47703700000000027,0.4933639999999999,0.18938438438438435,0.4810119999999999,0.40027,0.0,1.9227325325028228,3.090812327197182,1.8544873963183093
34.0,0.4693699999999999,0.4846799999999999,0.18363663663663682,0.47447600000000006,0.39307199999999987,0.0,1.9227325325028228,3.090812327197182,1.8544873963183093
35.0,0.4588009999999999,0.46615199999999896,0.1776816816816815,0.4592839999999993,0.38327899999999987,0.0,1.9227325325028228,3.090812327197182,1.8544873963183093
36.0,0.45448600000000006,0.4553519999999994,0.17188588588588596,0.5127800000000002,0.3747329999999998,0.0,1.9227325325028228,3.090812327197182,1.545406163598591
37.0,0.48034700000000013,0.5043640000000003,0.16733033033033043,0.5020120000000003,0.36866699999999986,0.0,1.6022771104190192,2.575676939330985,1.545406163598591
