i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.5134,0.2673,1.2162,1.2955,0.7242,-0.7242,0.0,0.0,0.35,0.35,0.15,0.15
