j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,5.56837418,3.6100637437803037e6,3.6152755641928953e6,997.9791031118508,-0.8601022974610173, -0.15822637247586935,0.75,0.5,9.378533397394205e-6, 2.3124046662003956e-6,0.0,0.08364408691003286, -0.060377011222264076,0.75,0.5,3.363379927081929e-8, 4.029713197634048e-5,0.0
