i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.5629,0.1826,1.0597,1.1409,0.7295,-0.7244,0.0,0.0,0.3697,0.3303,0.1307,0.1693
