j,ar_cont_s,∆w_cont_s,ar_cont_d,∆w_cont_d,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,0.0,0.0,0.0,-0.0005231714211108675,0.0,0.0,0.004208333333333333,0.00040467575211829604,0.38376623376623376,26.22077922077922,0.0
1,0.0,0.0,0.0,-3.5595423976923216e-7,0.0,0.0,0.08592687074829933,1.0984538834663058e-5,0.324896192243131,25.467532467532468,0.0
2,0.0,0.0,0.0,-2.4218337565278005e-10,0.0,0.0,0.431640625,1.3384021836693828e-6,0.24621212121212124,24.74025974025974,0.0
3,0.0,0.0,0.0,-1.647762012347447e-13,0.0,0.0,0.488785460992908,1.2343366078571422e-6,0.2856221792392005,25.506493506493506,0.0
4,0.0,0.0,0.0,-1.1211007535166223e-16,0.0,0.0,0.4932727272727274,1.2898788215503434e-6,0.26063754427390795,25.545454545454547,0.0
5,0.0,0.0,0.0,-7.627721055087143e-20,0.0,0.0,0.49772304832713765,9.756975857612072e-7,0.2928112779413895,25.792207792207794,0.0
6,0.0,0.0,0.0,-5.1897323511483186e-23,0.0,0.0,0.47894486692015203,9.746738313093824e-7,0.2965779467680609,25.207792207792206,0.0
7,0.0,0.0,0.0,-3.530978870627794e-26,0.0,0.0,0.4907101167315175,1.017056842463983e-6,0.3058770023750569,25.571428571428573,0.0
8,0.0,0.0,0.0,-2.4023997657723555e-29,0.0,0.0,0.4887,9.293109060306254e-7,0.3042077922077922,26.22077922077922,0.0
9,0.0,0.0,0.0,-1.6345395557569312e-32,0.0,0.0,0.4782786885245902,9.106670554905995e-7,0.31041090057483495,25.77922077922078,0.0
10,0.0,0.0,0.0,-1.1121044871044293e-35,0.0,0.0,0.48440126050420174,9.823500965678476e-7,0.33433373349339734,26.025974025974026,0.0
11,0.0,0.0,0.0,-7.566512452279404e-39,0.0,0.0,0.482219827586207,7.720796188775107e-7,0.3014442454097626,26.246753246753247,0.0
12,0.0,0.0,0.0,-5.1480873743766445e-42,0.0,0.0,0.47172222222222204,7.848253517543391e-7,0.27411255411255414,26.350649350649352,0.0
13,0.0,0.0,0.0,-3.5026445514184373e-45,0.0,0.0,0.48019406392694075,8.00772429058254e-7,0.2920002372057166,25.90909090909091,0.0
14,0.0,0.0,0.0,-2.383121722961588e-48,0.0,0.0,0.46332159624413133,6.702228700134773e-7,0.30351807816596543,25.753246753246753,0.0
15,0.0,0.0,0.0,-1.621423202691669e-51,0.0,0.0,0.4893115942028986,6.399078422052659e-7,0.30842587364326496,26.01298701298701,0.0
16,0.0,0.0,0.0,-1.1031804111792258e-54,0.0,0.0,0.4729374999999999,5.449922086929384e-7,0.33006493506493506,25.98701298701299,0.0
17,0.0,0.0,0.0,-7.505795017545412e-58,0.0,0.0,0.49052835051546395,5.170277585840743e-7,0.28350515463917525,26.025974025974026,0.0
18,0.0,0.0,0.0,-5.10677657747649e-61,0.0,0.0,0.48105053191489355,4.5800628554951245e-7,0.2768720641061067,26.324675324675326,0.0
19,0.0,0.0,0.0,-3.4745376007871634e-64,0.0,0.0,0.4712912087912088,5.037617569970698e-7,0.31689738832595976,26.441558441558442,0.0
20,0.0,0.0,0.0,-2.363998376692131e-67,0.0,0.0,0.4667857142857142,4.924195881369409e-7,0.2856400742115028,25.0,0.0
21,0.0,0.0,0.0,-1.608412101724543e-70,0.0,0.0,0.4841715976331361,4.874934321686357e-7,0.27126719434411745,25.337662337662337,0.0
22,0.0,0.0,0.0,-1.0943279464488699e-73,0.0,0.0,0.4963957055214724,5.007565287877036e-7,0.27280694765357344,25.5974025974026,0.0
23,0.0,0.0,0.0,-7.445564809509828e-77,0.0,0.0,0.4777070063694267,5.5875621264499e-7,0.3063942426999752,26.051948051948052,0.0
24,0.0,0.0,0.0,-5.0657972788234285e-80,0.0,0.0,0.46983333333333344,5.059569321347961e-7,0.3103896103896104,26.5974025974026,0.0
25,0.0,0.0,0.0,-3.446656194216151e-83,0.0,0.0,0.47907986111111106,3.870090228423397e-7,0.3096139971139971,25.337662337662337,0.0
26,0.0,0.0,0.0,-2.3450284856024987e-86,0.0,0.0,0.4784420289855073,3.698614156251848e-7,0.30303030303030304,26.0,0.0
27,0.0,0.0,0.0,-1.5955054082607116e-89,0.0,0.0,0.4603219696969697,3.3240069911691636e-7,0.25885478158205427,25.74025974025974,0.0
28,0.0,0.0,0.0,-1.0855465182697512e-92,0.0,0.0,0.45730000000000004,3.537711365290458e-7,0.31781818181818183,25.92207792207792,0.0
29,0.0,0.0,0.0,-7.385817918424896e-96,0.0,0.0,0.4840336134453781,3.841330256195415e-7,0.2647604496343992,24.61038961038961,0.0
30,0.0,0.0,0.0,-5.025146818311738e-99,0.0,0.0,0.49646017699115064,3.6446990913361703e-7,0.35363751292954837,24.584415584415584,0.0
31,0.0,0.0,0.0,-3.418998521828419e-102,0.0,0.0,0.4745327102803739,3.714946187931784e-7,0.3079257191406724,25.064935064935064,0.0
32,0.0,0.0,0.0,-2.3262108182925046e-105,0.0,0.0,0.465375,3.262019875601638e-7,0.30246753246753244,24.623376623376622,0.0
33,0.0,0.0,0.0,-1.5827022844827794e-108,0.0,0.0,0.4913563829787234,3.263659182464082e-7,0.34498480243161095,25.805194805194805,0.0
34,0.0,0.0,0.0,-1.0768355566094818e-111,0.0,0.0,0.49659090909090897,2.6851080105525456e-7,0.32393742621015353,25.493506493506494,0.0
35,0.0,0.0,0.0,-7.3265504659165665e-115,0.0,0.0,0.4608231707317073,3.010060989067508e-7,0.37709851124485266,25.636363636363637,0.0
36,0.0,0.0,0.0,-4.9848225571816735e-118,0.0,0.0,0.4995,2.8302253083232784e-7,0.3871861471861472,24.675324675324674,0.0
37,0.0,0.0,0.0,-3.391562788270326e-121,0.0,0.0,0.49438405797101465,2.453604912372318e-7,0.36457745153397325,26.246753246753247,0.0
38,0.0,0.0,0.0,-2.307544153243319e-124,0.0,0.0,0.47658730158730167,2.6999932114613905e-7,0.3543599257884972,24.961038961038962,0.0
39,0.0,0.0,0.0,-1.5700018992964072e-127,0.0,0.0,0.4697368421052631,2.495226240152886e-7,0.34062428799270905,24.818181818181817,0.0
40,0.0,0.0,0.0,-1.068194496009894e-130,0.0,0.0,0.4505,2.0135586013387778e-7,0.3740259740259741,25.142857142857142,0.0
41,0.0,0.0,0.0,-7.267758604732811e-134,0.0,0.0,0.4712500000000001,1.9102205731380413e-7,0.4028571428571429,24.948051948051948,0.0
42,0.0,0.0,0.0,-4.94482187784822e-137,0.0,0.0,0.49724999999999986,2.1962025773132812e-7,0.35584415584415585,24.974025974025974,0.0
43,0.0,0.0,0.0,-3.364347212595036e-140,0.0,0.0,0.48575,2.019188919016611e-7,0.347012987012987,25.896103896103895,0.0
44,0.0,0.0,0.0,-2.289027278738191e-143,0.0,0.0,0.4932500000000001,1.88853373818568e-7,0.3187012987012987,24.12987012987013,0.0
45,0.0,0.0,0.0,-1.5574034282763719e-146,0.0,0.0,0.48100000000000004,1.65857615752764e-7,0.3631168831168831,25.363636363636363,0.0
46,0.0,0.0,0.0,-1.059622775550337e-149,0.0,0.0,0.4985000000000002,1.7276127512515106e-7,0.33766233766233766,24.272727272727273,0.0
47,0.0,0.0,0.0,-7.20943851849382e-153,0.0,0.0,0.49949999999999994,1.4505408638684658e-7,0.3381818181818182,24.155844155844157,0.0
48,0.0,0.0,0.0,-4.905142183731146e-156,0.0,0.0,0.43899999999999995,1.6089787864739943e-7,0.3361038961038961,24.818181818181817,0.0
49,0.0,0.0,0.0,-3.3373500281469066e-159,0.0,0.0,0.45875000000000005,1.6212963012992103e-7,0.3633766233766234,25.116883116883116,0.0
50,0.0,0.0,0.0,-2.270658992783773e-162,0.0,0.0,0.48549999999999993,1.4569308304992305e-7,0.34285714285714286,24.7012987012987,0.0
51,0.0,0.0,0.0,-1.544906053613043e-165,0.0,0.0,0.45425000000000004,1.391809614020029e-7,0.4038961038961039,25.376623376623378,0.0
52,0.0,0.0,0.0,-1.0511198388112647e-168,0.0,0.0,0.47775,1.0717299325663193e-7,0.37922077922077924,26.350649350649352,0.0
53,0.0,0.0,0.0,-7.151586421444333e-172,0.0,0.0,0.49824999999999997,1.4466839669376227e-7,0.3535064935064935,24.545454545454547,0.0
54,0.0,0.0,0.0,-4.8657808990864673e-175,0.0,0.0,0.48075,1.1809002065176558e-7,0.334025974025974,25.272727272727273,0.0
55,0.0,0.0,0.0,-3.310569482446825e-178,0.0,0.0,0.46950000000000003,1.1120424280135177e-7,0.3701298701298702,25.558441558441558,0.0
56,0.0,0.0,0.0,-2.2524381030321174e-181,0.0,0.0,0.4645,1.0232976822879601e-7,0.3981818181818182,24.857142857142858,0.0
57,0.0,0.0,0.0,-1.5325089640593028e-184,0.0,0.0,0.47450000000000003,1.0789741794028825e-7,0.3711688311688312,24.584415584415584,0.0
58,0.0,0.0,0.0,-1.0426851338381169e-187,0.0,0.0,0.47525000000000006,7.877615294919491e-8,0.40701298701298705,25.623376623376622,0.0
59,0.0,0.0,0.0,-7.094198558207849e-191,0.0,0.0,0.46774999999999994,9.970513062593188e-8,0.3693506493506493,25.5974025974026,0.0
60,0.0,0.0,0.0,-4.8267354688392445e-194,0.0,0.0,0.49749999999999994,8.134060497540514e-8,0.34233766233766233,24.714285714285715,0.0
61,0.0,0.0,0.0,-3.2840038370784253e-197,0.0,0.0,0.5010000000000001,7.894258024592185e-8,0.3527272727272727,25.376623376623378,0.0
62,0.0,0.0,0.0,-2.2343634267032594e-200,0.0,0.0,0.48650000000000004,7.311932648128902e-8,0.37999999999999995,26.532467532467532,0.0
63,0.0,0.0,0.0,-1.520211354877875e-203,0.0,0.0,0.46000000000000013,5.6129228116108225e-8,0.37870129870129876,25.7012987012987,0.0
64,0.0,0.0,0.0,-1.0343181131054863e-206,0.0,0.0,0.48900000000000016,5.964402977030829e-8,0.3462337662337662,26.31168831168831,0.0
65,0.0,0.0,0.0,-7.037271203542854e-210,0.0,0.0,0.485,6.276306532205372e-8,0.3654545454545455,25.532467532467532,0.0
66,0.0,0.0,0.0,-4.78800335841772e-213,0.0,0.0,0.47225,5.1747882149069835e-8,0.33246753246753247,25.675324675324674,0.0
67,0.0,0.0,0.0,-3.257651367575259e-216,0.0,0.0,0.47749999999999987,6.228997713056795e-8,0.2877922077922078,25.376623376623378,0.0
68,0.0,0.0,0.0,-2.2164337905084455e-219,0.0,0.0,0.4982500000000001,5.118534702065054e-8,0.32987012987012987,24.961038961038962,0.0
69,0.0,0.0,0.0,-1.5080124277890974e-222,0.0,0.0,0.4785000000000001,5.172611473093554e-8,0.3127272727272727,25.025974025974026,0.0
70,0.0,0.0,0.0,-1.026018233481584e-225,0.0,0.0,0.4960000000000001,5.367088613691331e-8,0.31012987012987014,25.12987012987013,0.0
71,0.0,0.0,0.0,-6.980800662101022e-229,0.0,0.0,0.4915000000000001,4.6335842529544936e-8,0.24623376623376625,24.038961038961038,0.0
72,0.0,0.0,0.0,-4.749582053588795e-232,0.0,0.0,0.46299999999999997,4.579969119653902e-8,0.2864935064935065,25.4025974025974,0.0
73,0.0,0.0,0.0,-3.231510363308852e-235,0.0,0.0,0.47600000000000015,4.43276260910877e-8,0.3425974025974026,25.415584415584416,0.0
74,0.0,0.0,0.0,-2.198648030573976e-238,0.0,0.0,0.48475,4.604618190659658e-8,0.32935064935064934,25.2987012987013,0.0
75,0.0,0.0,0.0,-1.4959113909190987e-241,0.0,0.0,0.46849999999999986,3.470579469530113e-8,0.29714285714285715,24.662337662337663,0.0
76,0.0,0.0,0.0,-1.0177849561929782e-244,0.0,0.0,0.47924999999999995,3.678997903461349e-8,0.38571428571428573,25.025974025974026,0.0
77,0.0,0.0,0.0,-6.924783268187333e-248,0.0,0.0,0.47224999999999967,2.9271846170268574e-8,0.34155844155844156,24.74025974025974,0.0
78,0.0,0.0,0.0,-4.7114690602948114e-251,0.0,0.0,0.495,3.842578169676798e-8,0.3574025974025974,25.285714285714285,0.0
79,0.0,0.0,0.0,-3.2055791273776467e-254,0.0,0.0,0.4830000000000001,3.417199360639381e-8,0.335064935064935,24.805194805194805,0.0
80,0.0,0.0,0.0,-2.1810049923656408e-257,0.0,0.0,0.4802500000000001,3.737313017065311e-8,0.29584415584415585,23.571428571428573,0.0
81,0.0,0.0,0.0,-1.4839074587483906e-260,0.0,0.0,0.48324999999999985,3.219046949513459e-8,0.3267532467532467,24.415584415584416,0.0
82,0.0,0.0,0.0,-1.0096177467896183e-263,0.0,0.0,0.49725,2.6006699816123407e-8,0.35948051948051946,24.974025974025974,0.0
83,0.0,0.0,0.0,-6.86921538552211e-267,0.0,0.0,0.5020000000000001,3.768211455526063e-8,0.3592207792207792,24.636363636363637,0.0
84,0.0,0.0,0.0,-4.67366190449168e-270,0.0,0.0,0.48900000000000005,3.1431147804311705e-8,0.2963636363636364,24.584415584415584,0.0
