j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,10.0,2.225599143623701e7,2.5608368386801526e7,630394.6697078577,-0.10155090485750784, -0.02371958908431939,0.5508535573716788,0.6495178767253471,3.694421962472583e-6, 0.005239388586364212,0.026903965698384824,0.34063326069390354, 0.23615921756382857,0.5566728796594983,0.18827745763489473,0.0033249438759192945, 0.01112383191365256,0.034822699139666846
1,10.0,2.101691018007507e7,2.1500341974230427e7,77296.68026759117,-0.10155091528655576, -0.03208012545559967,0.521155796351598,0.2283317262679095,1.1913305909495498e-7, 0.002371192284934356,0.01085683376746593,0.3222639379136257, 0.1994686421861142,0.4724044488825278,0.5361404074523406,0.00018024050122008477, 0.005512611881583211,0.013321024599866673
2,9.52380952,2.0753617248895064e7,2.0871565298867375e7,17206.258034091217,-0.1015472558557653, -0.0441483047320805,0.4833313051464888,0.38760010690478464,3.467001561545879e-7, 0.0017085092132526586,0.00924578255882751,0.32052524766328616, 0.17755983700935218,0.5026628851534916,0.2086630965261236,7.984587028400165e-5, 0.005213162282824681,0.012110381834984476
3,9.07029478,2.055312412629449e7,2.0649799255939648e7,14498.07336090855,-0.1015435340362063, -0.04420432554904723,0.497558242940696,0.4096324624306209,1.363629940414103e-7, 0.002290609834634052,0.01158170419925595,0.3194239812206766, 0.1714702944183749,0.5113865037595621,0.802039028391047,6.524258524614473e-5, 0.005529585601700628,0.012433143628457983
4,8.63837599,2.0347696455553483e7,2.0436863213674247e7,14568.535389231183,-0.10154115623613225, -0.047009316212589594,0.5023450177542852,0.02461027589432231,3.04225655428999e-7, 0.0016906487813451011,0.010010624978978023,0.31841842446837243, 0.175709648452325,0.49752146306452094,0.689503420663738,7.172916764832565e-5, 0.003974649345482824,0.009407037690855666
5,8.22702475,2.0122253986510653e7,2.0222742807163443e7,14574.297990086994,-0.10153836882262128, -0.04856374197967122,0.5077888587916235,0.6860302541561353,8.062036752299499e-8, 0.0023847894062603943,0.013923029146249202,0.31741557575944673, 0.17857209695447168,0.48534390232642133,0.09991647362518938,6.682313622059206e-5, 0.005572019553583672,0.013175509837587857
6,7.83526166,1.994257351378035e7,2.002542709109008e7,11531.959264305315,-0.10153621086859377, -0.05240427996330371,0.4991317483115905,0.6758074449219461,1.0536278865850024e-7, 0.0014126164035219734,0.00966829659391745,0.3163376884895829, 0.1713236589944311,0.494776974944578,0.6085219858949626,5.7580843046976414e-5, 0.0063800420242836236,0.01513162995469113
7,7.46215397,1.9783583514595684e7,1.9859890995630827e7,10949.456093957828,-0.10153441458329808, -0.052532100178695286,0.5018680511114837,0.5857764752926717,1.6453821737207032e-7, 0.0020444467943402807,0.012192236084962336,0.3154976831105022, 0.16917123108509274,0.49868097867043354,0.5136141546854618,4.420706070410345e-5, 0.0056276813718599905,0.01282258868182512
8,7.1068133,1.9669146086064156e7,1.9723523085282076e7,7632.344145518655,-0.10153278770226115, -0.051334059703880275,0.516148391572653,0.6278437607848166,1.005279058888219e-7, 0.0017980548285039314,0.011253662791541606,0.31476412716066315, 0.1635257611566105,0.5059121349103523,0.12584582114268889,5.153167017437286e-5, 0.005099956860931188,0.011907032397993447
9,6.76839362,1.9511262877406117e7,1.9601671219406452e7,9651.635638927748,-0.10153178253201371, -0.057726330795098015,0.47842395294722906,0.13616140014260317,3.869902023542006e-8, 0.0021836612523301975,0.013524895712032692,0.3140620072805677, 0.16637820281007226,0.49187631127584047,0.9170815747796272,4.076143274794492e-5, 0.00530926239343744,0.012213817108513419
