i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,9185.302,10.0,12.3264,6398.5124,0.8482,-1.1267,0.0004,0.0,0.4487,0.2013,0.309,0.041
