omega,S,S_p,S_c
14.280000000000001,0.00011463034686899656,0.0,0.00011463034686899656
14.285,8.978240225232635e-5,0.0,8.978240225232635e-5
14.290000000000001,8.98554443920995e-5,0.0,8.98554443920995e-5
14.295,8.006043614563633e-5,0.0,8.006043614563633e-5
14.3,8.699551087032662e-5,0.0,8.699551087032662e-5
14.305,0.00011643080914359357,0.0,0.00011643080914359357
14.31,8.594670331833043e-5,0.0,8.594670331833043e-5
14.315,0.00010089476829039181,0.0,0.00010089476829039181
14.32,8.45449382385018e-5,0.0,8.45449382385018e-5
14.325000000000001,0.00013401977917675332,0.0,0.00013401977917675332
14.33,8.679742550014096e-5,0.0,8.679742550014096e-5
14.335,0.00010380673819840792,0.0,0.00010380673819840792
14.34,0.00010616887980549544,0.0,0.00010616887980549544
14.345,8.405020127768897e-5,0.0,8.405020127768897e-5
14.35,0.0001056615081007172,0.0,0.0001056615081007172
14.355,8.308448706397985e-5,0.0,8.308448706397985e-5
14.36,0.00010221900202202448,0.0,0.00010221900202202448
14.365,9.706040279932327e-5,0.0,9.706040279932327e-5
14.370000000000001,9.67739335572035e-5,0.0,9.67739335572035e-5
14.375,7.96309025178436e-5,0.0,7.96309025178436e-5
14.38,0.00010176057916107376,0.0,0.00010176057916107376
14.385,0.00010350654622330458,0.0,0.00010350654622330458
14.39,8.725814423533857e-5,0.0,8.725814423533857e-5
14.395,9.215447521486111e-5,0.0,9.215447521486111e-5
14.4,7.672423746295341e-5,0.0,7.672423746295341e-5
14.405000000000001,7.658343520542372e-5,0.0,7.658343520542372e-5
14.41,0.00010228594192981694,0.0,0.00010228594192981694
14.415000000000001,7.020285908757444e-5,0.0,7.020285908757444e-5
14.42,7.970130026619945e-5,0.0,7.970130026619945e-5
14.425,9.779067060702427e-5,0.0,9.779067060702427e-5
14.43,0.00011032838147737264,0.0,0.00011032838147737264
14.435,8.969768295490893e-5,0.0,8.969768295490893e-5
14.44,8.707206838693598e-5,0.0,8.707206838693598e-5
14.445,7.917942579980174e-5,0.0,7.917942579980174e-5
14.450000000000001,8.068166122160489e-5,0.0,8.068166122160489e-5
14.455,9.817543393169395e-5,0.0,9.817543393169395e-5
14.46,9.824917485034781e-5,0.0,9.824917485034781e-5
14.465,0.00011217984723467701,0.0,0.00011217984723467701
14.47,0.00010051245088799608,0.0,0.00010051245088799608
14.475,9.376613996834743e-5,0.0,9.376613996834743e-5
14.48,9.304680853619606e-5,0.0,9.304680853619606e-5
14.485,9.08533013070632e-5,0.0,9.08533013070632e-5
14.49,7.572508347815628e-5,0.0,7.572508347815628e-5
14.495000000000001,8.207812300410527e-5,0.0,8.207812300410527e-5
14.5,9.276210042441893e-5,0.0,9.276210042441893e-5
14.505,7.735356645754696e-5,0.0,7.735356645754696e-5
14.51,7.854529433807326e-5,0.0,7.854529433807326e-5
14.515,8.708058870561826e-5,0.0,8.708058870561826e-5
14.52,9.194919258163976e-5,0.0,9.194919258163976e-5
14.525,0.00010256128687263678,0.0,0.00010256128687263678
14.530000000000001,8.805326861310488e-5,0.0,8.805326861310488e-5
14.535,8.074444336373818e-5,0.0,8.074444336373818e-5
14.540000000000001,6.553766154746228e-5,0.0,6.553766154746228e-5
14.545,8.53114656866094e-5,0.0,8.53114656866094e-5
14.55,9.188726048513853e-5,0.0,9.188726048513853e-5
14.555,7.82247031689936e-5,0.0,7.82247031689936e-5
14.56,5.8048566338026535e-5,0.0,5.8048566338026535e-5
14.565,8.745339997485959e-5,0.0,8.745339997485959e-5
14.57,9.585510820753365e-5,0.0,9.585510820753365e-5
14.575000000000001,7.513373461969163e-5,0.0,7.513373461969163e-5
14.58,9.1890495708265e-5,0.0,9.1890495708265e-5
14.585,9.076033269893877e-5,0.0,9.076033269893877e-5
14.59,5.9599929246080125e-5,0.0,5.9599929246080125e-5
14.595,7.716261941665519e-5,0.0,7.716261941665519e-5
14.6,9.226703366538506e-5,0.0,9.226703366538506e-5
14.605,9.597522444239993e-5,0.0,9.597522444239993e-5
14.61,9.208142223336808e-5,0.0,9.208142223336808e-5
14.615,8.235097424016685e-5,0.0,8.235097424016685e-5
14.620000000000001,6.597368299003311e-5,0.0,6.597368299003311e-5
14.625,8.385655550797029e-5,0.0,8.385655550797029e-5
14.63,8.502051418762199e-5,0.0,8.502051418762199e-5
14.635,7.716479106480002e-5,0.0,7.716479106480002e-5
14.64,9.646331706779943e-5,0.0,9.646331706779943e-5
14.645,8.457181900403125e-5,0.0,8.457181900403125e-5
14.65,7.327981765681064e-5,0.0,7.327981765681064e-5
14.655000000000001,8.632671102568299e-5,0.0,8.632671102568299e-5
