i,theta,chi2_min,chi2_avg,edge_p,edge_n,Ap_p,Ap_n,Ac_p,Ac_n
94.0,0.0014,12.3264,71.3317,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
95.0,0.0013,12.3264,71.329,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
96.0,0.0012,12.3264,71.325,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
97.0,0.0011,12.3264,71.3235,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
98.0,0.001,12.3264,71.3205,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
99.0,0.0009,12.3264,71.3182,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
100.0,0.0008,12.3264,71.3164,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
101.0,0.0007,12.3264,71.3147,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
102.0,0.0007,12.3264,71.312,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
103.0,0.0006,12.3264,71.3104,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
104.0,0.0005,12.3264,71.3088,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
105.0,0.0005,12.3264,71.3072,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
106.0,0.0005,12.3264,71.3056,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
107.0,0.0004,12.3264,71.3046,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
108.0,0.0004,12.3264,71.3035,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
109.0,0.0003,12.3264,71.3023,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
110.0,0.0003,12.3264,71.3014,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
111.0,0.0003,12.3264,71.3008,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
112.0,0.0003,12.3264,71.3,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
113.0,0.0002,12.3264,71.2993,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
114.0,0.0002,12.3264,71.2986,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
115.0,0.0002,12.3264,71.298,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
116.0,0.0002,12.3264,71.2974,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
117.0,0.0002,12.3264,71.2969,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
118.0,0.0001,12.3264,71.2964,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
119.0,0.0001,12.3264,71.296,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
120.0,0.0001,12.3264,71.2955,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
121.0,0.0001,12.3264,71.2952,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
122.0,0.0001,12.3264,71.2948,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
123.0,0.0001,12.3264,71.2945,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
124.0,0.0001,12.3264,71.2941,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
125.0,0.0001,12.3264,71.2939,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
126.0,0.0001,12.3264,71.2936,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
127.0,0.0001,12.3264,71.2934,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
128.0,0.0001,12.3264,71.2931,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
129.0,0.0001,12.3264,71.2929,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
130.0,0.0,12.3264,71.2927,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
131.0,0.0,12.3264,71.2925,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
132.0,0.0,12.3264,71.2924,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
133.0,0.0,12.3264,71.2922,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
134.0,0.0,12.3264,71.292,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
135.0,0.0,12.3264,71.2919,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
136.0,0.0,12.3264,71.2918,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
137.0,0.0,12.3264,71.2916,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
138.0,0.0,12.3264,71.2915,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
139.0,0.0,12.3264,71.2914,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
140.0,0.0,12.3264,71.2913,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
141.0,0.0,12.3264,71.2912,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
142.0,0.0,12.3264,71.2912,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
143.0,0.0,12.3264,71.2911,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
144.0,0.0,12.3264,71.291,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
145.0,0.0,12.3264,71.291,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
146.0,0.0,12.3264,71.2909,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
147.0,0.0,12.3264,71.2908,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
148.0,0.0,12.3264,71.2908,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
149.0,0.0,12.3264,71.2907,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
150.0,0.0,12.3264,71.2907,0.8666,-0.9552,0.4846,0.1654,0.278,0.072
