i,ar_1,ar_2,ar_3,ar_4,ar_5,ar_6,omega_range_1,omega_range_2,omega_range_4
1.0,0.5202500000000001,0.4861120000000003,0.29228828828828823,0.502768,0.6557680000000001,0.0,9.92087754335926,15.947912717591409,7.9739563587957045
2.0,0.5111039999999997,0.46826399999999996,0.27956756756756745,0.48859199999999975,0.6417079999999998,0.0,9.92087754335926,15.947912717591409,7.9739563587957045
3.0,0.49840800000000013,0.512896,0.2631411411411412,0.47332799999999997,0.6259320000000004,0.0,9.92087754335926,13.289927264659509,7.9739563587957045
4.0,0.48397399999999996,0.487584,0.25315315315315323,0.5183040000000001,0.6115839999999998,0.0,9.92087754335926,13.289927264659509,6.6449636323297545
5.0,0.47154799999999986,0.530744,0.23719519519519508,0.5004159999999999,0.5919220000000001,0.0,9.92087754335926,11.074939387216256,6.6449636323297545
6.0,0.4817659999999997,0.49551199999999984,0.2142042042042043,0.473256,0.5670399999999999,0.0,8.267397952799385,11.074939387216256,6.6449636323297545
7.0,0.45911399999999997,0.5161760000000004,0.1921501501501503,0.5059760000000003,0.534794,0.0,8.267397952799385,9.229116156013548,5.537469693608128
8.0,0.4604580000000001,0.5182880000000002,0.16608408408408423,0.463632,0.48972600000000005,0.0,6.8894982939994875,7.690930130011291,5.537469693608128
9.0,0.47452999999999995,0.48971999999999977,0.12729729729729722,0.5135680000000001,0.42140999999999995,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
10.0,0.47856800000000016,0.5121519999999999,0.0797417417417417,0.4958239999999999,0.31197599999999986,0.0,2.768734846804064,3.7089747926366186,2.670461850698365
1.0,0.48188700000000007,0.5203800000000002,0.08084984984984991,0.5047120000000003,0.3154099999999999,0.0,2.768734846804064,3.7089747926366186,2.670461850698365
2.0,0.47592000000000056,0.5076320000000004,0.07840240240240252,0.4948959999999997,0.3076379999999998,0.0,2.768734846804064,3.7089747926366186,2.670461850698365
3.0,0.466944,0.49346399999999974,0.07495795795795801,0.47980399999999945,0.29978400000000005,0.0,2.768734846804064,3.7089747926366186,2.670461850698365
4.0,0.4614610000000001,0.48484,0.07363063063063066,0.4722359999999996,0.29267400000000016,0.0,2.768734846804064,3.7089747926366186,2.670461850698365
5.0,0.4816850000000003,0.46688399999999985,0.07096696696696704,0.45730799999999916,0.28439700000000007,0.0,2.307279039003387,3.7089747926366186,2.670461850698365
6.0,0.4771469999999999,0.4595119999999991,0.06829129129129136,0.50682,0.27943500000000004,0.0,2.307279039003387,3.7089747926366186,2.225384875581971
7.0,0.46995399999999954,0.5067480000000005,0.06669069069069068,0.49648400000000037,0.272479,0.0,2.307279039003387,3.090812327197182,2.225384875581971
8.0,0.4630939999999996,0.49392799999999965,0.06421021021021027,0.4856959999999996,0.2662709999999999,0.0,2.307279039003387,3.090812327197182,2.225384875581971
9.0,0.45771700000000004,0.48221199999999953,0.0617237237237237,0.4769999999999994,0.2606489999999998,0.0,2.307279039003387,3.090812327197182,2.225384875581971
10.0,0.47972400000000054,0.4688159999999993,0.05972072072072076,0.4647159999999995,0.2531320000000001,0.0,1.9227325325028228,3.090812327197182,2.225384875581971
11.0,0.47569200000000017,0.5188720000000006,0.0575405405405406,0.5146440000000002,0.2494089999999999,0.0,1.9227325325028228,2.575676939330985,1.8544873963183093
12.0,0.46413900000000036,0.4989040000000001,0.05533933933933941,0.49631599999999987,0.23937600000000017,0.0,1.9227325325028228,2.575676939330985,1.8544873963183093
13.0,0.45689599999999986,0.4855280000000001,0.05310810810810812,0.48886000000000024,0.23406599999999997,0.0,1.9227325325028228,2.575676939330985,1.8544873963183093
14.0,0.4818410000000003,0.4726399999999998,0.051789789789789785,0.47817199999999976,0.2291259999999999,0.0,1.6022771104190192,2.575676939330985,1.8544873963183093
15.0,0.47581900000000055,0.46980399999999917,0.05028528528528532,0.5272240000000002,0.22390699999999955,0.0,1.6022771104190192,2.575676939330985,1.545406163598591
16.0,0.4675569999999999,0.5065120000000001,0.04857057057057066,0.509204,0.2180019999999999,0.0,1.6022771104190192,2.1463974494424876,1.545406163598591
17.0,0.4582639999999999,0.49635600000000024,0.04676576576576579,0.497156,0.2115979999999998,0.0,1.6022771104190192,2.1463974494424876,1.545406163598591
18.0,0.48275300000000065,0.4837919999999994,0.04454354354354359,0.4905319999999994,0.20739599999999994,0.0,1.3352309253491825,2.1463974494424876,1.545406163598591
19.0,0.47702100000000003,0.4723719999999995,0.04385585585585593,0.47859599999999913,0.20041400000000006,0.0,1.3352309253491825,2.1463974494424876,1.545406163598591
20.0,0.47030699999999903,0.5195760000000006,0.04141141141141142,0.4695159999999996,0.19671200000000003,0.0,1.3352309253491825,1.7886645412020734,1.545406163598591
21.0,0.46229500000000023,0.5007400000000001,0.04010810810810815,0.5118440000000003,0.190811,0.0,1.3352309253491825,1.7886645412020734,1.2878384696654925
22.0,0.4551419999999999,0.4893599999999995,0.038771771771771824,0.50138,0.18657300000000002,0.0,1.3352309253491825,1.7886645412020734,1.2878384696654925
23.0,0.47439100000000006,0.47235599999999883,0.037675675675675736,0.4856159999999997,0.18025300000000005,0.0,1.1126924377909855,1.7886645412020734,1.2878384696654925
24.0,0.46920800000000007,0.4635279999999994,0.03654054054054061,0.47555599999999976,0.17603000000000005,0.0,1.1126924377909855,1.7886645412020734,1.2878384696654925
25.0,0.4646510000000002,0.5094839999999997,0.03490990990990997,0.47062399999999915,0.17183099999999987,0.0,1.1126924377909855,1.4905537843350611,1.2878384696654925
26.0,0.48328300000000046,0.48893199999999937,0.0334714714714715,0.5082160000000004,0.165317,0.0,0.9272436981591546,1.4905537843350611,1.0731987247212438
