i,theta,chi2_min,chi2_avg
94.0,0.0014141005145095877,0.011636849894144066,0.016705488265984864
95.0,0.0012855459222814432,0.011636849894144066,0.015273605688355223
96.0,0.0011686781111649482,0.011636849894144066,0.015377706774838953
97.0,0.001062434646513589,0.011636849894144066,0.014260407284163211
98.0,0.0009658496786487173,0.011330202607119212,0.012837355797432327
99.0,0.0008780451624079247,0.011330202607119212,0.013601308158621093
100.0,0.0007982228749162951,0.011330202607119212,0.013497034453094334
101.0,0.0007256571590148137,0.011204250190076114,0.012729363195405904
102.0,0.0006596883263771033,0.00921093515019782,0.010460068616240928
103.0,0.0005997166603428211,0.008022266064846753,0.008794695304642077
