i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.4656,0.0735,0.6603,0.7352,0.8821,-0.8701,0.0001,0.0001,0.1227,0.5273,0.1143,0.2357
