a,theta
104.27180786040702,15.0
104.38810095461284,14.285714285714285
101.79710479834407,13.605442176870747
90.38297771087603,12.95756397797214
92.78451364115853,12.340537121878228
87.47756456215762,11.752892497026883
88.42910244603682,11.193230949549411
83.08890602073699,10.66021995195182
71.47824608412057,10.152590430430305
77.05047224660748,9.669133743266956
61.215570871151485,9.208698803111387
62.22473375458368,8.770189336296559
50.73199366001659,8.352561272663388
47.654751719765116,7.954820259679417
47.65130089176186,7.576019294932777
48.98620136374188,7.215256471364549
41.925688368915175,6.871672829871001
44.18141386430437,6.544450314162857
39.54612748355946,6.232809823012245
38.155379451501936,5.936009355249756
35.539433614171315,5.653342243095006
33.640057758252844,5.384135469614291
34.363148878484125,5.127748066299325
33.32967799008893,4.8835695869517375
31.27621761452452,4.65101865423975
29.14828484180135,4.429541575466428
25.805429092712362,4.218611024253741
28.41599989185295,4.017724785003563
25.37042450312954,3.82640455714625
24.9756181410028,3.6441948163297613
27.084634648163807,3.4706617298378677
18.628403321706255,3.3053921236551123
19.062437375895485,3.1479924987191543
18.729013444805467,2.9980880940182426
16.36421506508022,2.855321994303088
17.89618655736822,2.7193542802886546
15.811168781613867,2.5898612193225286
15.684387915302562,2.466534494592884
15.356072526203977,2.3490804710408417
13.188730114668935,2.237219496229373
12.7079960934535,2.1306852345041647
10.852842459927563,2.029224032861109
11.624017366543256,1.9325943170105802
11.642651102824882,1.8405660162005522
11.221303735383879,1.7529200154290974
11.277380913933488,1.6694476337419977
10.443962067237411,1.589950127373331
10.213971861317416,1.5142382165460293
9.211077749174068,1.4421316348057422
7.835828146941061,1.3734586998149925
7.594275890091088,1.308055904585707
7.269431939146993,1.2457675281768636
7.099054648235838,1.1864452649303465
8.082310117745456,1.1299478713622346
6.0114053115198915,1.076140829868795
5.732862558176559,1.0248960284464714
5.865672826489025,0.9760914556633059
5.738071154606323,0.9296109101555295
5.551689443406468,0.8853437239576469
5.404956216943282,0.8431844990072829
4.9333684245496325,0.8030328561974122
4.541155585686224,0.7647931963784877
4.981202961974366,0.7283744727414169
4.532822124366493,0.6936899740394447
4.325587378919708,0.6606571181328045
4.148131146644802,0.6291972553645756
3.906770152294525,0.5992354812995957
4.194909640500474,0.5707004583805674
4.4384160589761725,0.5435242460767308
3.988345549004142,0.517642139120696
3.631131169424828,0.4929925134482818
3.1565380148551765,0.4695166794745541
2.7339882676206875,0.44715874235671826
3.034262876090378,0.42586546891116017
2.9328769594877553,0.4055861608677716
2.7616111421627263,0.3862725341597824
2.803826431422628,0.3678786039616976
2.6623977993025854,0.3503605752016167
2.6939007842706943,0.33367673828725397
