i,ar_1,ar_2,ar_3,ar_4,ar_5,ar_6,omega_range_1,omega_range_2,omega_range_4
1.0,0.5318139999999998,0.4928320000000003,0.4615975975975975,0.5191760000000006,0.7440159999999998,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
2.0,0.5290139999999999,0.48647199999999974,0.4630450450450449,0.511048,0.7418619999999997,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
3.0,0.5255740000000002,0.48228799999999983,0.46287687687687706,0.5098720000000001,0.7410200000000007,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
4.0,0.520304,0.47520800000000024,0.46462462462462445,0.5030880000000001,0.7389900000000001,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
5.0,0.5138919999999997,0.4668640000000001,0.4606366366366369,0.4993199999999996,0.7334500000000005,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
6.0,0.5084699999999996,0.4614719999999999,0.4615495495495498,0.49185599999999985,0.7288219999999995,0.0,6.8894982939994875,11.074939387216256,5.537469693608128
7.0,0.49755000000000005,0.5329360000000003,0.46270270270270264,0.4799280000000001,0.72521,0.0,6.8894982939994875,9.229116156013548,5.537469693608128
8.0,0.484696,0.5097520000000004,0.45678678678678697,0.4628320000000001,0.7161600000000006,0.0,6.8894982939994875,9.229116156013548,5.537469693608128
9.0,0.4585019999999998,0.470624,0.43637837837837845,0.4974559999999999,0.6937899999999997,0.0,6.8894982939994875,9.229116156013548,4.614558078006774
10.0,0.4934720000000002,0.5365599999999999,0.3706366366366367,0.4878960000000001,0.6279019999999994,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
1.0,0.4896440000000004,0.5338520000000004,0.3752882882882885,0.4862559999999995,0.6295309999999991,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
2.0,0.4835150000000004,0.5241480000000011,0.3704504504504505,0.48140399999999944,0.6248349999999998,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
3.0,0.4786770000000004,0.5151240000000006,0.36231831831831846,0.47425999999999907,0.6175449999999996,0.0,4.784373815277422,6.409108441676077,3.8454650650056457
