i,ar_pcont1,ar_pcont2,ar_pcont3,ar_ncont1,ar_ncont2,ar_ncont3,∆w_pcont1,∆w_pcont2,∆w_ncont1,∆w_ncont2,ar_ppeak,ar_npeak,∆w_ppeak,∆w_npeak,ar_wAc,ar_wAp,ar_Ap,∆w_Ac,∆w_Ap,∆Ap
1.0,0.4706,0.4795,0.2523,0.4842,0.464,0.1259,3.69900987,5.32657421,0.71689289,1.23879092,0.493,0.4488,0.00251672,0.00084285,0.4826,0.4808,0.5068,0.41486857,0.00070237,0.00145644
2.0,0.4782,0.4878,0.2559,0.49,0.5217,0.1246,3.69900987,5.32657421,0.71689289,1.03232577,0.4912,0.4404,0.00251672,0.00070237,0.4857,0.4126,0.3683,0.41486857,0.00070237,0.00174773
3.0,0.4844,0.4983,0.2512,0.4975,0.5276,0.1163,3.69900987,5.32657421,0.71689289,1.03232577,0.477,0.5088,0.00251672,0.00070237,0.4844,0.4598,0.4853,0.41486857,0.00070237,0.00145644
4.0,0.4891,0.4945,0.252,0.5049,0.4916,0.1141,3.69900987,5.32657421,0.71689289,1.23879092,0.476,0.4566,0.00251672,0.00070237,0.4874,0.4232,0.4344,0.41486857,0.00070237,0.00145644
5.0,0.4855,0.5005,0.2549,0.509,0.4935,0.1126,3.69900987,5.32657421,0.71689289,1.23879092,0.4886,0.449,0.00251672,0.00070237,0.4915,0.4934,0.4661,0.41486857,0.00058531,0.00145644
6.0,0.4886,0.503,0.2535,0.5088,0.492,0.1086,3.69900987,5.32657421,0.71689289,1.23879092,0.456,0.4218,0.00251672,0.00070237,0.4936,0.4102,0.4291,0.41486857,0.00070237,0.00145644
7.0,0.4843,0.4988,0.2641,0.513,0.4974,0.1072,3.69900987,5.32657421,0.71689289,1.23879092,0.516,0.5212,0.00209727,0.00058531,0.4918,0.4998,0.5497,0.41486857,0.00058531,0.0012137
8.0,0.4863,0.5006,0.2575,0.5162,0.5052,0.1067,3.69900987,5.32657421,0.71689289,1.23879092,0.4848,0.5012,0.00209727,0.00058531,0.4938,0.4888,0.4433,0.41486857,0.00058531,0.00145644
9.0,0.4824,0.5023,0.2711,0.5143,0.5102,0.1087,3.69900987,5.32657421,0.71689289,1.23879092,0.5086,0.582,0.00209727,0.00048776,0.4956,0.5048,0.5315,0.41486857,0.00058531,0.0012137
10.0,0.4828,0.4889,0.2533,0.5211,0.5128,0.1058,3.69900987,5.32657421,0.71689289,1.23879092,0.492,0.5126,0.00209727,0.00058531,0.4939,0.4956,0.5332,0.41486857,0.00058531,0.0012137
11.0,0.4877,0.5017,0.2609,0.5171,0.5077,0.1052,3.69900987,5.32657421,0.71689289,1.23879092,0.5448,0.5098,0.00174773,0.00058531,0.4921,0.5612,0.6176,0.41486857,0.00048776,0.00101142
12.0,0.4878,0.5098,0.2692,0.5205,0.5048,0.1042,3.69900987,5.32657421,0.71689289,1.23879092,0.4918,0.477,0.00209727,0.00058531,0.497,0.4924,0.504,0.41486857,0.00058531,0.0012137
13.0,0.4888,0.5054,0.2545,0.5161,0.5063,0.1019,3.69900987,5.32657421,0.71689289,1.23879092,0.466,0.4782,0.00209727,0.00058531,0.491,0.5168,0.4843,0.41486857,0.00048776,0.0012137
14.0,0.4873,0.509,0.2614,0.5169,0.5093,0.1045,3.69900987,5.32657421,0.71689289,1.23879092,0.509,0.4834,0.00174773,0.00058531,0.4923,0.5256,0.4736,0.41486857,0.00048776,0.0012137
15.0,0.475,0.4884,0.2565,0.5123,0.4967,0.0991,3.69900987,5.32657421,0.71689289,1.23879092,0.5144,0.4744,0.00174773,0.00058531,0.4856,0.4686,0.4822,0.41486857,0.00058531,0.0012137
16.0,0.4914,0.5091,0.2557,0.5144,0.4958,0.0953,3.69900987,5.32657421,0.71689289,1.23879092,0.4466,0.5248,0.00209727,0.00048776,0.4854,0.5154,0.5566,0.41486857,0.00048776,0.00101142
17.0,0.4805,0.497,0.2568,0.5097,0.4914,0.0933,3.69900987,5.32657421,0.71689289,1.23879092,0.4834,0.5188,0.00174773,0.00048776,0.4792,0.4548,0.4533,0.41486857,0.00058531,0.0012137
