i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.4897,0.0576,0.6374,0.7148,0.8662,-0.8452,0.0006,0.0002,0.0929,0.2571,0.1441,0.5059
