omega,S,S_edge,S_cont
1.3395654360684077,0,0,0
1.340533516202755,10.141182216388414,10.141182216388414,0.0
1.3434342977718605,5.07966562549327,5.07966562549327,0.0
1.3482672842411512,3.385004206686387,3.385004206686387,0.0
1.355044053925969,2.532572144135838,2.532572144135838,0.0
1.363769613396308,2.0246082823635665,2.0246082823635665,0.0
1.3744249495483625,1.6908431228155125,1.6908431228155125,0.0
1.386989853030574,1.4525812765771589,1.4525812765771589,0.0
1.401458363936411,1.2733650018774842,1.2733650018774842,0.0
1.4178074688211981,1.1363825337918028,1.1363825337918028,0.0
1.4360088043909256,1.026707273178185,1.026707273178185,0.0
1.45599899707713,0.9414450764130272,0.9414450764130272,0.0
1.4776754764043094,0.8727898359208236,0.8727898359208236,0.0
1.5010164604925365,0.8118583812224804,0.8118583812224804,0.0
1.5260434099509412,0.7590235257738817,0.7590235257738817,0.0
1.5527388097515518,0.7134250816924872,0.7134250816924872,0.0
1.5811118047718313,0.6718801582889763,0.6718801582889763,0.0
1.6112063703192283,0.6340966680833952,0.6340966680833952,0.0
1.6430532789663683,0.5999329747754422,0.5999329747754422,0.0
1.6766611828972615,0.5693398699091493,0.5693398699091493,0.0
1.7119953574456084,0.5426850706447355,0.5426850706447355,0.0
1.7489923796160811,0.5192656963391981,0.5192656963391981,0.0
1.7875808878496686,0.4988036719949013,0.4988036719949013,0.0
1.8276811886844162,0.48081862721003915,0.48081862721003915,0.0
1.8692178989504078,0.46487665087347185,0.46487665087347185,0.0
1.9121414113740416,0.4502385501345637,0.4502385501345637,0.0
1.9564286497725063,0.4366781260194723,0.4366781260194723,0.0
2.0020665014243564,0.4239772431456265,0.4239772431456265,0.0
2.0490504731020556,0.4120090928186919,0.4120090928186919,0.0
2.0973773170330188,0.40073719585076245,0.40073719585076245,0.0
2.147044871241518,0.3900620723459219,0.3900620723459219,0.0
2.198051301425634,0.37997128945933784,0.37997128945933784,0.0
2.250376798861633,0.3706375569701704,0.3706375569701704,0.0
2.3039861346431048,0.36198459647727316,0.36198459647727316,0.0
2.3588466480769963,0.3539199705065476,0.3539199705065476,0.0
2.4149429542615204,0.346209402863542,0.346209402863542,0.0
2.4722735071529516,0.33884327969489214,0.33884327969489214,0.0
2.53084255348329,0.3317214753962633,0.3317214753962633,0.0
2.5906507077607763,0.32494632154360253,0.32494632154360253,0.0
2.651690325791265,0.3184700111145107,0.3184700111145107,0.0
2.7139552598016246,0.3122813035374906,0.3122813035374906,0.0
2.7774408261703347,0.30634010648279264,0.30634010648279264,0.0
2.8421462071152757,0.30061713879748764,0.30061713879748764,0.0
2.9080764451438643,0.29506283854904325,0.29506283854904325,0.0
2.975240536631186,0.2896729065055916,0.2896729065055916,0.0
3.043655410054617,0.28437268126449383,0.28437268126449383,0.0
3.113344958124035,0.27917310924082034,0.27917310924082034,0.0
3.1843377641535673,0.27402808741019863,0.27402808741019863,0.0
3.2566692265929555,0.26893567268075336,0.26893567268075336,0.0
3.330368063695472,0.26395388277390963,0.26395388277390963,0.0
3.4054661547655196,0.2590077623688394,0.2590077623688394,0.0
3.48200545066962,0.25410761700300494,0.25410761700300494,0.0
3.560025716271754,0.24926849152221223,0.24926849152221223,0.0
3.6395798893894664,0.24440417993492264,0.24440417993492264,0.0
3.7207383552741544,0.23951232977561446,0.23951232977561446,0.0
3.8035693471862384,0.23463464785616567,0.23463464785616567,0.0
3.888150349105995,0.22970525592726881,0.22970525592726881,0.0
3.9745608111630535,0.22480536415937014,0.22480536415937014,0.0
4.062874963159582,0.21991007678658006,0.21991007678658006,0.0
4.153197074588052,0.2149233534983728,0.2149233534983728,0.0
4.2456584910681805,0.2098538536502391,0.2098538536502391,0.0
4.340416701044049,0.20463410446204983,0.20463410446204983,0.0
4.437688022651831,0.19915540206193366,0.19915540206193366,0.0
4.537712571500778,0.193527945990685,0.193527945990685,0.0
4.640780295764839,0.1875757408371794,0.1875757408371794,0.0
4.747279155161122,0.18126762448570627,0.18126762448570627,0.0
4.8577004779256185,0.17449818490116903,0.17449818490116903,0.0
4.972680473016812,0.167194793410047,0.167194793410047,0.0
5.093039219418619,0.15927133378370337,0.15927133378370337,0.0
5.219825694058067,0.15069840008948113,0.15069840008948113,0.0
5.354400894871995,0.14140377709706906,0.14140377709706906,0.0
5.498651173050403,0.13121179943546826,0.13121179943546826,0.0
5.655102863488534,0.12026787226528898,0.12026787226528898,0.0
5.827141831608666,0.10858974329595508,0.10858974329595508,0.0
6.020244111447956,0.095599883077685,0.095599883077685,0.0
6.244295372490339,0.08089691896600283,0.08089691896600283,0.0
6.514313083704113,0.06603986903329766,0.06603986903329766,0.0
6.8520464293996515,0.05192413151562064,0.05192413151562064,0.0
7.358825218359108,0.030901207006070082,0.030901207006070082,0.0
8.29001209072361,0.01600288807567892,0.01600288807567892,0.0
8.903493669552045,0,0,0
