j,theta,chi2_min,chi2_avg,chi2_sigma,edge_R,wn0_R,n0_R,eps_R,edge_R_sigma,wn0_R_sigma,n0_R_sigma,edge_L,wn0_L,n0_L,eps_L,edge_L_sigma,wn0_L_sigma,n0_L_sigma,wc0,w_cf
30,0.63039409,0.6380760775868519,0.8784977284960633,0.011613344708022867,1.336550616128368, 2.9041892139993726,0.5053019361832063,0.3493468616534623,0.0018089393619382757, 0.1077402387811117,0.020796667422190687,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
31,0.57308553,0.6380760775868519,0.8762142029262004,0.009622801450303432,1.345706594266908, 3.0178251035030117,0.5241203773874348,0.236624234957501,0.0021760952729503492, 0.09217775328991641,0.018304905512007634,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
32,0.52098685,0.637416063017298,0.8007619983547418,0.005196513114276021,1.3393440908465235, 2.989662440025469,0.5262594634025051,0.12490161896560065,0.0017587494571825303, 0.1096862425139755,0.02029613221826354,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
33,0.47362441,0.637416063017298,0.8035192593750996,0.007287559189287205,1.3410590604815855, 2.875751185544882,0.49492202607882907,0.12204998618502591,0.0013946698855357264, 0.10152798419910143,0.020189051516643627,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
34,0.43056764,0.637416063017298,0.7945472243259677,0.007264830192980932,1.3439047738674428, 2.9533017855003045,0.5106557514444922,0.1760602432410634,0.002890344929081245, 0.08567026046025619,0.01734576510883917,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
35,0.39142513,0.637416063017298,0.7735066280539322,0.005310006955319426,1.3418498115363395, 2.8819599839952614,0.5008393229432202,0.3838302637287338,0.0020287416876049406, 0.10019484839419582,0.019867755988415926,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
36,0.35584103,0.637416063017298,0.7831341482848426,0.0067638557415601675,1.3475648270008993, 2.953141149556664,0.515647820431508,0.07117382777944259,0.0016031629310177841, 0.10235944533750216,0.019968181867888048,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
37,0.32349184,0.637416063017298,0.755819296981984,0.004290829851878712,1.3439936694081989, 2.8395757121514604,0.48873286109240077,0.4292684816467648,0.0017196297942266093, 0.09115884178919936,0.01851199130759045,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
38,0.29408349,0.637416063017298,0.7489784732181207,0.00496122943417771,1.3423472786905044, 2.834017657570583,0.4847302699077538,0.918879869627256,0.001439010757210082, 0.08674928539628278,0.016861560827149225,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
39,0.26734863,0.637416063017298,0.7351503113581022,0.004621656079767682,1.345955817402465, 2.746478248695734,0.46868967262662037,0.2549367782731404,0.0014418623781493215, 0.11412952658248679,0.023552751401123152,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
40,0.24304421,0.637416063017298,0.7293176313442531,0.003924489756034167,1.3398102340562676, 2.91202712712898,0.5048458814662993,0.49046345166908817,0.001892977867283002, 0.10671723595488475,0.02106662005302546,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
41,0.22094928,0.6373095429195372,0.7194592966159701,0.003449910035154857,1.340756261983794, 2.957685539623978,0.5177728874652788,0.9029727948241338,0.0015329791965272427, 0.10110723370213826,0.02038265131164156,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
42,0.20086298,0.6373095429195372,0.7204948741101292,0.004890651081649136,1.3496185673146184, 2.825310492768449,0.48277780206097126,0.4574340131791498,0.002298363487337958, 0.09769297126458046,0.019899495394627504,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
43,0.18260271,0.6373095429195372,0.7090558872509944,0.0022550641845972036,1.3370137882212338, 2.940017486492926,0.5118448184952189,0.4776100802208562,0.0021854646666174924, 0.09207521810172997,0.018121731763528076,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
44,0.16600247,0.6373095429195372,0.7005199905340652,0.0021277930335467537,1.3410077954449338, 2.882137982190946,0.4986570405198538,0.8910658517104353,0.0011113980109120258, 0.09550143398187404,0.019490723527480644,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
45,0.15091133,0.6373095429195372,0.6976450543518015,0.0023909883208470756,1.3425232093401998, 2.6804978024091906,0.4568136996715662,0.7758552349338226,0.0013102138214865877, 0.10551558128534941,0.02194324786998156,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
46,0.13719212,0.6373095429195372,0.7031959766042026,0.0021840949507937013,1.3214996144208528, 2.955243527906565,0.514843195061904,0.36037722533042793,0.001246313157804378, 0.10963445369536179,0.021539681187134372,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
47,0.12472011,0.6373095429195372,0.688753300310261,0.0028662041826852456,1.3463165853588708, 2.9582498952349066,0.5168180045738349,0.37769363786168275,0.0020807956583793917, 0.10037991982713533,0.0193712899649371,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
48,0.11338192,0.6370523066011528,0.6815709648176147,0.001999365863022464,1.336454785042386, 2.635245931649913,0.44850793227711583,0.047151837045713574,0.0010209206226987528, 0.09679635497013843,0.019425026267589383,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
49,0.10307447,0.6370523066011528,0.6794824859418065,0.0023697915123988647,1.3401193986333961, 2.942853543514724,0.5153515767470028,0.5634384589848858,0.0017340668832221346, 0.08775608179631127,0.01699367135937758,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
50,0.09370406,0.6370523066011528,0.6916796416492867,0.0045265333114404335,1.3486827252420253, 2.7453846698073034,0.4710703424675763,0.7444377165028122,0.001239733649733854, 0.07228390584233477,0.015352483831350612,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
51,0.08518551,0.6370523066011528,0.6727629022518291,0.0018257975369350846,1.34415311325486, 2.8331421886860655,0.4896769458114273,0.2791823457220444,0.0015992465710044604, 0.09414472738708624,0.019708259704239735,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
52,0.07744138,0.6370523066011528,0.6681340223198985,0.0019723655422255624,1.3467626959074597, 2.8957982075908375,0.5025080307908864,0.15178465721226697,0.0013996556262594773, 0.09024292296277799,0.01746995708357666,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
53,0.07040125,0.6365918132825876,0.6686092294061303,0.0018565335885966131,1.3307730654762508, 2.8208194056965197,0.4899287853854922,0.30887409685284983,0.0012860419696049954, 0.10491999932857288,0.020326359381331722,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
54,0.06400114,0.6365918132825876,0.6609149842983153,0.0011615051993616172,1.3306380885758085, 2.8049543115536393,0.481721907994903,0.9747977860175951,0.0012147150685139147, 0.07745296389230957,0.014881336691122913,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
55,0.05818285,0.6365918132825876,0.6657716772165357,0.001256389600335372,1.3265517510775946, 2.86412700797467,0.49041337068212876,0.6893468944020027,0.00150600993314283, 0.09885038079870061,0.020575654208725817,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
56,0.0528935,0.6365918132825876,0.6733199019258854,0.0014820310645685666,1.3342238298893199, 2.828435773552923,0.4839625631936439,0.876203823720202,0.0007905443216451409, 0.1142680611388948,0.023251693480153907,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
57,0.048085,0.6365918132825876,0.6645921381176721,0.0011864196267021543,1.3467925880227578, 2.9360106910432817,0.513278201865403,0.162217894892985,0.0010502589707448195, 0.10491294395285887,0.02016637735024177,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
58,0.04371364,0.6365918132825876,0.6567250549472313,0.0006796384772889125,1.3348353708434915, 2.86195756553916,0.4948427043066526,0.8531298586232008,0.001328409109365153, 0.06401068093853592,0.012651352401369439,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
59,0.03973967,0.6365918132825876,0.662041071133159,0.0013903612523786949,1.3197058749927797, 2.8586140877843205,0.4937975613528779,0.5198348197398327,0.0012246205105465066, 0.1266649876562738,0.02676713190730766,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
60,0.03612697,0.6365918132825876,0.6526131569274765,0.0004704365314521271,1.330268277625959, 2.8978717507638803,0.5019170477041637,0.2627904213564117,0.000729766530445698, 0.08666816667582804,0.016814535062665992,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
61,0.0328427,0.6365918132825876,0.6526196019222333,0.0006203761504535964,1.3301054217479544, 2.908024626319162,0.5059531866953472,0.6021013887335335,0.001236674830628419, 0.09647502484824277,0.019998443601285873,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
62,0.029857,0.6365918132825876,0.653100816614488,0.0007461493586922629,1.3415736754646925, 2.959210676554163,0.5101689988282105,0.2659253123948398,0.0011002185789060306, 0.13377168165711545,0.026145880059065985,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
63,0.02714273,0.6365918132825876,0.6523838631199372,0.0008059794168748098,1.3423461961424434, 2.9604796438498546,0.5087271715089416,0.4269332864011277,0.0010285085292054766, 0.0766164672196922,0.01536439003613991,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
64,0.02467521,0.6365918132825876,0.6503144986858728,0.0004988434531078531,1.337251098927267, 2.7752262630529616,0.4814217700164529,0.29317016587882605,0.0015317041284572867, 0.07954028399274202,0.01688876688497908,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
65,0.02243201,0.6365918132825876,0.6482789661868185,0.00043032744859072196,1.3361649590731486, 2.9124656866034724,0.5098119016928677,0.4223798009833941,0.0012870569058349485, 0.08219143417795598,0.01570055862076679,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
66,0.02039273,0.6365918132825876,0.6496415975772089,0.00047492520030498837,1.333551575605011, 2.8650260730461,0.49282530028071925,0.5784818208236703,0.0013004814715073434, 0.06889716268651194,0.013022275174985384,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
67,0.01853885,0.6365918132825876,0.6477494769232285,0.0004764628349676558,1.3422043020703838, 2.8588750556983404,0.49372342159116556,0.5136886336717696,0.0008067228891830132, 0.10267318736630171,0.02040717349664135,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
68,0.0168535,0.6365918132825876,0.6457791388547334,0.00024365243144474697,1.349013203639682, 3.061836594928821,0.5360491955066545,0.09109158753484164,0.0011452173417194572, 0.12219752848917881,0.022861920173656874,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
69,0.01532136,0.6365918132825876,0.6468021481392763,0.0006700923059855782,1.3540862382728682, 2.9320777916073917,0.5075376028449019,0.2921319099948023,0.001061864391253002, 0.11625072059699296,0.02324842586656352,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
70,0.01392851,0.6365918132825876,0.6445456013918821,0.00039380984917758134,1.3559998802459963, 2.971906519693558,0.5172554990384213,0.5708637020557863,0.0004129749938005896, 0.1069013937957235,0.020765864812744093,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
71,0.01266228,0.6365918132825876,0.6416644535516441,0.0001684962791218923,1.3437971610799413, 2.956570772406471,0.5184795067002377,0.8508686297831898,0.0014489935724097793, 0.06363679427291832,0.0130554184920161,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
72,0.01151117,0.6365918132825876,0.6429182099830771,0.0002488875064975565,1.33946819617776, 2.823807609406186,0.4877311738375515,0.5216543599344267,0.0009141992126461424, 0.09699775661929315,0.020697996569713082,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
73,0.0104647,0.6365918132825876,0.642104129923671,0.00018445200318457312,1.335082893942854, 2.8263104025388697,0.48467716475606126,0.6524778064185643,0.0007530620997922886, 0.09459307873595621,0.01857496851858297,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
74,0.00951336,0.6365918132825876,0.6424656843664993,0.00031931862881150186,1.3368851748829793, 2.8415406251986894,0.4952107756859805,0.19222851997353937,0.00036107964244536816, 0.08700827275259995,0.01756039005146184,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
75,0.00864851,0.6365918132825876,0.641455234913968,0.0002218389573931788,1.335987006041515, 3.0369025386464576,0.5322790007195595,0.7450693096295984,0.0008746111948633373, 0.10135752463395267,0.018843458609955153,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
76,0.00786228,0.6365918132825876,0.6408881459546065,0.00016586132214980534,1.3425077357530528, 2.9815536489446224,0.5186818233303182,0.31081236273836826,0.001623924468874968, 0.10256099802436901,0.020745560899637066,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
77,0.00714753,0.636398760235476,0.6397998361618342,0.00014388997464263577,1.3524544253806172, 2.9639702238681918,0.5154361110418147,0.6936833293458713,0.0008350333608974196, 0.11461283066021972,0.02180502734449258,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
78,0.00649775,0.6354731312173857,0.6384630745934293,0.00013855244804182354,1.349879467488758, 2.920873722417288,0.5151965363252069,0.13533756098611727,0.0006211995560854597, 0.09101442782798976,0.01811001143296681,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
79,0.00590705,0.6354731312173857,0.6400632322102264,0.00013885953049753958,1.3547816761014473, 3.0111591204542165,0.5210935226560783,0.8420334159816841,0.0007338049339899502, 0.13503888955047083,0.02678851680284684,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
80,0.00537004,0.6354731312173857,0.6404629296313741,5.165151709228452e-5,1.352101584062487, 2.8877898883844435,0.5010581989624813,0.7576483488315191,0.0005932994884415731, 0.09436493243631372,0.01826302313808329,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
81,0.00488186,0.6354731312173857,0.639578499564003,9.155091850517038e-5,1.3462837936289394, 2.8613224324752653,0.4934559367498669,0.9382622818207369,0.00039151883658100525, 0.08965355130823545,0.017547325248981768,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
82,0.00443805,0.6354731312173857,0.6392442275951092,0.00011892359344582449,1.3452386528407494, 2.706791413159448,0.469355080587914,0.04434348937149307,0.0004081352480181978, 0.08033028542021112,0.015833547686471258,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
83,0.00403459,0.6354731312173857,0.6384603527230972,0.0001511055361891452,1.3497577928425637, 3.0123897657996754,0.5273613215279017,0.9338054790310198,0.0005413273115106475, 0.07105517666174492,0.013377725318453286,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
84,0.00366781,0.6354731312173857,0.6377413980831885,0.00014183421108202095,1.3403525160754308, 2.791860628898246,0.48043563984252335,0.5771113196570203,0.001034385159990499, 0.09747555399521281,0.019403680097177693,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
85,0.00333438,0.6346664223598028,0.6363224426420262,0.00010430013342806295,1.332885751066255, 2.8309732906756127,0.4869198303547213,0.24806263787165467,0.0006304973123120138, 0.08493042690313106,0.016484993143410197,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
86,0.00303125,0.6332510851473889,0.6349920612553267,8.40622943057345e-5,1.331183977243747, 2.8233745812867914,0.4832081021679218,0.7969744809350425,0.0009121487824493375, 0.08661450027963889,0.0177803052498259,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
87,0.00275568,0.6332510851473889,0.6350985776515402,7.833505708505214e-5,1.3373792836093075, 2.7945035283360853,0.481480283639792,0.2052578897512674,0.0005170265738246377, 0.10127667986688392,0.019749879776572762,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
88,0.00250517,0.6332510851473889,0.6345687216446694,4.160465036092803e-5,1.3352267215784104, 2.7885201802645883,0.48008333973621004,0.9667134240612352,0.00033851367702467214, 0.08557762258918303,0.017367414111967204,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
89,0.00227742,0.6332510851473889,0.6348111097779797,6.0184060216777004e-5,1.3365799043712425, 2.947464617245194,0.5153184676641567,0.06862556764329618,0.00034898694309007296, 0.06654479991715553,0.013154166729501643,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
90,0.00207038,0.6332510851473889,0.6347835161073007,0.00011504647502119943,1.3341686932953596, 2.845134597709459,0.48649466707990746,0.2639106152879059,0.0007148005211461775, 0.10080897164498726,0.020205723180009648,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
91,0.00188217,0.632471673027755,0.6337234783150684,8.307198586301005e-5,1.3321247282795348, 2.8658948142265546,0.49670104091145306,0.17815129503894273,0.0007296788659369104, 0.09889694677662644,0.01981039156109543,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
92,0.00171106,0.632471673027755,0.6336270278321978,7.940927749241148e-5,1.3315906348426423, 2.8603185685255226,0.49665627537622825,0.15886704892235662,0.0005226375925973384, 0.09889737215420186,0.018427825211701086,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
93,0.00155551,0.6320978546182275,0.6332579350022153,7.18038414061138e-5,1.3302821574064807, 3.000436218095883,0.5243160344470548,0.9141604142644866,0.0005989986595356173, 0.08975814524002688,0.018653289595367363,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
94,0.0014141,0.6320978546182275,0.6331859124590719,6.269639263984959e-5,1.330692764500936, 3.0000490738625305,0.520516963078945,0.7620496445831222,0.0005177812013108726, 0.07859137351973046,0.014934719919087193,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
95,0.00128555,0.6320978546182275,0.632936287567439,4.902078453316107e-5,1.3299645218050558, 2.957484194718663,0.5150498063454433,0.3063680360813969,0.0005914661507599588, 0.09368271891832416,0.01853574134507195,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
1,10.0,0.6539626887356567,4.000988983368798,0.056282389964539936,1.33892660228765, 2.89231187988595,0.501789887546554,0.8496656453577742,0.0008388725101986291, 0.04136130362059821,0.00806892940242339,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
