omega,S,S_edge,S_cont
2.9925,0.504971749156165,0.504971749156165,0.0
2.9975,0.6378218484947844,0.6378218484947844,0.0
3.0025,0.6885585698502369,0.6885585698502369,0.0
3.0075000000000003,0.6365652114333492,0.6365652114333492,0.0
3.0125,0.45132905459614303,0.45132905459614303,0.0
3.0175,0.2427273023978734,0.2427273023978734,0.0
3.0225,0.08796459430047508,0.08796459430047508,0.0
3.0275,0.027685285259747727,0.027685285259747727,0.0
3.0325,0.014215706757487493,0.014215706757487493,0.0
3.0375,0.017867808217284002,0.017867808217284002,0.0
3.0425,0.04865541622245028,0.04865541622245028,0.0
3.0475,0.10583240251775909,0.10583240251775909,0.0
3.0525,0.19572122231855704,0.19572122231855704,0.0
3.0575,0.3409413427306808,0.3409413427306808,0.0
3.0625,0.5121974122594184,0.5121974122594184,0.0
3.0675,0.6445762726999993,0.6445762726999993,0.0
3.0725000000000002,0.6713976199800102,0.6713976199800102,0.0
3.0775,0.6181476245016871,0.6181476245016871,0.0
3.0825,0.4282776185004381,0.4282776185004381,0.0
3.0875,0.22466314463974013,0.22466314463974013,0.0
3.0925000000000002,0.08340928495277192,0.08340928495277192,0.0
3.0975,0.021912608758779054,0.021912608758779054,0.0
3.1025,0.012841259971542571,0.012841259971542571,0.0
3.1075,0.018142697574472986,0.018142697574472986,0.0
3.1125000000000003,0.04779147824271347,0.04779147824271347,0.0
3.1175,0.1004916950066588,0.1004916950066588,0.0
3.1225,0.18425440913295943,0.18425440913295943,0.0
3.1275,0.3155729820529544,0.3155729820529544,0.0
3.1325000000000003,0.47693303472288856,0.47693303472288856,0.0
3.1375,0.6173622263382899,0.6173622263382899,0.0
3.1425,0.6639363374277378,0.6639363374277378,0.0
3.1475,0.6229778232065794,0.6229778232065794,0.0
3.1525,0.46585892061898926,0.46585892061898926,0.0
3.1575,0.2555292924612461,0.2555292924612461,0.0
3.1625,0.11121237993702919,0.11121237993702919,0.0
3.1675,0.03059125846431699,0.03059125846431699,0.0
3.1725,0.013665928043109525,0.013665928043109525,0.0
3.1775,0.014608405839186045,0.014608405839186045,0.0
3.1825,0.03534291735286945,0.03534291735286945,0.0
3.1875,0.08109236037075047,0.08109236037075047,0.0
3.1925,0.14651602738172878,0.14651602738172878,0.0
3.1975000000000002,0.25085617338903343,0.25085617338903343,0.0
3.2025,0.39882518737304695,0.39882518737304695,0.0
3.2075,0.5529988468478978,0.5529988468478978,0.0
3.2125,0.6453224009552264,0.6453224009552264,0.0
3.2175000000000002,0.6505060288336475,0.6505060288336475,0.0
3.2225,0.537487233120805,0.537487233120805,0.0
3.2275,0.3441614752006089,0.3441614752006089,0.0
3.2325,0.17463328163134498,0.17463328163134498,0.0
3.2375000000000003,0.06687665361326299,0.06687665361326299,0.0
3.2425,0.022266037932307747,0.022266037932307747,0.0
3.2475,0.011466813185597648,0.011466813185597648,0.0
3.2525,0.019909843442116458,0.019909843442116458,0.0
3.2575000000000003,0.04963716392669666,0.04963716392669666,0.0
3.2625,0.09829258014914692,0.09829258014914692,0.0
3.2675,0.17561502933559134,0.17561502933559134,0.0
3.2725,0.28608128101739333,0.28608128101739333,0.0
3.2775,0.4352283922465026,0.4352283922465026,0.0
3.2825,0.5667825846155167,0.5667825846155167,0.0
3.2875,0.6550220682731808,0.6550220682731808,0.0
3.2925,0.616341208725874,0.616341208725874,0.0
3.2975,0.4795641185702688,0.4795641185702688,0.0
3.3025,0.3002969877748809,0.3002969877748809,0.0
3.3075,0.15079644737224296,0.15079644737224296,0.0
3.3125,0.061064707204124456,0.061064707204124456,0.0
3.3175,0.021048670779042242,0.021048670779042242,0.0
3.3225000000000002,0.012566370614353587,0.012566370614353587,0.0
3.3275,0.023876104167271806,0.023876104167271806,0.0
3.3325,0.051875548692378405,0.051875548692378405,0.0
3.3375,0.09731083244490055,0.09731083244490055,0.0
3.3425000000000002,0.17643969740715829,0.17643969740715829,0.0
3.3475,0.28965484266085006,0.28965484266085006,0.0
3.3525,0.4184601414579745,0.4184601414579745,0.0
3.3575,0.5446343564077185,0.5446343564077185,0.0
3.3625000000000003,0.6372720697804064,0.6372720697804064,0.0
3.3675,0.6038926478360299,0.6038926478360299,0.0
3.3725,0.4806636759990248,0.4806636759990248,0.0
3.3775,0.31309897783825363,0.31309897783825363,0.0
3.3825000000000003,0.17062775099801977,0.17062775099801977,0.0
3.3875,0.07449501579821484,0.07449501579821484,0.0
3.3925,0.027292586178049173,0.027292586178049173,0.0
3.3975,0.014844025288205174,0.014844025288205174,0.0
3.4025,0.019202985095059067,0.019202985095059067,0.0
3.4075,0.044296456415596375,0.044296456415596375,0.0
3.4125,0.08234899743218584,0.08234899743218584,0.0
3.4175,0.1502859385660349,0.1502859385660349,0.0
3.4225,0.2500315053174665,0.2500315053174665,0.0
3.4275,0.3725928887155838,0.3725928887155838,0.0
3.4325,0.48981356460260117,0.48981356460260117,0.0
3.4375,0.5903445295174298,0.5903445295174298,0.0
3.4425,0.6007903250906111,0.6007903250906111,0.0
3.4475000000000002,0.5217399999446932,0.5217399999446932,0.0
3.4525,0.3852377991462772,0.3852377991462772,0.0
3.4575,0.22521292335411813,0.22521292335411813,0.0
3.4625,0.11545353001937353,0.11545353001937353,0.0
3.4675000000000002,0.05093307089630186,0.05093307089630186,0.0
3.4725,0.02034181243198486,0.02034181243198486,0.0
3.4775,0.015865042900621403,0.015865042900621403,0.0
3.4825,0.02788163480059701,0.02788163480059701,0.0
3.4875000000000003,0.05525276079498592,0.05525276079498592,0.0
3.4925,0.1124297470902947,0.1124297470902947,0.0
3.4975,0.18704257261301915,0.18704257261301915,0.0
3.5025,0.28231136983308724,0.28231136983308724,0.0
3.5075000000000003,0.4067184389151878,0.4067184389151878,0.0
3.5125,0.5065818153911291,0.5065818153911291,0.0
3.5175,0.5782493978011145,0.5782493978011145,0.0
3.5225,0.5593998418795841,0.5593998418795841,0.0
3.5275,0.47763989306994603,0.47763989306994603,0.0
3.5325,0.3434938867617213,0.3434938867617213,0.0
3.5375,0.20114046964599708,0.20114046964599708,0.0
3.5425,0.10551824325240022,0.10551824325240022,0.0
3.5475,0.04724169952833549,0.04724169952833549,0.0
3.5525,0.021755529126099637,0.021755529126099637,0.0
3.5575,0.018064157758133276,0.018064157758133276,0.0
3.5625,0.028077984341446288,0.028077984341446288,0.0
