j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,0.25751502,1.1565628997418003,1.227591281240054,0.005134911967428616,-1.0134099718781067, -0.2455824715344304,0.75,0.5,0.0004965766899240306, 0.0009997180469361263,0.0,1.481563031694576, 0.5509123165023635,0.75,0.5,0.0018025382943083342, 0.001106762638145387,0.0
