j,ar_cont_s,∆w_cont_s,ar_cont_d,∆w_cont_d,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,1.0000000000000002,0.0,0.0,-0.0005231714211108675,0.0,0.8236132361739883,0.11481249999999998,0.0006603412059014497,0.4929220779220778,22.584415584415584,0.0
1,1.0,0.0,0.0,-3.5595423976923216e-7,0.0,0.837215022611433,0.49749149659863956,0.00035646013624373994,0.48502517890272984,21.844155844155843,0.0
2,1.0,0.0,0.0,-2.4218337565278005e-10,0.0,0.8339263287316643,0.4980652173913042,0.000344141416691018,0.48892151326933925,22.038961038961038,0.0
3,0.9999999999999997,0.0,0.0,-1.647762012347447e-13,0.0,0.8327247405442445,0.4984458259325046,0.00037945345109290085,0.47071578510299644,21.454545454545453,0.0
4,1.0000000000000002,0.0,0.0,-1.1211007535166223e-16,0.0,0.8266531626648251,0.48713636363636353,0.0003265818123363249,0.5335537190082644,23.324675324675326,0.0
5,1.0,0.0,0.0,-7.627721055087143e-20,0.0,0.8256876585935823,0.49735130111524173,0.00035294857068255434,0.4978757302177376,21.77922077922078,0.0
6,1.0,0.0,0.0,-5.1897323511483186e-23,0.0,0.8237440404292519,0.481404761904762,0.00032875756247877525,0.523512677798392,22.155844155844157,0.0
7,0.9999999999999999,0.0,0.0,-3.530978870627794e-26,0.0,0.8254602510815663,0.46505847953216345,0.00031531406688436987,0.5372015898331687,22.74025974025974,0.0
8,1.0,0.0,0.0,-2.4023997657723555e-29,0.0,0.8311545058826815,0.5075749999999999,0.00033083624494151747,0.49249350649350654,20.662337662337663,0.0
9,0.9999999999999999,0.0,0.0,-1.6345395557569312e-32,0.0,0.8244000012180644,0.4879610655737706,0.000286137665407424,0.5174047264211199,22.194805194805195,0.0
10,0.9999999999999998,0.0,0.0,-1.1121044871044293e-35,0.0,0.8246053333829062,0.495578947368421,0.0002882581044609504,0.5041148325358852,21.064935064935064,0.0
11,0.9999999999999998,0.0,0.0,-7.566512452279404e-39,0.0,0.8121907052219222,0.4802105831533476,0.0003244762923130946,0.515806008246613,21.493506493506494,0.0
12,0.9999999999999998,0.0,0.0,-5.1480873743766445e-42,0.0,0.8185610184670297,0.49366666666666664,0.00032581840957157437,0.5173160173160174,21.558441558441558,0.0
13,1.0,0.0,0.0,-3.5026445514184373e-45,0.0,0.8155563414525541,0.4989155251141552,0.0002949584913070609,0.5047441143331555,20.753246753246753,0.0
14,0.9999999999999999,0.0,0.0,-2.383121722961588e-48,0.0,0.8108533562646233,0.4876764705882353,0.0002755316994779536,0.481405653170359,21.4025974025974,0.0
15,1.0,0.0,0.0,-1.621423202691669e-51,0.0,0.8225680324066157,0.4585048426150121,0.00027887267211062366,0.5114933492657463,21.818181818181817,0.0
16,1.0000000000000002,0.0,0.0,-1.1031804111792258e-54,0.0,0.811295116406594,0.47653124999999996,0.00025920617157930024,0.5297077922077923,21.636363636363637,0.0
17,1.0,0.0,0.0,-7.505795017545412e-58,0.0,0.8072397779300049,0.5112757731958764,0.00029685113187946627,0.49343955014058094,19.74025974025974,0.0
18,1.0,0.0,0.0,-5.10677657747649e-61,0.0,0.8048211009448603,0.5022666666666666,0.0002591072957463798,0.4894545454545454,20.285714285714285,0.0
19,1.0000000000000002,0.0,0.0,-3.4745376007871634e-64,0.0,0.8089767442914896,0.4982438016528925,0.0002787740994486756,0.4908947801509784,20.441558441558442,0.0
20,1.0000000000000002,0.0,0.0,-2.363998376692131e-67,0.0,0.8030088939549495,0.4886785714285713,0.0002965586654795225,0.5053432282003711,20.818181818181817,0.0
21,1.0000000000000002,0.0,0.0,-1.608412101724543e-70,0.0,0.8169761704458026,0.503439349112426,0.00032002332568318063,0.5096826250672405,19.4025974025974,0.0
22,1.0,0.0,0.0,-1.0943279464488699e-73,0.0,0.8012590633583566,0.4858461538461539,0.00027912292363761,0.4939460539460539,20.272727272727273,0.0
23,1.0,0.0,0.0,-7.445564809509828e-77,0.0,0.8024832176812596,0.4930910543130989,0.0002457785627987965,0.5028422057176049,19.61038961038961,0.0
24,1.0,0.0,0.0,-5.0657972788234285e-80,0.0,0.8051530460227962,0.48720833333333313,0.0002821540464009324,0.5132034632034634,19.90909090909091,0.0
25,1.0000000000000002,0.0,0.0,-3.446656194216151e-83,0.0,0.8012975178751608,0.4739583333333335,0.00025443408220330416,0.5043740981240982,19.48051948051948,0.0
26,0.9999999999999999,0.0,0.0,-2.3450284856024987e-86,0.0,0.793912651522673,0.49809090909090925,0.0002634113269351296,0.5150885478158206,19.857142857142858,0.0
27,0.9999999999999998,0.0,0.0,-1.5955054082607116e-89,0.0,0.7968877506449267,0.4979562737642585,0.0002370390263958545,0.47019900251839414,19.441558441558442,0.0
28,1.0,0.0,0.0,-1.0855465182697512e-92,0.0,0.7869056209119176,0.50315,0.0002606615609549958,0.5146493506493507,19.064935064935064,0.0
29,0.9999999999999999,0.0,0.0,-7.385817918424896e-96,0.0,0.7955098432149467,0.48713235294117646,0.00020432424911497193,0.4856488049765359,19.31168831168831,0.0
30,1.0,0.0,0.0,-5.025146818311738e-99,0.0,0.7962037575250888,0.4740555555555555,0.000243785541474095,0.5067821067821068,19.181818181818183,0.0
31,0.9999999999999999,0.0,0.0,-3.418998521828419e-102,0.0,0.7909081463813165,0.4889671361502348,0.00024591506022798263,0.5078348881165782,17.948051948051948,0.0
32,0.9999999999999999,0.0,0.0,-2.3262108182925046e-105,0.0,0.7889077322363245,0.47806250000000006,0.0002445687234435689,0.49857142857142855,19.2987012987013,0.0
33,1.0,0.0,0.0,-1.5827022844827794e-108,0.0,0.7925777695490798,0.48164893617021276,0.000300733235661435,0.5246615087040619,18.948051948051948,0.0
34,1.0000000000000002,0.0,0.0,-1.0768355566094818e-111,0.0,0.7938731834214976,0.48828571428571427,0.00020553272959020127,0.5291280148423003,19.350649350649352,0.0
35,1.0,0.0,0.0,-7.3265504659165665e-115,0.0,0.7889031571112348,0.48811349693251554,0.00025836313266530003,0.5154967731654848,18.61038961038961,0.0
36,1.0,0.0,0.0,-4.9848225571816735e-118,0.0,0.787654014268888,0.4873333333333333,0.00022360910087214678,0.4872727272727274,17.90909090909091,0.0
37,1.0,0.0,0.0,-3.391562788270326e-121,0.0,0.783792272623698,0.4996376811594202,0.00021604944869208463,0.5305853566723131,17.51948051948052,0.0
38,1.0000000000000002,0.0,0.0,-2.307544153243319e-124,0.0,0.7771361221370019,0.49260000000000004,0.00023645104483457406,0.48228571428571415,17.272727272727273,0.0
39,1.0,0.0,0.0,-1.5700018992964072e-127,0.0,0.7809045531833767,0.45829646017699116,0.0002342846381978461,0.5043098494425929,18.22077922077922,0.0
40,1.0,0.0,0.0,-1.068194496009894e-130,0.0,0.7820246391594088,0.5040000000000002,0.0002591710911295964,0.4803896103896104,15.96103896103896,0.0
41,0.9999999999999999,0.0,0.0,-7.267758604732811e-134,0.0,0.7828266536216089,0.48987500000000017,0.00027746188709867686,0.4899999999999999,16.48051948051948,0.0
42,0.9999999999999999,0.0,0.0,-4.94482187784822e-137,0.0,0.7771096478015659,0.47574999999999995,0.0002459676036945282,0.5185714285714286,16.5974025974026,0.0
43,0.9999999999999999,0.0,0.0,-3.364347212595036e-140,0.0,0.771905544305975,0.4995,0.00020018756800454439,0.5045454545454545,15.792207792207792,0.0
44,1.0,0.0,0.0,-2.289027278738191e-143,0.0,0.7675953402951248,0.4844999999999999,0.00019909186899973595,0.5001298701298702,16.662337662337663,0.0
45,1.0,0.0,0.0,-1.5574034282763719e-146,0.0,0.7652387724962195,0.48875000000000013,0.00023567248189803664,0.5031168831168831,16.5974025974026,0.0
46,0.9999999999999999,0.0,0.0,-1.059622775550337e-149,0.0,0.7658411228581201,0.4638749999999998,0.00023402192917975498,0.5115584415584415,16.7012987012987,0.0
47,1.0000000000000002,0.0,0.0,-7.20943851849382e-153,0.0,0.7731818790740852,0.4911250000000001,0.00015610766506730586,0.5045454545454546,16.376623376623378,0.0
48,1.0,0.0,0.0,-4.905142183731146e-156,0.0,0.7641639055139174,0.46787499999999993,0.0002078387132032523,0.5154545454545454,16.064935064935064,0.0
49,1.0000000000000002,0.0,0.0,-3.3373500281469066e-159,0.0,0.7672976208167996,0.5009999999999999,0.00021292795959974013,0.507012987012987,15.324675324675324,0.0
50,1.0000000000000002,0.0,0.0,-2.270658992783773e-162,0.0,0.7648608829312384,0.47475000000000006,0.00023464427841292742,0.49103896103896105,14.727272727272727,0.0
51,0.9999999999999999,0.0,0.0,-1.544906053613043e-165,0.0,0.7523381641564897,0.49012500000000003,0.0002680230020630868,0.4903896103896104,15.025974025974026,0.0
52,0.9999999999999999,0.0,0.0,-1.0511198388112647e-168,0.0,0.753055180378486,0.50525,0.0001920842819016241,0.4909090909090908,14.545454545454545,0.0
53,1.0,0.0,0.0,-7.151586421444333e-172,0.0,0.7476350597612103,0.48475,0.00018674746519627464,0.5031168831168832,14.415584415584416,0.0
