i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.4898,0.0437,0.7997,0.8976,0.9993,-0.999,0.0001,0.0001,0.35,0.35,0.15,0.15
