i,ar_pcont1,ar_pcont2,ar_pcont3,ar_ncont1,ar_ncont2,ar_ncont3,∆w_pcont1,∆w_pcont2,∆w_ncont1,∆w_ncont2,ar_ppeak,ar_npeak,∆w_ppeak,∆w_npeak,ar_wAc,ar_wAp,ar_wApc,∆w_Ac,∆w_Ap,∆w_Apc
183.0,0.4536,0.4547,0.0717,0.4712,0.4587,0.0259,0.02950107,0.12234683,0.01229211,0.04097371,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0,0.5002,0.5198,0.0711,0.4674,0.4526,0.0254,0.02458422,0.1019557,0.01229211,0.04097371,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,0.4963,0.5135,0.0704,0.463,0.5157,0.0251,0.02458422,0.1019557,0.01229211,0.03414476,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,0.4924,0.5081,0.0692,0.459,0.5098,0.0244,0.02458422,0.1019557,0.01229211,0.03414476,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.0,0.4883,0.5015,0.0686,0.456,0.5055,0.024,0.02458422,0.1019557,0.01229211,0.03414476,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.0,0.4839,0.496,0.068,0.4521,0.4997,0.0237,0.02458422,0.1019557,0.01229211,0.03414476,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.0,0.48,0.4911,0.0663,0.4963,0.4948,0.0235,0.02458422,0.1019557,0.01024343,0.03414476,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.0,0.4756,0.4858,0.0662,0.4918,0.4875,0.0232,0.02458422,0.1019557,0.01024343,0.03414476,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.0,0.4718,0.4803,0.0653,0.4879,0.4824,0.0229,0.02458422,0.1019557,0.01024343,0.03414476,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,0.4674,0.4743,0.0645,0.4837,0.4762,0.0226,0.02458422,0.1019557,0.01024343,0.03414476,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0,0.4636,0.4694,0.0633,0.4802,0.4713,0.0223,0.02458422,0.1019557,0.01024343,0.03414476,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.0,0.4592,0.4641,0.0628,0.4772,0.4662,0.0221,0.02458422,0.1019557,0.01024343,0.03414476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,0.4554,0.4592,0.0619,0.4727,0.4594,0.0216,0.02458422,0.1019557,0.01024343,0.03414476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.0,0.4511,0.4539,0.0611,0.4689,0.4556,0.0212,0.02458422,0.1019557,0.01024343,0.03414476,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0,0.498,0.5173,0.0607,0.4651,0.5199,0.0212,0.02048685,0.08496308,0.01024343,0.02845396,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.0,0.4939,0.5112,0.0599,0.4613,0.513,0.0205,0.02048685,0.08496308,0.01024343,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.0,0.4896,0.5061,0.0588,0.4575,0.5085,0.0204,0.02048685,0.08496308,0.01024343,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,0.4852,0.5008,0.0582,0.4536,0.5014,0.02,0.02048685,0.08496308,0.01024343,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.0,0.4812,0.4953,0.0574,0.4967,0.495,0.0201,0.02048685,0.08496308,0.00853619,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.0,0.4774,0.4891,0.057,0.4926,0.4895,0.0197,0.02048685,0.08496308,0.00853619,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.0,0.473,0.4841,0.0562,0.4896,0.4845,0.0194,0.02048685,0.08496308,0.00853619,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,0.4686,0.4783,0.0559,0.4856,0.4786,0.0189,0.02048685,0.08496308,0.00853619,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0,0.4654,0.4735,0.0548,0.4815,0.4732,0.0187,0.02048685,0.08496308,0.00853619,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.0,0.4609,0.4673,0.0541,0.4776,0.4676,0.0186,0.02048685,0.08496308,0.00853619,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207.0,0.457,0.463,0.0531,0.474,0.4627,0.0185,0.02048685,0.08496308,0.00853619,0.02845396,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.0,0.4528,0.4572,0.0523,0.4698,0.4574,0.018,0.02048685,0.08496308,0.00853619,0.02845396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.0,0.4996,0.5216,0.0518,0.4659,0.5223,0.018,0.01707238,0.07080257,0.00853619,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,0.4955,0.5155,0.0517,0.4623,0.5161,0.0176,0.01707238,0.07080257,0.00853619,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.0,0.4913,0.5104,0.0511,0.4583,0.5094,0.0174,0.01707238,0.07080257,0.00853619,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.0,0.4872,0.5035,0.05,0.4547,0.5049,0.0172,0.01707238,0.07080257,0.00853619,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.0,0.4827,0.4981,0.0495,0.4513,0.4991,0.017,0.01707238,0.07080257,0.00853619,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214.0,0.479,0.4934,0.0493,0.4954,0.4938,0.0166,0.01707238,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.0,0.4753,0.4881,0.0479,0.4909,0.4864,0.0166,0.01707238,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.0,0.4707,0.4814,0.0476,0.4872,0.482,0.016,0.01707238,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.0,0.4665,0.4761,0.0472,0.4835,0.4764,0.0159,0.01707238,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.0,0.4623,0.471,0.0461,0.4794,0.4696,0.0155,0.01707238,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219.0,0.4583,0.4648,0.0459,0.4755,0.4645,0.0154,0.01707238,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.0,0.4544,0.4601,0.0451,0.4713,0.4578,0.0151,0.01707238,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0,0.5018,0.4547,0.0447,0.4675,0.4532,0.0149,0.01422698,0.07080257,0.00711349,0.02371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.0,0.4969,0.5193,0.0444,0.4641,0.5185,0.0147,0.01422698,0.05900214,0.00711349,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.0,0.4929,0.5137,0.0438,0.46,0.5123,0.0144,0.01422698,0.05900214,0.00711349,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.0,0.4886,0.5079,0.0432,0.4564,0.5076,0.0144,0.01422698,0.05900214,0.00711349,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,0.4844,0.5012,0.0422,0.4522,0.5011,0.0142,0.01422698,0.05900214,0.00711349,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226.0,0.4803,0.4968,0.0423,0.4956,0.4943,0.014,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.0,0.4764,0.4902,0.0417,0.4923,0.4897,0.0139,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228.0,0.472,0.4848,0.0413,0.4882,0.4834,0.0137,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0,0.4681,0.48,0.0402,0.4844,0.4781,0.0135,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230.0,0.4641,0.4744,0.0396,0.4809,0.4732,0.0134,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.0,0.4601,0.4684,0.0392,0.4766,0.4666,0.0132,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232.0,0.4563,0.4635,0.0388,0.4733,0.4616,0.013,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233.0,0.4523,0.4588,0.0383,0.4695,0.4567,0.0129,0.01422698,0.05900214,0.00592791,0.0197597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234.0,0.4988,0.4544,0.0378,0.4652,0.5206,0.0125,0.01185582,0.05900214,0.00592791,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235.0,0.495,0.5173,0.0371,0.4614,0.5142,0.0124,0.01185582,0.04916845,0.00592791,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236.0,0.4903,0.5113,0.0367,0.4575,0.5085,0.0122,0.01185582,0.04916845,0.00592791,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.0,0.486,0.5049,0.0364,0.4533,0.5024,0.012,0.01185582,0.04916845,0.00592791,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238.0,0.4821,0.4982,0.0358,0.497,0.4965,0.0118,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239.0,0.4779,0.4937,0.0352,0.4932,0.4912,0.0118,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.0,0.4739,0.4875,0.035,0.4891,0.4862,0.0116,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.0,0.4696,0.4832,0.0349,0.4854,0.4795,0.0114,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.0,0.4656,0.476,0.0342,0.4816,0.4744,0.0113,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243.0,0.4611,0.4707,0.0337,0.4774,0.4689,0.0113,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244.0,0.4572,0.465,0.0336,0.4737,0.4632,0.011,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245.0,0.453,0.4601,0.0327,0.4698,0.4582,0.0109,0.01185582,0.04916845,0.00493992,0.01646641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.0,0.5004,0.4544,0.0322,0.4659,0.5216,0.0105,0.00987985,0.04916845,0.00493992,0.01372201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.0,0.496,0.5195,0.0319,0.4624,0.5167,0.0103,0.00987985,0.04097371,0.00493992,0.01372201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248.0,0.4918,0.5137,0.0313,0.4586,0.5105,0.0103,0.00987985,0.04097371,0.00493992,0.01372201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249.0,0.4879,0.5086,0.0307,0.4548,0.5066,0.0103,0.00987985,0.04097371,0.00493992,0.01372201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,0.4831,0.502,0.0308,0.4512,0.4988,0.0101,0.00987985,0.04097371,0.00493992,0.01372201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4935782,0.50791,0.07655616,0.4707451,0.4991488,0.02746276,0.02752804,0.11416428,0.01327548,0.03964037,0.00248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
