i,theta,chi2_min,chi2_avg,edge_p,edge_n,Ap_p,Ap_n,Ac_p,Ac_n
45.0,4.08557674,1.30163902,4.039786,1.00062,-0.49993,0.21441362,0.48558638,0.09587383,0.20412617
46.0,3.96657936,1.30163902,3.86893727,1.00081,-0.49961,0.21441338,0.48558662,0.09587432,0.20412568
47.0,3.85104792,1.30163902,3.76681757,1.00102,-0.49968,0.21441195,0.48558805,0.09587482,0.20412518
48.0,3.73888147,1.30163902,3.47283113,1.00069,-0.49981,0.21441102,0.48558898,0.09587506,0.20412494
49.0,3.62998201,1.29104846,3.33503309,1.00106,-0.49967,0.21441086,0.48558914,0.09587496,0.20412504
50.0,3.52425438,1.29104846,3.50850196,1.00062,-0.49969,0.21441675,0.48558325,0.09587412,0.20412588
51.0,3.4216062,1.29104846,3.58066142,1.00116,-0.49962,0.21441204,0.48558796,0.09587365,0.20412635
52.0,3.32194776,1.29104846,2.98372008,1.00075,-0.49972,0.21441528,0.48558472,0.09587354,0.20412646
53.0,3.225192,1.29104846,3.15266701,1.00146,-0.4997,0.21441511,0.48558489,0.09587402,0.20412598
54.0,3.13125437,1.29104846,3.20734467,1.00116,-0.49957,0.21441374,0.48558626,0.09587363,0.20412637
55.0,3.04005279,1.28097553,2.81602191,1.00093,-0.49964,0.21441451,0.48558549,0.09587374,0.20412626
56.0,2.95150756,1.28097553,2.82610632,1.00089,-0.49967,0.21441379,0.48558621,0.09587374,0.20412626
57.0,2.86554132,1.28097553,2.69905579,1.0011,-0.49941,0.21441344,0.48558656,0.09587351,0.20412649
58.0,2.78207895,1.15922323,2.42461565,1.00109,-0.49964,0.21441361,0.48558639,0.0958732,0.2041268
59.0,2.70104753,1.15922323,2.99279937,1.00087,-0.49974,0.21441425,0.48558575,0.09587322,0.20412678
60.0,2.62237624,1.15922323,2.81138595,1.00119,-0.49997,0.21441508,0.48558492,0.09587362,0.20412638
61.0,2.54599635,1.15922323,2.84547229,1.00119,-0.49968,0.21441449,0.48558551,0.09587343,0.20412657
62.0,2.47184112,1.15922323,2.31568657,1.00085,-0.49976,0.21441426,0.48558574,0.09587398,0.20412602
63.0,2.39984574,1.15922323,2.6708372,1.00115,-0.49994,0.21441235,0.48558765,0.09587444,0.20412556
64.0,2.32994732,1.15922323,2.6501932,1.00115,-0.49964,0.21441437,0.48558563,0.09587436,0.20412564
65.0,2.26208478,1.15922323,2.55313064,1.00152,-0.49972,0.21441302,0.48558698,0.09587451,0.20412549
66.0,2.19619882,1.15922323,2.42990651,1.00136,-0.49964,0.21441199,0.48558801,0.09587463,0.20412537
67.0,2.13223186,1.15922323,2.36251466,1.00121,-0.49971,0.21441316,0.48558684,0.09587458,0.20412542
68.0,2.07012802,1.15438733,2.23883376,1.00145,-0.49969,0.2144127,0.4855873,0.0958745,0.2041255
69.0,2.00983303,1.15438733,2.2764986,1.00144,-0.49974,0.21441227,0.48558773,0.09587453,0.20412547
70.0,1.9512942,1.15438733,2.14977322,1.00089,-0.49967,0.2144139,0.4855861,0.09587453,0.20412547
71.0,1.89446039,1.15438733,2.00948826,1.00091,-0.49968,0.21441225,0.48558775,0.09587459,0.20412541
72.0,1.83928193,1.04208317,1.95188624,1.00124,-0.49968,0.21441242,0.48558758,0.09587468,0.20412532
73.0,1.78571062,1.04208317,2.29449508,1.00126,-0.49972,0.21441096,0.48558904,0.09587496,0.20412504
74.0,1.73369963,1.04208317,2.12403011,1.00065,-0.49996,0.21441152,0.48558848,0.09587488,0.20412512
75.0,1.68320352,1.03786849,1.89962635,1.00126,-0.49974,0.21441405,0.48558595,0.09587485,0.20412515
76.0,1.63417818,0.98964311,1.94141911,1.00093,-0.49986,0.21441303,0.48558697,0.09587472,0.20412528
77.0,1.58658075,0.98964311,1.82827143,1.00118,-0.49965,0.21441032,0.48558968,0.09587463,0.20412537
78.0,1.54036966,0.98964311,1.81899818,1.00135,-0.49964,0.21441311,0.48558689,0.09587477,0.20412523
79.0,1.49550453,0.98964311,1.78944286,1.00115,-0.4996,0.21441425,0.48558575,0.09587467,0.20412533
80.0,1.45194614,0.98964311,1.73006509,1.00144,-0.49963,0.21441179,0.48558821,0.0958747,0.2041253
81.0,1.40965645,0.98964311,1.71317566,1.00105,-0.49962,0.21441306,0.48558694,0.09587463,0.20412537
82.0,1.36859849,0.98964311,1.80329787,1.00123,-0.49947,0.21441256,0.48558744,0.09587466,0.20412534
83.0,1.3287364,0.98964311,1.67853742,1.00091,-0.49946,0.21441211,0.48558789,0.09587468,0.20412532
84.0,1.29003534,0.98964311,1.61423599,1.00121,-0.49975,0.21441358,0.48558642,0.09587473,0.20412527
85.0,1.2524615,0.98964311,1.70946679,1.00109,-0.49988,0.21441322,0.48558678,0.09587478,0.20412522
86.0,1.21598204,0.98964311,1.64317202,1.00125,-0.49969,0.21441115,0.48558885,0.09587476,0.20412524
87.0,1.18056508,0.97903171,1.53875063,1.00119,-0.49944,0.21441088,0.48558912,0.09587482,0.20412518
88.0,1.14617969,0.97903171,1.46501866,1.00138,-0.49951,0.21441252,0.48558748,0.09587486,0.20412514
89.0,1.11279582,0.97903171,1.49372074,1.00172,-0.49954,0.21441416,0.48558584,0.09587491,0.20412509
90.0,1.08038429,0.94202358,1.46544386,1.00106,-0.49968,0.21441219,0.48558781,0.09587489,0.20412511
91.0,1.04891679,0.94202358,1.45400606,1.00125,-0.4996,0.2144121,0.4855879,0.09587492,0.20412508
92.0,1.01836581,0.94202358,1.51749456,1.00136,-0.49965,0.21441197,0.48558803,0.09587491,0.20412509
93.0,0.98870467,0.94202358,1.4882912,1.00074,-0.49976,0.21441187,0.48558813,0.09587491,0.20412509
94.0,0.95990745,0.94202358,1.45466407,1.00144,-0.49987,0.21441178,0.48558822,0.09587492,0.20412508
95.0,0.93194898,0.94202358,1.41810775,1.00138,-0.49969,0.21441353,0.48558647,0.09587492,0.20412508
96.0,0.90480483,0.94202358,1.38980071,1.00154,-0.49973,0.21441167,0.48558833,0.09587492,0.20412508
97.0,0.87845129,0.94202358,1.40382487,1.00119,-0.49982,0.21441344,0.48558656,0.09587493,0.20412507
98.0,0.85286533,0.94202358,1.39286982,1.0013,-0.49986,0.2144116,0.4855884,0.09587495,0.20412505
99.0,0.8280246,0.90492709,1.34586362,1.00182,-0.49983,0.21441159,0.48558841,0.09587493,0.20412507
100.0,0.80390738,0.90492709,1.32886595,1.00115,-0.49972,0.21441338,0.48558662,0.09587493,0.20412507
101.0,0.7804926,0.90492709,1.31588545,1.00142,-0.49975,0.21441335,0.48558665,0.09587492,0.20412508
102.0,0.7577598,0.90492709,1.31955082,1.0013,-0.4997,0.21441154,0.48558846,0.09587494,0.20412506
103.0,0.73568913,0.90492709,1.29215906,1.00072,-0.49971,0.21441332,0.48558668,0.09587493,0.20412507
104.0,0.71426129,0.90492709,1.28327618,1.00097,-0.49972,0.21441151,0.48558849,0.09587493,0.20412507
105.0,0.69345756,0.90492709,1.27431561,1.00123,-0.49969,0.21441331,0.48558669,0.09587492,0.20412508
106.0,0.67325977,0.90492709,1.2609609,1.00169,-0.49962,0.21441149,0.48558851,0.09587491,0.20412509
107.0,0.65365026,0.90492709,1.25112453,1.0013,-0.49967,0.21441329,0.48558671,0.09587491,0.20412509
108.0,0.63461191,0.90492709,1.24994472,1.00109,-0.49968,0.21441329,0.48558671,0.09587491,0.20412509
109.0,0.61612806,0.90492709,1.2089665,1.0014,-0.49963,0.21441329,0.48558671,0.09587492,0.20412508
110.0,0.59818259,0.90492709,1.18903782,1.00166,-0.49965,0.21441148,0.48558852,0.09587492,0.20412508
111.0,0.58075979,0.90492709,1.16835253,1.00156,-0.49961,0.21441147,0.48558853,0.09587492,0.20412508
112.0,0.56384446,0.90492709,1.19522178,1.00102,-0.49962,0.21441147,0.48558853,0.09587492,0.20412508
113.0,0.5474218,0.90492709,1.24059478,1.00095,-0.49964,0.21441147,0.48558853,0.09587492,0.20412508
114.0,0.53147748,0.90492709,1.16026813,1.00144,-0.49964,0.21441147,0.48558853,0.09587491,0.20412509
115.0,0.51599755,0.89015983,1.13114232,1.00111,-0.49964,0.21441147,0.48558853,0.09587491,0.20412509
116.0,0.5009685,0.89015983,1.12046504,1.00156,-0.49962,0.21441147,0.48558853,0.09587491,0.20412509
117.0,0.48637718,0.89015983,1.08912852,1.00055,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
118.0,0.47221086,0.89015983,1.14458323,1.00145,-0.49963,0.21441147,0.48558853,0.09587491,0.20412509
119.0,0.45845714,0.89015983,1.12243195,1.00111,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
120.0,0.44510402,0.89015983,1.1437972,1.0011,-0.49959,0.21441147,0.48558853,0.09587491,0.20412509
121.0,0.43213983,0.88577028,1.14766289,1.00106,-0.49958,0.21441147,0.48558853,0.09587491,0.20412509
122.0,0.41955323,0.88577028,1.11436502,1.00134,-0.4996,0.21441147,0.48558853,0.09587491,0.20412509
123.0,0.40733323,0.88577028,1.06248337,1.00133,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
124.0,0.39546916,0.88577028,1.0691089,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
125.0,0.38395064,0.88577028,1.1151158,1.00198,-0.49962,0.21441147,0.48558853,0.09587491,0.20412509
126.0,0.37276761,0.88577028,1.12912254,1.00144,-0.49962,0.21441147,0.48558853,0.09587491,0.20412509
127.0,0.3619103,0.88577028,1.0592746,1.00138,-0.49962,0.21441147,0.48558853,0.09587491,0.20412509
128.0,0.35136923,0.88577028,1.03524781,1.00118,-0.49962,0.21441147,0.48558853,0.09587491,0.20412509
129.0,0.34113517,0.88577028,1.0637868,1.00166,-0.49962,0.21441147,0.48558853,0.09587491,0.20412509
130.0,0.33119919,0.88577028,1.0618914,1.00144,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
131.0,0.32155262,0.88424771,1.0505193,1.00098,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
132.0,0.31218701,0.87890867,1.03016971,1.00132,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
133.0,0.30309418,0.8646523,0.99976432,1.00083,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
134.0,0.29426619,0.86295404,0.98851358,1.0013,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
135.0,0.28569533,0.86295404,0.98351745,1.00112,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
136.0,0.27737411,0.86295404,0.97515646,1.00146,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
137.0,0.26929525,0.84840902,0.95148726,1.00119,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
138.0,0.2614517,0.84840902,0.9654694,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
139.0,0.2538366,0.84840902,0.95630163,1.00145,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
140.0,0.24644331,0.84840902,0.97418352,1.00163,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
141.0,0.23926535,0.84840902,1.00832207,1.00163,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
142.0,0.23229645,0.84840902,1.00524726,1.00176,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
143.0,0.22553054,0.84840902,0.99555733,1.00171,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
144.0,0.21896168,0.84840902,0.96042128,1.00146,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
145.0,0.21258416,0.84840902,0.94737755,1.00138,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
146.0,0.20639239,0.84223471,0.93271405,1.00085,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
147.0,0.20038096,0.84223471,0.94274482,1.00129,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
148.0,0.19454462,0.84223471,0.93608652,1.00102,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
149.0,0.18887827,0.84223471,0.9452159,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
150.0,0.18337696,0.83840973,0.91829383,1.00083,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
151.0,0.17803589,0.82755351,0.93489322,1.00099,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
152.0,0.17285038,0.82755351,0.92396125,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
153.0,0.1678159,0.82755351,0.93282711,1.00119,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
154.0,0.16292806,0.82755351,0.90606356,1.00137,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
155.0,0.15818258,0.82755351,0.90424972,1.00121,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
156.0,0.15357532,0.82755351,0.89013085,1.00099,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
157.0,0.14910225,0.82755351,0.90445869,1.00105,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
158.0,0.14475947,0.82755351,0.90089528,1.00105,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
159.0,0.14054317,0.82755351,0.91730786,1.00101,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
160.0,0.13644968,0.82235149,0.89280178,1.0011,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
161.0,0.13247542,0.82235149,0.89322559,1.00127,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
162.0,0.12861691,0.82235149,0.89943017,1.00135,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
163.0,0.12487079,0.82235149,0.9138681,1.00126,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
164.0,0.12123378,0.82235149,0.89717713,1.00118,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
165.0,0.1177027,0.82235149,0.89657892,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
166.0,0.11427446,0.82235149,0.8883967,1.00115,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
167.0,0.11094608,0.82235149,0.877024,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
168.0,0.10771464,0.82235149,0.87805563,1.0012,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
169.0,0.10457732,0.82078976,0.8836101,1.00126,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
170.0,0.10153138,0.82078976,0.88291476,1.00125,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
171.0,0.09857415,0.81895445,0.87222491,1.00131,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
172.0,0.09570306,0.81895445,0.87033157,1.00122,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
173.0,0.09291559,0.81563102,0.86230119,1.00114,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
174.0,0.09020932,0.81563102,0.87923119,1.00111,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
175.0,0.08758186,0.81443643,0.86830338,1.00115,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
176.0,0.08503093,0.81443643,0.86821877,1.00112,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
177.0,0.0825543,0.81222287,0.8574037,1.00118,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
178.0,0.08014981,0.81222287,0.85703219,1.00105,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
179.0,0.07781535,0.81222287,0.85749898,1.00103,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
180.0,0.07554888,0.81222287,0.86134068,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
181.0,0.07334843,0.81087045,0.84734529,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
182.0,0.07121207,0.80166143,0.84109362,1.00102,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
183.0,0.06913793,0.80138438,0.85039886,1.00106,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
184.0,0.0671242,0.80138438,0.84620768,1.00103,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
185.0,0.06516913,0.80138438,0.84369399,1.00103,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
186.0,0.063271,0.80138438,0.83925888,1.00104,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
187.0,0.06142815,0.80138438,0.83822306,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
188.0,0.05963898,0.80138438,0.83839137,1.00106,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
189.0,0.05790193,0.80138438,0.83756618,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
190.0,0.05621546,0.80138438,0.84305903,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
191.0,0.05457812,0.80138438,0.83647809,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
192.0,0.05298847,0.80138438,0.83163621,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
193.0,0.05144511,0.79974435,0.83434963,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
194.0,0.04994671,0.79974435,0.83046609,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
195.0,0.04849195,0.79974435,0.83237262,1.0011,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
196.0,0.04707957,0.79974435,0.83742905,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
197.0,0.04570832,0.79839425,0.83065521,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
198.0,0.04437701,0.79839425,0.82748774,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
199.0,0.04308447,0.79839425,0.82399216,1.00109,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
200.0,0.04182958,0.79490321,0.8208735,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
201.0,0.04061125,0.79490321,0.81780924,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
202.0,0.03942839,0.79490321,0.81877012,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
203.0,0.03827999,0.79490321,0.82148919,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
204.0,0.03716504,0.783707,0.81374585,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
205.0,0.03608257,0.783707,0.81885549,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
206.0,0.03503162,0.783707,0.81998759,1.00108,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
207.0,0.03401128,0.783707,0.81782615,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
208.0,0.03302066,0.783707,0.81463179,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
209.0,0.03205889,0.783707,0.81976125,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
210.0,0.03112514,0.783707,0.81172694,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
211.0,0.03021858,0.783707,0.81004071,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
212.0,0.02933843,0.783707,0.80916372,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
213.0,0.02848391,0.783707,0.806176,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
214.0,0.02765428,0.783707,0.80579627,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
215.0,0.02684882,0.783707,0.80789796,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
216.0,0.02606681,0.783707,0.80552954,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
217.0,0.02530759,0.783707,0.8055835,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
218.0,0.02457047,0.78276779,0.80511541,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
219.0,0.02385483,0.78276779,0.80264448,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
220.0,0.02316003,0.78276779,0.80266763,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
221.0,0.02248546,0.78276779,0.79994894,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
222.0,0.02183055,0.78276779,0.80190679,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
223.0,0.0211947,0.78266846,0.79903942,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
224.0,0.02057738,0.78266846,0.7971445,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
225.0,0.01997804,0.78266846,0.79733943,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
226.0,0.01939616,0.77794825,0.79758783,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
227.0,0.01883122,0.77794825,0.79264395,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
228.0,0.01828274,0.77794825,0.79225039,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
229.0,0.01775023,0.77584263,0.79119917,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
230.0,0.01723323,0.77584263,0.79065767,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
231.0,0.0167313,0.77584263,0.79068945,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
232.0,0.01624398,0.77584263,0.78848087,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
233.0,0.01577085,0.77531348,0.78889746,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
234.0,0.01531151,0.77531348,0.78776344,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
235.0,0.01486554,0.77531348,0.78875161,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
236.0,0.01443256,0.7728221,0.78678773,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
237.0,0.0140122,0.7728221,0.78437462,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
238.0,0.01360407,0.7715537,0.78215435,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
239.0,0.01320784,0.7715537,0.78470994,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
240.0,0.01282315,0.7715537,0.78457054,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
241.0,0.01244966,0.77128202,0.78063858,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
242.0,0.01208704,0.77128202,0.78146062,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
243.0,0.01173499,0.77128202,0.7807694,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
244.0,0.0113932,0.77128202,0.78135239,1.00107,-0.49961,0.21441147,0.48558853,0.09587491,0.20412509
