i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.46683601,0.08014981,0.76656567,0.84999781,1.00110859,-0.49963,1.665e-5,0.0,0.21440959,0.48559041,0.09587881,0.20412119
