i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,4.97127374,2.11242172,0.88991277,1.84718569,1.00149739,-0.49967358,0.00010379,2.092e-5,0.21476115,0.48523885,0.09552379,0.20447621
