i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.5417,0.0549,0.6359,0.7214,0.8479,-0.8375,0.001,0.0005,0.058,0.192,0.1791,0.5709
