omega,S,S_p,S_c
-14.99,1.7568589687463324e-5,0.0,1.7568589687463324e-5
-14.985,1.6716513712568256e-5,0.0,1.6716513712568256e-5
-14.98,1.5102421903713506e-5,0.0,1.5102421903713506e-5
-14.975,1.838814427070645e-5,0.0,1.838814427070645e-5
-14.97,1.8131616894513984e-5,0.0,1.8131616894513984e-5
-14.965,1.6990226130766396e-5,0.0,1.6990226130766396e-5
-14.96,1.6280159036361283e-5,0.0,1.6280159036361283e-5
-14.955,1.6737074966556528e-5,0.0,1.6737074966556528e-5
-14.950000000000001,1.672436983015262e-5,0.0,1.672436983015262e-5
-14.945,1.7016971601180585e-5,0.0,1.7016971601180585e-5
-14.94,1.746481679650907e-5,0.0,1.746481679650907e-5
-14.935,1.555392085737796e-5,0.0,1.555392085737796e-5
-14.93,1.5711888155711325e-5,0.0,1.5711888155711325e-5
-14.925,1.5968626294385416e-5,0.0,1.5968626294385416e-5
-14.92,1.7405132368017345e-5,0.0,1.7405132368017345e-5
-14.915000000000001,1.643022872511846e-5,0.0,1.643022872511846e-5
-14.91,1.7069593802639748e-5,0.0,1.7069593802639748e-5
-14.905000000000001,1.850250203531302e-5,0.0,1.850250203531302e-5
-14.9,1.5916604837005775e-5,0.0,1.5916604837005775e-5
-14.895,1.832996950825674e-5,0.0,1.832996950825674e-5
-14.89,1.5563434137017046e-5,0.0,1.5563434137017046e-5
-14.885,1.684215961645412e-5,0.0,1.684215961645412e-5
-14.88,1.8859899892280017e-5,0.0,1.8859899892280017e-5
-14.875,1.8980239164411458e-5,0.0,1.8980239164411458e-5
-14.870000000000001,2.0650807532197277e-5,0.0,2.0650807532197277e-5
-14.865,1.98533636315492e-5,0.0,1.98533636315492e-5
-14.86,1.641853338609184e-5,0.0,1.641853338609184e-5
-14.855,1.79064219944068e-5,0.0,1.79064219944068e-5
-14.85,1.775707323725268e-5,0.0,1.775707323725268e-5
-14.845,1.8225872550671848e-5,0.0,1.8225872550671848e-5
-14.84,1.8275522294648415e-5,0.0,1.8275522294648415e-5
-14.835,2.005825788657453e-5,0.0,2.005825788657453e-5
-14.83,1.894420454052377e-5,0.0,1.894420454052377e-5
-14.825000000000001,1.6601786229895576e-5,0.0,1.6601786229895576e-5
-14.82,1.7773715855100265e-5,0.0,1.7773715855100265e-5
-14.815,1.7393518097653525e-5,0.0,1.7393518097653525e-5
-14.81,1.60382983549137e-5,0.0,1.60382983549137e-5
-14.805,1.9171666290966766e-5,0.0,1.9171666290966766e-5
-14.8,1.6762520961111587e-5,0.0,1.6762520961111587e-5
-14.795,1.6348563831445244e-5,0.0,1.6348563831445244e-5
-14.790000000000001,1.7160963882911585e-5,0.0,1.7160963882911585e-5
-14.785,1.652258476906407e-5,0.0,1.652258476906407e-5
-14.780000000000001,1.7890437384967657e-5,0.0,1.7890437384967657e-5
-14.775,1.8555716013034085e-5,0.0,1.8555716013034085e-5
-14.77,1.8328546265523475e-5,0.0,1.8328546265523475e-5
-14.765,1.885661491065333e-5,0.0,1.885661491065333e-5
-14.76,1.8326880632177956e-5,0.0,1.8326880632177956e-5
-14.755,1.8736254916978068e-5,0.0,1.8736254916978068e-5
-14.75,1.552476096770263e-5,0.0,1.552476096770263e-5
-14.745000000000001,1.8076469523868374e-5,0.0,1.8076469523868374e-5
-14.74,1.869300746329734e-5,0.0,1.869300746329734e-5
-14.735,1.883863158631136e-5,0.0,1.883863158631136e-5
-14.73,1.8512326547380284e-5,0.0,1.8512326547380284e-5
-14.725,1.947752070619538e-5,0.0,1.947752070619538e-5
-14.72,1.855869325245418e-5,0.0,1.855869325245418e-5
-14.715,1.8542786004633683e-5,0.0,1.8542786004633683e-5
-14.71,1.62176760259932e-5,0.0,1.62176760259932e-5
-14.705,1.7068893713472744e-5,0.0,1.7068893713472744e-5
-14.700000000000001,1.797797058982149e-5,0.0,1.797797058982149e-5
-14.695,1.923506589551844e-5,0.0,1.923506589551844e-5
-14.69,1.865750006421345e-5,0.0,1.865750006421345e-5
-14.685,1.881894924533213e-5,0.0,1.881894924533213e-5
-14.68,1.9489207208316392e-5,0.0,1.9489207208316392e-5
-14.675,1.9739061456757132e-5,0.0,1.9739061456757132e-5
-14.67,1.719246388421282e-5,0.0,1.719246388421282e-5
-14.665000000000001,1.8819975513590734e-5,0.0,1.8819975513590734e-5
-14.66,1.9543371777872508e-5,0.0,1.9543371777872508e-5
-14.655000000000001,1.7331414670421746e-5,0.0,1.7331414670421746e-5
-14.65,2.226871629084126e-5,0.0,2.226871629084126e-5
-14.645,1.723559788116729e-5,0.0,1.723559788116729e-5
-14.64,1.987835925751505e-5,0.0,1.987835925751505e-5
-14.635,1.7195001433718667e-5,0.0,1.7195001433718667e-5
-14.63,1.788297166505144e-5,0.0,1.788297166505144e-5
-14.625,1.625950652593382e-5,0.0,1.625950652593382e-5
-14.620000000000001,1.930161050133399e-5,0.0,1.930161050133399e-5
-14.615,1.9193089850978234e-5,0.0,1.9193089850978234e-5
-14.61,1.8737660058031185e-5,0.0,1.8737660058031185e-5
-14.605,1.95602800788575e-5,0.0,1.95602800788575e-5
-14.6,1.8637321081509468e-5,0.0,1.8637321081509468e-5
