i,ar_pcont1,ar_pcont2,ar_pcont3,ar_ncont1,ar_ncont2,ar_ncont3,∆w_pcont1,∆w_pcont2,∆w_ncont1,∆w_ncont2,ar_ppeak,ar_npeak,∆w_ppeak,∆w_npeak,ar_wAc,ar_wAp,ar_Ap,∆w_Ac,∆w_Ap,∆Ap
1.0,0.5211,0.498,0.3247,0.4909,0.4889,0.2998,6.30300862,9.07633241,4.37708932,6.30300862,0.5283,0.4999,0.00033401,0.00357369,0.458,0.4766,0.4851,1.75905403,0.00027834,0.00057717
2.0,0.5431,0.5285,0.3434,0.4768,0.4741,0.2981,6.30300862,9.07633241,4.37708932,6.30300862,0.5261,0.5316,0.00033401,0.00297807,0.4531,0.5266,0.4672,1.75905403,0.00023195,0.00057717
3.0,0.5114,0.5466,0.3523,0.4531,0.5219,0.2987,7.56361034,9.07633241,4.37708932,5.25250718,0.4927,0.5367,0.00033401,0.00297807,0.4757,0.4985,0.5304,1.46587836,0.00023195,0.00048098
4.0,0.5184,0.4774,0.3591,0.4848,0.505,0.2913,7.56361034,10.89159889,3.64757443,5.25250718,0.4732,0.5535,0.00033401,0.00248173,0.4672,0.4748,0.5014,1.46587836,0.00023195,0.00048098
5.0,0.5337,0.4968,0.3718,0.4658,0.486,0.2935,7.56361034,10.89159889,3.64757443,5.25250718,0.5195,0.5186,0.00027834,0.00297807,0.4469,0.5161,0.4838,1.46587836,0.00019329,0.00048098
6.0,0.5258,0.4888,0.3698,0.4549,0.4662,0.2859,7.56361034,10.89159889,3.64757443,5.25250718,0.5015,0.4936,0.00027834,0.00297807,0.4827,0.5093,0.459,1.2215653,0.00019329,0.00048098
7.0,0.5268,0.4906,0.3688,0.487,0.5261,0.2766,7.56361034,10.89159889,3.03964536,4.37708932,0.4797,0.4715,0.00027834,0.00297807,0.4718,0.4729,0.5096,1.2215653,0.00019329,0.00040081
8.0,0.5254,0.4862,0.3667,0.4741,0.5044,0.2654,7.56361034,10.89159889,3.03964536,4.37708932,0.471,0.4645,0.00027834,0.00297807,0.4639,0.4626,0.4964,1.2215653,0.00019329,0.00040081
9.0,0.5216,0.4827,0.3654,0.4604,0.4896,0.2633,7.56361034,10.89159889,3.03964536,4.37708932,0.5189,0.5202,0.00023195,0.00248173,0.4925,0.5215,0.4757,1.01797108,0.00016108,0.00040081
10.0,0.5215,0.4807,0.3612,0.453,0.4752,0.257,7.56361034,10.89159889,3.03964536,4.37708932,0.5096,0.4981,0.00023195,0.00248173,0.4862,0.5172,0.4543,1.01797108,0.00016108,0.00040081
11.0,0.5206,0.4788,0.3587,0.4837,0.4678,0.2551,7.56361034,10.89159889,2.5330378,4.37708932,0.4894,0.4899,0.00023195,0.00248173,0.4783,0.4912,0.5232,1.01797108,0.00016108,0.00033401
12.0,0.5217,0.4798,0.3605,0.4748,0.5176,0.2421,7.56361034,10.89159889,2.5330378,3.64757443,0.476,0.4601,0.00023195,0.00248173,0.472,0.5371,0.4923,1.01797108,0.00013423,0.00033401
13.0,0.5196,0.4775,0.3588,0.4597,0.499,0.2396,7.56361034,10.89159889,2.5330378,3.64757443,0.5005,0.5467,0.00019329,0.00206811,0.4605,0.5066,0.4627,1.01797108,0.00013423,0.00033401
14.0,0.5168,0.4741,0.3573,0.4871,0.4798,0.2288,7.56361034,10.89159889,2.11086483,3.64757443,0.5056,0.4603,0.00019329,0.00248173,0.4918,0.4949,0.5313,0.84830923,0.00013423,0.00027834
15.0,0.5158,0.4726,0.3569,0.4829,0.4727,0.2223,7.56361034,10.89159889,2.11086483,3.64757443,0.5326,0.4621,0.00016108,0.00248173,0.486,0.5366,0.5043,0.84830923,0.00011186,0.00027834
16.0,0.513,0.4701,0.3572,0.4676,0.5092,0.2123,7.56361034,10.89159889,2.11086483,3.03964536,0.5246,0.5193,0.00016108,0.00206811,0.4754,0.4642,0.4765,0.84830923,0.00013423,0.00027834
17.0,0.5184,0.4783,0.361,0.4876,0.492,0.2089,7.56361034,10.89159889,1.75905403,3.03964536,0.5049,0.506,0.00016108,0.00206811,0.4619,0.4453,0.5404,0.84830923,0.00013423,0.00023195
18.0,0.5091,0.4658,0.354,0.4798,0.4811,0.2049,7.56361034,10.89159889,1.75905403,3.03964536,0.4873,0.5203,0.00016108,0.00206811,0.4984,0.4734,0.5198,0.70692436,0.00011186,0.00023195
19.0,0.506,0.5429,0.3535,0.4716,0.4643,0.1938,7.56361034,9.07633241,1.75905403,3.03964536,0.5385,0.5243,0.00013423,0.00206811,0.4911,0.5245,0.4899,0.70692436,9.322e-5,0.00023195
20.0,0.503,0.4603,0.3492,0.4599,0.5102,0.1868,7.56361034,10.89159889,1.75905403,2.5330378,0.509,0.5033,0.00013423,0.00206811,0.4804,0.5025,0.4703,0.70692436,9.322e-5,0.00023195
21.0,0.4994,0.5346,0.346,0.4811,0.4852,0.1798,7.56361034,9.07633241,1.46587836,2.5330378,0.549,0.5445,0.00011186,0.00172342,0.4699,0.4941,0.5243,0.70692436,9.322e-5,0.00019329
22.0,0.499,0.5359,0.3466,0.4756,0.4749,0.1691,7.56361034,9.07633241,1.46587836,2.5330378,0.4817,0.4962,0.00013423,0.00206811,0.464,0.5402,0.4981,0.70692436,7.768e-5,0.00019329
23.0,0.4988,0.5354,0.3455,0.4619,0.46,0.1704,7.56361034,9.07633241,1.46587836,2.5330378,0.514,0.5249,0.00011186,0.00206811,0.4557,0.5219,0.4763,0.70692436,7.768e-5,0.00019329
24.0,0.4963,0.528,0.343,0.4926,0.5093,0.1649,7.56361034,9.07633241,1.2215653,2.11086483,0.5023,0.5696,0.00011186,0.00172342,0.4852,0.4899,0.5397,0.58910363,7.768e-5,0.00016108
25.0,0.4866,0.5155,0.3358,0.4803,0.4905,0.1595,7.56361034,9.07633241,1.2215653,2.11086483,0.4862,0.5046,0.00011186,0.00206811,0.4782,0.4704,0.5082,0.58910363,7.768e-5,0.00016108
26.0,0.4877,0.52,0.3376,0.4684,0.4688,0.1513,7.56361034,9.07633241,1.2215653,2.11086483,0.5261,0.455,9.322e-5,0.00248173,0.4671,0.513,0.4839,0.58910363,6.473e-5,0.00016108
27.0,0.4853,0.5178,0.3341,0.4548,0.5066,0.1456,7.56361034,9.07633241,1.2215653,1.75905403,0.5096,0.5115,9.322e-5,0.00206811,0.4569,0.4917,0.4602,0.58910363,6.473e-5,0.00016108
28.0,0.4742,0.5003,0.3244,0.4747,0.4866,0.1437,7.56361034,9.07633241,1.01797108,1.75905403,0.4811,0.5106,9.322e-5,0.00206811,0.4848,0.4835,0.5186,0.4909197,6.473e-5,0.00013423
29.0,0.4695,0.4935,0.32,0.4685,0.4738,0.1365,7.56361034,9.07633241,1.01797108,1.75905403,0.5251,0.5197,7.768e-5,0.00206811,0.4776,0.5151,0.495,0.4909197,5.394e-5,0.00013423
30.0,0.4694,0.4954,0.3174,0.4642,0.4659,0.1317,7.56361034,9.07633241,1.01797108,1.75905403,0.5053,0.5003,7.768e-5,0.00206811,0.4713,0.5003,0.466,0.4909197,5.394e-5,0.00013423
31.0,0.4701,0.4922,0.3184,0.4573,0.5096,0.1271,7.56361034,9.07633241,1.01797108,1.46587836,0.5006,0.5111,7.768e-5,0.00206811,0.4665,0.4809,0.5268,0.4909197,5.394e-5,0.00011186
32.0,0.4586,0.4802,0.3133,0.4805,0.4958,0.123,7.56361034,9.07633241,0.84830923,1.46587836,0.5459,0.5139,6.473e-5,0.00206811,0.459,0.5187,0.4994,0.4909197,4.495e-5,0.00011186
33.0,0.4552,0.4761,0.3085,0.47,0.481,0.1213,7.56361034,9.07633241,0.84830923,1.46587836,0.5089,0.4983,6.473e-5,0.00206811,0.4831,0.5035,0.472,0.40909975,4.495e-5,0.00011186
