a,theta
147.59967026173348,10.0
132.05874107090565,9.09090909090909
112.85848368302887,8.264462809917354
102.68000720086016,7.513148009015775
88.0071179894567,6.830134553650705
82.40464133515432,6.2092132305915495
69.89773054468093,5.644739300537772
63.821399183944486,5.131581182307064
56.58946452364957,4.66507380209733
50.444521569102726,4.240976183724846
45.83016947234172,3.855432894295314
42.88655779894975,3.504938994813922
36.35490691981061,3.186308177103565
35.28701285265094,2.896643797366877
32.04392056298193,2.6333125430607973
29.92352482689842,2.3939204936916334
27.0862651064388,2.176291357901485
24.875247863983564,1.9784466890013497
22.55588657623524,1.798587899092136
20.29009963521872,1.635079908265578
20.453068547030394,1.4864362802414344
18.447723810301177,1.3513057093103948
16.172246989774145,1.2284597357367224
15.564376624032167,1.1167815779424748
14.323324633457423,1.0152559799477043
13.836005391603399,0.9229599817706402
12.990968894163172,0.8390545288824002
11.414488163943073,0.7627768444385455
9.715240607443214,0.6934334949441322
9.789940668270944,0.6303940863128475
8.799769459997146,0.5730855330116795
8.92419566105662,0.5209868481924358
7.3339731828666395,0.4736244074476689
7.27872991958883,0.43056764313424445
5.991283402991381,0.39142513012204033
5.795989401233372,0.355841027383673
5.389667549734752,0.3234918430760664
5.075828281094048,0.29408349370551484
4.42239638058662,0.2673486306413771
4.419266536849028,0.24304420967397916
3.6659172871816583,0.2209492815217992
3.1602167694414875,0.20086298320163565
3.0791568415368227,0.18260271200148695
2.8339241710382947,0.1660024654558972
2.59797961317351,0.15091133223263378
2.2355873328749176,0.13719212021148527
2.0835719485187565,0.12472010928316841
1.9935010942966644,0.1133819175301531
1.523411192917015,0.10307447048195735
1.5102808030271462,0.09370406407450667
1.322623924366695,0.08518551279500607
1.2061442410359493,0.07744137526818731
0.9986351997558284,0.07040125024380665
0.9994058518025833,0.06400113658527877
0.8806570094464558,0.05818285144116251
0.8094240365231086,0.052893501310147736
0.7517705069508057,0.04808500119104339
0.612124474708421,0.04371363744640308
0.544635366124052,0.03973967040582098
0.4744788283361291,0.03612697309620089
0.4396042646803676,0.03284270281472808
0.42558101065062554,0.029857002558843704
0.3793508878692365,0.02714272959894882
0.3162049903117872,0.024675208726317104
0.3033745463342307,0.022432007933015547
0.2595405306872023,0.02039273448455959
0.23879037849432105,0.018538849531417805
0.20065672572213622,0.016853499574016186
0.18458330161699127,0.015321363249105623
0.18276515293029014,0.013928512044641473
0.13607833041494768,0.012662283676946794
0.140502756800581,0.011511166979042538
0.12179255720863465,0.010464697253675033
0.11178229178738486,0.009513361139704576
0.10505904433434701,0.008648510127004159
0.10043900534962971,0.007862281933640145
0.08982450201659546,0.007147529030581949
0.07630553596443304,0.006497753664165407
0.06344216021305682,0.005907048785604915
0.06495384819187756,0.0053700443505499225
0.053871824552091614,0.004881858500499929
0.046888191470854095,0.004438053182272662
