i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.5153,0.0361,0.6446,0.7265,0.8744,-0.455,0.0,0.0036,0.56,0.0,0.203,0.237
