i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.5202,0.4306,0.7014,0.8328,0.9998,-0.9998,0.0001,0.0001,0.7,0.7,0.3,0.3
