omega,S
0.0,0.0007580688418867315
0.01,0.0006997216685880548
0.02,0.0006930224579288689
0.03,0.0006541983955680757
0.04,0.0006066664714163766
0.05,0.0005328542154147334
0.06,0.0004575468182695683
0.07,0.00035397833610218
0.08,0.0003609040846852525
0.09,0.00028383042363631423
0.1,0.00021025609007775203
0.11,0.00021405210144900876
0.12,0.00017679548659026322
0.13,0.00017289617189899012
0.14,0.00014489956187694608
0.15,0.00010000957804031006
0.16,8.743068663401091e-5
0.17,7.614717445137152e-5
0.18,7.558565966248036e-5
0.19,6.000757974560581e-5
0.2,5.0440783939149305e-5
0.21,5.2034972413932976e-5
0.22,4.6052519560711564e-5
0.23,4.46950350869627e-5
0.24,3.8077052312596076e-5
0.25,3.344039525027872e-5
0.26,3.580500023821801e-5
0.27,3.0833570099595e-5
0.28,2.3791941768921704e-5
0.29,2.5984092423282522e-5
0.3,2.2860327594889107e-5
0.31,2.7882086428634386e-5
0.32,2.1143247265358532e-5
0.33,1.86462789193544e-5
0.34,1.91131448671432e-5
0.35000000000000003,1.681264170609682e-5
0.36,1.9191555296443833e-5
0.37,1.8614421274014908e-5
0.38,1.8306594462539883e-5
0.39,1.6944879517863784e-5
0.4,2.077732145459895e-5
0.41000000000000003,1.9724459056778772e-5
0.42,1.9611563207468512e-5
0.43,2.0691823210785033e-5
0.44,2.1720549031592097e-5
0.45,2.222916304829499e-5
0.46,2.254602384743174e-5
0.47000000000000003,2.0926239738952685e-5
0.48,2.6427024088587234e-5
0.49,2.2173069954221428e-5
0.5,2.3747776814759468e-5
0.51,2.401598948533039e-5
0.52,2.8005541984697313e-5
0.53,2.8684156223272185e-5
0.54,2.8734349910794776e-5
0.55,2.963228157328354e-5
0.56,3.604884867112129e-5
0.5700000000000001,3.5833768106961425e-5
0.58,3.5122049408037435e-5
0.59,3.691507347493256e-5
0.6,3.858352101787552e-5
0.61,4.180167903234348e-5
0.62,4.166650015104125e-5
0.63,4.37121338317577e-5
0.64,5.242220503555005e-5
0.65,5.422814746574229e-5
0.66,5.6269994153519746e-5
0.67,5.924561953475726e-5
0.68,6.5870997727147e-5
0.6900000000000001,6.851937731097123e-5
0.7000000000000001,7.085835224975887e-5
0.71,7.251391988489488e-5
0.72,7.511790354221165e-5
0.73,8.429521265657738e-5
0.74,9.348913659764048e-5
0.75,9.872634760805142e-5
0.76,0.00010672533265263781
0.77,0.00011576286364302021
0.78,0.00011460546287315534
0.79,0.0001381973086700727
0.8,0.0001467245504470785
0.81,0.00015189640659070216
0.8200000000000001,0.0001690110073275235
0.8300000000000001,0.00018073150623203923
0.84,0.00019291717693368013
0.85,0.00019331055628018373
0.86,0.00023524373755580682
0.87,0.00025017490611745075
