omega,S
-1.0,0.07813586220751259
-0.9997,57.81321358267056
-0.9994,40.9030665379663
-0.9991,33.411621679179405
-0.9988,28.945852685989188
-0.9985,25.89827910829077
-0.9982,23.648667106605927
-0.9979,21.900281050556444
-0.9976,20.49095753648407
-0.9973,19.323602999051225
-0.997,18.33606364879052
-0.9967,17.486461726532678
-0.9964,16.74541388977243
-0.9961,16.091613722231415
-0.9958,15.509184483031191
-0.9955,14.986020508410835
-0.9952,14.512708586242464
-0.9949,14.081803921379764
-0.9946,13.687330681009595
-0.9943,13.324429180504186
-0.994,12.98910140138532
-0.9937,12.67802401171737
-0.9934,12.388408699943085
-0.9931,12.11789629441301
-0.9928,11.864475416006202
-0.9925,11.626419216993858
-0.9922,11.402235638203317
-0.9919,11.190627898018302
-0.9916,10.990462815458928
-0.9913,10.800745195400152
-0.991,10.620596950899168
-0.9907,10.449239960919146
-0.9904,10.285981898458244
-0.9901,10.130204439345688
-0.9898,9.981353393065826
-0.9895,9.838930395992096
-0.9892,9.702485882878873
-0.9889,9.571613110467768
-0.9886,9.445943052005195
-0.9883,9.325140016550534
-0.988,9.208897874529562
-0.9877,9.09693679281131
-0.9874,8.98900039996665
-0.9871,8.884853316288092
-0.9868,8.784278994368545
-0.9865,8.68707782512177
-0.9862,8.593065471526087
-0.9859,8.50207139842405
-0.9856,8.413937571685684
-0.9853,8.3285173041508
-0.985,8.245674229170389
-0.9847,8.165281385401947
-0.9844,8.08722039888362
-0.9841,8.01138075039832
-0.9838,7.93765911781281
-0.9835,7.8659587844892
-0.9832,7.796189106065043
-0.9829,7.728265028915684
-0.9826,7.6621066544810335
-0.9823,7.597638844382361
-0.982,7.534790861891049
-0.9817,7.473496045859256
-0.9814,7.413691513695589
-0.9811,7.35531789037652
-0.9808,7.298319060838959
-0.9805,7.242641943406338
-0.9802,7.188236282169066
-0.9799,7.135054456473302
-0.9796,7.083051305876356
-0.9793,7.032183969106665
-0.979,6.982411735723009
-0.9787,6.933695909305995
-0.9784,6.885999681137368
-0.9781,6.839288013429733
-0.9778,6.793527531265131
-0.9775,6.748686422484848
-0.9772,6.704734344848459
-0.9769,6.66164233984629
-0.9766,6.619382752608882
-0.9763,6.577929157410475
-0.976,6.537256288310412
-0.9757,6.497339974518727
-0.9754,6.458157080110548
-0.9751,6.419685447747486
-0.9748,6.38190384609515
-0.9745,6.344791920653107
-0.9742,6.308330147738837
-0.9739,6.272499791389239
-0.9736,6.237282862963457
-0.9733,6.2026620832493915
-0.973,6.16862084689241
-0.9727,6.13514318898001
-0.9724,6.10221375362954
-0.9721,6.069817764438816
-0.9718,6.0379409966703435
-0.9715,6.006569751050136
-0.9712,5.975690829071697
-0.9709,5.945291509703967
-0.9706,5.915359527409741
-0.9703,5.885883051388539
-0.97,5.856850665963935
-0.9697,5.828251352041653
-0.9694,5.80007446956984
-0.9691,5.772309740938342
-0.9688,5.744947235258019
-0.9685,5.717977353465438
-0.9682,5.691390814202357
-0.9679,5.665178640422762
-0.9676,5.639332146683452
-0.9673,5.613842927077514
-0.967,5.588702843772466
-0.9667,5.563904016117659
-0.9664,5.539438810287721
-0.9661,5.515299829431282
-0.9658,5.491479904296029
-0.9655,5.467972084303055
-0.9652000000000001,5.444769629045388
-0.9649,5.421866000187002
-0.9646,5.399254853740254
-0.9643,5.376930032700937
-0.964,5.3548855600216765
-0.9637,5.333115631905368
-0.9634,5.311614611401545
-0.9631,5.290377022289714
-0.9628,5.269397543234574
-0.9625,5.24867100219884
-0.9622,5.228192371100522
-0.9619,5.207956760702001
-0.9616,5.187959415719185
-0.9613,5.168195710139527
-0.961,5.148661142738583
-0.9607,5.129351332785162
-0.9604,5.1102620159257075
-0.9601,5.0913890402392665
-0.9598,5.072728362454675
-0.9595,5.054276044322097
-0.9592,5.036028249131634
-0.9589,5.017981238371925
-0.9586,5.000131368522185
-0.9583,4.982475087971365
-0.958,4.965008934058601
-0.9577,4.947729530229327
-0.9574,4.9306335833016695
-0.9571000000000001,4.913717880838229
-0.9568,4.896979288618392
-0.9565,4.880414748206716
-0.9562,4.8640212746130125
-0.9559,4.847795954040191
-0.9556,4.831735941715939
-0.9553,4.8158384598045085
-0.955,4.8001007953952755
-0.9547,4.784520298564669
-0.9544,4.769094380508292
-0.9541,4.75382051174037
-0.9538,4.738696220357578
-0.9535,4.72371909036456
-0.9532,4.708886760058598
-0.9529,4.694196920470962
-0.9526,4.679647313862611
-0.9523,4.66523573227197
-0.952,4.650960016112751
-0.9517,4.636818052819748
-0.9514,4.622807775540637
-0.9511000000000001,4.608927161872033
-0.9508,4.5951742326379685
-0.9505,4.581547050709193
-0.9502,4.568043719861587
-0.9499,4.554662383672279
-0.9496,4.541401224451968
-0.9493,4.528258462211977
-0.949,4.515232353664846
-0.9487,4.502321191257089
-0.9484,4.489523302232909
-0.9481,4.4768370477277495
-0.9478,4.464260821890524
-0.9475,4.451793051033492
-0.9472,4.439432192808704
-0.9469,4.427176735410097
-0.9466,4.415025196800301
-0.9463,4.402976123961179
-0.946,4.391028092167345
-0.9457,4.379179704281793
-0.9454,4.367429590072788
-0.9451,4.355776405551382
-0.9448,4.344218832328711
-0.9445,4.332755576992459
-0.9442,4.321385370501751
-0.9439,4.310106967599894
-0.9436,4.298919146244326
-0.9433,4.287820707053137
-0.9430000000000001,4.276810472767678
-0.9427,4.265887287730632
-0.9424,4.255050017379095
-0.9421,4.244297547752063
-0.9418,4.233628785011948
-0.9415,4.2230426549796105
-0.9412,4.212538102682402
-0.9409,4.202114091914904
-0.9406,4.19176960481186
-0.9403,4.1815036414329025
-0.94,4.171315219358752
-0.9397,4.161203373298471
-0.9394,4.151167154707391
-0.9391,4.141205631415452
-0.9388,4.13131788726554
-0.9385,4.121503021761572
-0.9382,4.111760149725937
-0.9379,4.102088400966104
-0.9376,4.092486919950034
-0.9373,4.082954865490133
-0.937,4.073491410435505
-0.9367,4.0640957413722365
-0.9364,4.054767058331475
-0.9361,4.04550457450502
-0.9358,4.036307515968272
-0.9355,4.027175121410263
-0.9352,4.018106641870549
-0.9349000000000001,4.009101340482814
-0.9346,4.0001584922249185
-0.9343,3.9912773836752677
-0.934,3.982457312775231
-0.9337,3.973697588597519
-0.9334,3.9649975311203005
-0.9331,3.9563564710068717
-0.9328,3.947773749390768
-0.9325,3.939248717666133
-0.9322,3.9307807372831705
-0.9319,3.922369179548583
-0.9316,3.91401342543083
-0.9313,3.905712865370042
-0.931,3.8974668990925148
-0.9307,3.8892749354296074
-0.9304,3.8811363921409545
-0.9301,3.87305069574183
-0.9298,3.865017281334597
-0.9295,3.8570355924441055
-0.9292,3.8491050808569076
-0.9289000000000001,3.841225206464235
-0.9286,3.8333954371085897
-0.9283,3.8256152484338894
-0.928,3.8178841237390215
-0.9277,3.8102015538347644
-0.9274,3.802567036903972
-0.9271,3.79498007836489
-0.9268000000000001,3.7874401907375947
-0.9265,3.779946893513408
-0.9262,3.77249971302726
-0.9259,3.7650981823328586
-0.9256,3.7577418410806733
-0.9253,3.7504302353985803
-0.925,3.7431629177751633
-0.9247,3.7359394469455536
-0.9244,3.728759387779787
-0.9241,3.7216223111735602
-0.9238,3.714527793941379
-0.9235,3.7074754187120127
-0.9232,3.7004647738261767
-0.9229,3.693495453236428
-0.9226,3.6865670564091855
-0.9223,3.6796791882288455
-0.922,3.6728314589039037
-0.9217,3.66602348387508
-0.9214,3.659254883725372
-0.9211,3.652525284091972
-0.9208000000000001,3.645834315580043
-0.9205,3.63918161367827
-0.9202,3.632566818676182
-0.9199,3.6259895755831404
-0.9196,3.6194495340490263
-0.9193,3.612946348286544
-0.919,3.606479676995088
-0.9187,3.6000491832861816
-0.9184,3.5936545346104176
-0.9181,3.5872954026858603
-0.9178,3.580971463427897
-0.9175,3.574682396880502
-0.9172,3.568427887148847
-0.9169,3.5622076223332746
-0.9166,3.556021294464563
-0.9163,3.5498685994404857
-0.916,3.543749236963597
-0.9157,3.5376629104802455
-0.9154,3.531609327120796
-0.9151,3.5255881976409755
-0.9148000000000001,3.5195992363643955
-0.9145,3.513642161126154
-0.9142,3.507716693217554
-0.9139,3.5018225573318444
-0.9136,3.4959594815110284
-0.9133,3.4901271970936816
-0.913,3.4843254386637397
-0.9127000000000001,3.4785539440002773
-0.9124,3.4728124540282237
-0.9121,3.4671007127700118
-0.9118,3.4614184672981168
-0.9115,3.4557654676884932
-0.9112,3.450141466974886
-0.9109,3.4445462211039626
-0.9106,3.4389794888912943
-0.9103,3.433441031978149
-0.91,3.427930614789061
-0.9097,3.4224480044901866
-0.9094,3.41699297094843
-0.9091,3.4115652866912836
-0.9088,3.406164726867421
-0.9085,3.4007910692079895
-0.9082,3.3954440939886066
-0.9079,3.3901235839920236
-0.9076,3.3848293244714696
-0.9073,3.3795611031146504
-0.907,3.3743187100083696
-0.9067000000000001,3.3691019376037947
-0.9064,3.3639105806823246
-0.9061,3.3587444363220667
-0.9058,3.353603303864887
-0.9055,3.3484869848840497
-0.9052,3.343395283152421
-0.9049,3.338328004611209
-0.9046000000000001,3.3332849573392616
-0.9043,3.3282659515228854
-0.904,3.323270799426195
-0.9037,3.318299315361946
-0.9034,3.3133513156628984
-0.9031,3.308426618653642
-0.9028,3.3035250446229134
-0.9025,3.298646415796381
-0.9022,3.2937905563098875
-0.9019,3.2889572921831407
-0.9016,3.2841464512938456
-0.9013,3.2793578633522826
-0.901,3.274591359876285
-0.9007000000000001,3.2698467741666533
-0.9004,3.2651239412829702
-0.9001,3.2604226980198177
-0.8998,3.255742882883377
-0.8995,3.251084336068422
-0.8992,3.2464468994356945
-0.8989,3.241830416489631
-0.8986000000000001,3.2372347323564683
-0.8983,3.2326596937626983
-0.898,3.2281051490138775
-0.8977,3.223570947973763
-0.8974,3.2190569420438027
-0.8971,3.2145629841429475
-0.8968,3.2100889286877794
-0.8965,3.205634631572966
-0.8962,3.201199950152028
-0.8959,3.196784743218398
-0.8956,3.192388870986791
-0.8953,3.188012195074871
-0.895,3.1836545784851893
-0.8947,3.1793158855874246
-0.8944,3.174995982100889
-0.8941,3.170694735077317
-0.8938,3.1664120128839075
-0.8935,3.162147685186641
-0.8932,3.1579016229338546
-0.8929,3.153673698340058
-0.8926000000000001,3.1494637848700155
-0.8923,3.145271757223055
-0.892,3.1410974913176357
-0.8917,3.136940864276128
-0.8914,3.1328017544098454
-0.8911,3.128680041204298
-0.8908,3.1245756053046563
-0.8905000000000001,3.120488328501452
-0.8902,3.1164180937164825
-0.8899,3.112364784988936
-0.8896000000000001,3.1083282874617084
-0.8893,3.1043084873679416
-0.889,3.1003052720177555
-0.8887,3.096318529785171
-0.8884,3.092348150095233
-0.8881,3.0883940234113276
-0.8878,3.084456041222671
-0.8875,3.0805340960319967
-0.8872,3.0766280813434195
-0.8869,3.07273789165047
-0.8866,3.0688634224243097
-0.8863,3.065004570102115
-0.886,3.061161232075634
-0.8857,3.057333306679899
-0.8854,3.0535206931821075
-0.8851,3.04972329177067
-0.8848,3.0459410035443986
-0.8845000000000001,3.0421737305018617
-0.8842,3.038421375530889
-0.8839,3.0346838423982283
-0.8836,3.030961035739336
-0.8833,3.027252861048327
-0.883,3.023559224668064
-0.8827,3.0198800337803733
-0.8824,3.0162151963964168
-0.8821,3.0125646213471873
-0.8818,3.008928218274135
-0.8815,3.0053058976199316
-0.8812,3.001697570619364
-0.8809,2.99810314929034
-0.8806,2.9945225464250362
-0.8803,2.9909556755811573
-0.88,2.9874024510733213
-0.8797,2.983862787964555
-0.8794,2.9803366020579136
-0.8791,2.9768238098882156
-0.8788,2.973324328713881
-0.8785000000000001,2.9698380765088883
-0.8782,2.966364971954841
-0.8779,2.962904934433138
-0.8776,2.9594578840172465
-0.8773,2.9560237414650876
-0.877,2.9526024282115184
-0.8767,2.949193866360914
-0.8764000000000001,2.9457979786798507
-0.8761,2.942414688589887
-0.8758,2.9390439201604437
-0.8755000000000001,2.9356855981017653
-0.8752,2.932339647757991
-0.8749,2.929005995100312
-0.8746,2.925684566720208
-0.8743000000000001,2.922375289822788
-0.874,2.919078092220211
-0.8737,2.9157929023251934
-0.8734,2.9125196491445973
-0.8731,2.9092582622731147
-0.8728,2.9060086718870126
-0.8725,2.902770808737983
-0.8722,2.8995446041470534
-0.8719,2.8963299899985895
-0.8716,2.893126898734362
-0.8713,2.8899352633476996
-0.871,2.886755017377717
-0.8707,2.8835860949036047
-0.8704000000000001,2.8804284305390078
-0.8701,2.8772819594264627
-0.8698,2.874146617231917
-0.8695,2.8710223401393025
-0.8692,2.8679090648451924
-0.8689,2.86480672855352
-0.8686,2.8617152689703578
-0.8683000000000001,2.8586346242987712
-0.868,2.855564733233731
-0.8677,2.8525055349570945
-0.8674,2.8494569691326395
-0.8671,2.8464189759011735
-0.8668,2.843391495875689
-0.8665,2.84037447013659
-0.8662000000000001,2.837367840226974
-0.8659,2.8343715481479674
-0.8656,2.831385536354128
-0.8653,2.8284097477488905
-0.865,2.825444125680084
-0.8647,2.8224886139354872
-0.8644000000000001,2.8195431567384506
-0.8641,2.8166076987435646
-0.8638,2.8136821850323885
-0.8635,2.810766561109217
-0.8632,2.8078607728969103
-0.8629,2.8049647667327737
-0.8626,2.802078489364476
-0.8623000000000001,2.7992018879460296
-0.862,2.79633491003381
-0.8617,2.793477503582631
-0.8613999999999999,2.7906296169418527
-0.8611,2.7877911988515565
-0.8608,2.784962198438743
-0.8605,2.7821425652135896
-0.8602000000000001,2.779332249065752
-0.8599,2.776531200260698
-0.8596,2.773739369436101
-0.8593,2.7709567075982573
-0.859,2.768183166118563
-0.8587,2.7654186967300176
-0.8584,2.76266325152378
-0.8581,2.7599167829457527
-0.8578,2.757179243793221
-0.8575,2.7544505872115144
-0.8572,2.7517307666907174
-0.8569,2.7490197360624173
-0.8566,2.746317449496485
-0.8563000000000001,2.7436238614978943
-0.856,2.7409389269035813
-0.8557,2.738262600879338
-0.8554,2.735594838916737
