a,theta
146.8761352152052,10.0
136.8620021977455,9.09090909090909
112.09872865688821,8.264462809917354
98.2715332868016,7.513148009015775
90.09606880869758,6.830134553650705
72.51723892812146,6.2092132305915495
62.384619915802816,5.644739300537772
56.41260199276145,5.131581182307064
48.210798934473864,4.66507380209733
42.94273955174923,4.240976183724846
38.85556398660832,3.855432894295314
34.36536093265643,3.504938994813922
31.810096284228536,3.186308177103565
26.182445690909308,2.896643797366877
23.803917114368424,2.6333125430607973
21.662247766828187,2.3939204936916334
19.81604927223885,2.176291357901485
17.782663833255153,1.9784466890013497
14.028130607279,1.798587899092136
13.812046765423796,1.635079908265578
13.563641452841145,1.4864362802414344
11.754538243027413,1.3513057093103948
10.398676870911995,1.2284597357367224
11.02635091309524,1.1167815779424748
9.338341966817984,1.0152559799477043
8.80687613989314,0.9229599817706402
7.64948249906594,0.8390545288824002
7.072097606198827,0.7627768444385455
6.879803865449148,0.6934334949441322
6.422025182692474,0.6303940863128475
5.906654694600397,0.5730855330116795
5.415298491851238,0.5209868481924358
5.298690113692334,0.4736244074476689
4.5801355885382,0.43056764313424445
4.156307609996788,0.39142513012204033
4.046491714621372,0.355841027383673
3.819760130908796,0.3234918430760664
4.079746241870474,0.29408349370551484
4.024167814252338,0.2673486306413771
3.5535346914297836,0.24304420967397916
3.400712979995317,0.2209492815217992
3.144398763230669,0.20086298320163565
2.7053846248155904,0.18260271200148695
2.5271682074362753,0.1660024654558972
2.4158928380894387,0.15091133223263378
2.291136822279212,0.13719212021148527
2.2549008611835033,0.12472010928316841
1.842887393040723,0.1133819175301531
1.9202528368863314,0.10307447048195735
1.6010776345254252,0.09370406407450667
1.6535090077102312,0.08518551279500607
1.687490807835954,0.07744137526818731
1.5322195477512313,0.07040125024380665
1.5904896211054615,0.06400113658527877
1.5263422737461405,0.05818285144116251
1.293785449371452,0.052893501310147736
1.225840600116189,0.04808500119104339
1.069361006543041,0.04371363744640308
1.013714741360049,0.03973967040582098
0.9887010558080633,0.03612697309620089
0.8710772022036503,0.03284270281472808
0.862302439406607,0.029857002558843704
0.7628630749357939,0.02714272959894882
0.698304948648317,0.024675208726317104
0.7338049964850694,0.022432007933015547
0.6965005034842136,0.02039273448455959
0.5713020026510293,0.018538849531417805
0.5348258629943068,0.016853499574016186
0.4701479134628186,0.015321363249105623
0.45530298289372906,0.013928512044641473
0.4348419463295325,0.012662283676946794
0.4104457459547114,0.011511166979042538
0.371727219867715,0.010464697253675033
0.3432091986550125,0.009513361139704576
0.329780261904165,0.008648510127004159
0.30756633658540844,0.007862281933640145
0.29502506324388195,0.007147529030581949
0.28040337712763963,0.006497753664165407
0.25625832046482805,0.005907048785604915
0.24513529918023194,0.0053700443505499225
0.22207764935101207,0.004881858500499929
0.2001438008125761,0.004438053182272662
0.1550417500078295,0.004034593802066057
0.12932440124144018,0.0036678125473327784
0.12193441158772278,0.0033343750430297986
0.09523415757396395,0.003031250039117998
0.08656286207776921,0.0027556818537436347
0.06618285643890415,0.002505165321585122
0.04416435280873301,0.002277423019622838
0.034193001190015754,0.002070384563293489
0.0034045217754886943,0.0018821677848122626
-5.526090971923881,0.0017110616225566022
-5.526090971923881,0.0015555105659605473
-5.526090971923881,0.0014141005145095883
-5.526090971923881,0.0012855459222814438
-5.526090971923881,0.0011686781111649488
-5.526090971923881,0.0010624346465135897
-5.526090971923881,0.0009658496786487179
-5.526090971923881,0.0008780451624079253
-5.526090971923881,0.0007982228749162957
-5.526090971923881,0.0007256571590148142
-5.526090971923881,0.0006596883263771037
-5.526090971923881,0.0005997166603428215
-5.526090971923881,0.0005451969639480196
-5.526090971923881,0.0004956336035891086
-5.526090971923881,0.00045057600326282594
-5.526090971923881,0.00040961454842075085
-5.526090971923881,0.00037237686220068254
-5.526090971923881,0.0003385244201824387
-5.526090971923881,0.00030774947289312604
-5.526090971923881,0.00027977224808466004
-5.526090971923881,0.00025433840734969093
-5.526090971923881,0.0002312167339542644
-5.526090971923881,0.0002101970308675131
-5.526090971923881,0.00019108820987955735
-5.526090971923881,0.0001737165544359612
-5.526090971923881,0.00015792414039632837
-5.526090971923881,0.0001435674003602985
-5.526090971923881,0.00013051581850936228
-5.526090971923881,0.00011865074409942022
-5.526090971923881,0.00010786431281765474
-5.526090971923881,9.805846619786795e-5
-5.526090971923881,8.914406017987994e-5
-5.526090971923881,8.104005470898175e-5
-5.526090971923881,7.367277700816523e-5
-5.526090971923881,6.697525182560475e-5
-5.526090971923881,6.0886592568731584e-5
-5.526090971923881,5.535144778975598e-5
-5.526090971923881,5.031949799068725e-5
-5.526090971923881,4.574499817335204e-5
-5.526090971923881,4.158636197577458e-5
-5.526090971923881,3.7805783614340525e-5
-5.526090971923881,3.436889419485502e-5
-5.526090971923881,3.1244449268050016e-5
-5.526090971923881,2.8404044789136377e-5
-5.526090971923881,2.5821858899214886e-5
-5.526090971923881,2.347441718110444e-5
-5.526090971923881,2.134037925554949e-5
-5.526090971923881,1.940034477777226e-5
-5.526090971923881,1.7636677070702054e-5
-5.526090971923881,1.6033342791547318e-5
-5.526090971923881,1.4575766174133927e-5
-5.526090971923881,1.3250696521939933e-5
-5.526090971923881,1.2046087747218118e-5
-5.526090971923881,1.095098886110738e-5
-5.526090971923881,9.955444419188527e-6
-5.526090971923881,9.050404017444115e-6
-5.526090971923881,8.227640015858286e-6
-5.526090971923881,7.47967274168935e-6
-5.526090971923881,6.799702492444863e-6
