i,ar_1,ar_2,ar_3,ar_4,ar_5,ar_6,omega_range_1,omega_range_2,omega_range_4
1.0,0.5316450000000004,0.41255999999999987,0.29777777777777764,0.4700000000000001,0.5320199999999999,0.0,2.3887872000000003,5.333333333333334,2.3040000000000003
2.0,0.5093500000000002,0.5184400000000002,0.31585585585585574,0.5244599999999999,0.5492599999999997,0.0,2.3887872000000003,3.7037037037037046,1.9200000000000002
3.0,0.49305499999999985,0.4956400000000002,0.30875375375375375,0.5025799999999999,0.5396499999999996,0.0,2.3887872000000003,3.7037037037037046,1.9200000000000002
4.0,0.47009499999999976,0.46492000000000006,0.3063363363363363,0.48170000000000024,0.5321599999999997,0.0,2.3887872000000003,3.7037037037037046,1.9200000000000002
5.0,0.49254,0.50794,0.2896396396396396,0.5160200000000001,0.5087050000000001,0.0,1.9906560000000002,3.086419753086421,1.6
6.0,0.4637499999999999,0.4622,0.26484984984984977,0.48253999999999997,0.4851350000000001,0.0,1.9906560000000002,3.086419753086421,1.6
7.0,0.4697999999999998,0.48343999999999987,0.24899399399399383,0.5120000000000002,0.4528450000000002,0.0,1.6588800000000001,2.572016460905351,1.3333333333333335
8.0,0.4581400000000002,0.48331999999999986,0.2182732732732733,0.5135400000000002,0.41814500000000004,0.0,1.3824,2.143347050754459,1.1111111111111114
9.0,0.461905,0.5123400000000001,0.1746246246246245,0.4842799999999999,0.3626499999999999,0.0,0.9600000000000001,1.488435451912819,0.9259259259259262
10.0,0.48169499999999993,0.5056600000000001,0.11836336336336345,0.5198400000000002,0.26599000000000006,0.0,0.4629629629629631,0.8613631087458444,0.5358367626886148
1.0,0.483125,0.5096700000000003,0.11894894894894895,0.5225600000000004,0.2663350000000003,0.0,0.4629629629629631,0.8613631087458444,0.5358367626886148
2.0,0.47298,0.49190000000000006,0.11418918918918922,0.51105,0.26083500000000015,0.0,0.4629629629629631,0.8613631087458444,0.5358367626886148
3.0,0.4590399999999999,0.4757599999999998,0.11322072072072074,0.49385999999999997,0.2560225,0.0,0.4629629629629631,0.8613631087458444,0.5358367626886148
4.0,0.4892924999999999,0.5198800000000005,0.10465465465465468,0.48035999999999973,0.24502999999999997,0.0,0.38580246913580263,0.717802590621537,0.5358367626886148
5.0,0.47582500000000033,0.5033300000000002,0.10256756756756762,0.4691299999999998,0.23904249999999982,0.0,0.38580246913580263,0.717802590621537,0.5358367626886148
6.0,0.47526500000000005,0.4995999999999999,0.10066816816816822,0.4669899999999998,0.23956249999999998,0.0,0.38580246913580263,0.717802590621537,0.5358367626886148
7.0,0.45745749999999985,0.4764999999999999,0.09855105105105111,0.5123500000000001,0.23234749999999985,0.0,0.38580246913580263,0.717802590621537,0.4465306355738457
8.0,0.48915000000000036,0.53583,0.09725225225225229,0.5059300000000002,0.2274324999999999,0.0,0.32150205761316886,0.5981688255179475,0.4465306355738457
9.0,0.47473249999999967,0.5067100000000004,0.09277027027027027,0.48821000000000003,0.21705999999999995,0.0,0.32150205761316886,0.5981688255179475,0.4465306355738457
