i,theta,chi2_min,chi2_avg
65.0,0.02243200793301554,1.2412078241833857,1.2579183489529964
66.0,0.02039273448455958,1.234357941072276,1.250422057244479
67.0,0.018538849531417798,1.2177641089682192,1.2252635734207458
68.0,0.01685349957401618,1.2066042951079194,1.2179337382917403
69.0,0.015321363249105616,1.1925334969295796,1.2049367843648857
70.0,0.013928512044641468,1.1925334969295796,1.2019537139359153
71.0,0.012662283676946788,1.1912562362508636,1.1978420939565113
72.0,0.011511166979042534,1.1891283773991417,1.1929397076786734
73.0,0.010464697253675031,1.1794025815968463,1.1851592677711988
74.0,0.009513361139704572,1.1746468816799667,1.179428606696266
75.0,0.008648510127004155,1.169456548284405,1.1767300784729426
76.0,0.007862281933640141,1.1642770198446928,1.1722662176673073
77.0,0.007147529030581946,1.1642770198446928,1.1697460643077058
78.0,0.006497753664165405,1.1627129773571252,1.166807854575296
79.0,0.005907048785604913,1.1586743469450727,1.161955935315625
80.0,0.005370044350549921,1.157558970765257,1.1597207779519405
81.0,0.004881858500499927,1.1523186597505841,1.1550873717499393
82.0,0.0044380531822726605,1.1469404536509702,1.1506797920267466
83.0,0.004034593802066055,1.137585877748212,1.1416165907261153
84.0,0.0036678125473327767,1.134312464833355,1.1364487213137602
85.0,0.003334375043029797,1.1325966159893068,1.134963712037105
86.0,0.0030312500391179967,1.1279161067891113,1.129598329031523
87.0,0.002755681853743633,1.1263964837565992,1.12785584293129
88.0,0.0025051653215851207,1.1222135209979194,1.123760506016065
89.0,0.002277423019622837,1.1181268070305976,1.119335914956939
90.0,0.002070384563293488,1.1159784709441776,1.1173321841875545
91.0,0.0018821677848122617,1.1104611429083135,1.1111452773463952
