j,theta,chi2_min,chi2_avg,chi2_sigma,edge_R,wn0_R,n0_R,eps_R,edge_R_sigma,wn0_R_sigma,n0_R_sigma,edge_L,wn0_L,n0_L,eps_L,edge_L_sigma,wn0_L_sigma,n0_L_sigma,wc0,w_cf
46,1.11296509,0.7327146800276402,0.9426241954145265,0.005814271387858421,1.570985428102081, 1.7050587981916885,0.5243224800404789,0.8472691652256741,0.00023589210795823575, 0.009245064826682322,0.02001356794028898,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
47,1.05996675,0.7327146800276402,0.9867979499732458,0.009748661099441527,1.5720277871372677, 1.7124072402750272,0.5347812977115753,0.880482534751262,0.0003668756421355859, 0.008945567723098163,0.019262958680003734,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
48,1.00949214,0.7327146800276402,1.0772904219053583,0.007228036276075027,1.5755397788722976, 1.6789120969495124,0.4603430518261719,0.9155254916059674,0.0003648443169438441, 0.006238336980069907,0.015552048529950267,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
49,0.96142109,0.7327146800276402,1.1752668936954027,0.010653347305105537,1.5755688078367691, 1.6947427719187875,0.501612691346103,0.35476439517527625,0.0002583101428395621, 0.009048274068069804,0.01881920829174276,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
50,0.91563913,0.7327146800276402,1.059125012674124,0.007285528030460713,1.5762133235312668, 1.6768825497379385,0.4551326056843289,0.8672250615837371,0.00017626348376016606, 0.007646977349549597,0.01924508946545591,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
51,0.87203727,0.7327146800276402,1.036368307999189,0.003080005543195789,1.577029858162684, 1.6900409092462998,0.4871450113562963,0.31958782331550495,0.00018435672718131678, 0.009063191233869724,0.019403816877900045,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
52,0.83051169,0.7327146800276402,1.013349486803158,0.002866970147782111,1.5771926586410443, 1.694257921257933,0.4953428075769352,0.9144160592252706,0.00022714909667270289, 0.008861985893720586,0.02045230188674887,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
53,0.79096351,0.7327146800276402,1.004476164039383,0.005595181020018583,1.5750230128104943, 1.6976770658192248,0.49232697776996914,0.8858998196168357,0.0003353826249115898, 0.01048749536664822,0.023070286044892155,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
54,0.75329858,0.7327146800276402,0.9717569117249143,0.00449773703598556,1.5730699785046842, 1.6848896559784226,0.47326346619670423,0.4663662674651846,0.00020672691241445192, 0.009665948750781883,0.021948060246840137,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
55,0.71742722,0.7327146800276402,0.9635500092124941,0.0029974332645069535,1.5736243121069333, 1.6971613173890514,0.49925013686728253,0.6579246976570716,0.00034935233940172123, 0.009327366285371081,0.02167379375725597,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
56,0.68326402,0.7327146800276402,0.965106170577757,0.003877177683601513,1.5734543418621352, 1.700660136500116,0.5085958003109236,0.3166486261003704,0.00032182244119969384, 0.007665489930116385,0.017603627344127144,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
57,0.65072764,0.7327146800276402,0.9591956578920776,0.0028842192387590814,1.574109988047923, 1.701978661092075,0.5124176603175169,0.3451797249519422,0.0002027054596091372, 0.008360925642853278,0.01868404645157346,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
58,0.61974061,0.7327146800276402,0.9545226496874617,0.0025482047060810743,1.5753494806994592, 1.7148698975918832,0.5367946264240142,0.04494545953161172,0.0002128146071458523, 0.00853378053845301,0.018456225458600106,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
59,0.59022915,0.7327146800276402,0.9770351524540324,0.008570992736546023,1.5758092331085307, 1.69110477571274,0.48722506214061834,0.0790961711903716,0.0002578468986582859, 0.009623117929298665,0.022331770631396616,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
60,0.562123,0.7327146800276402,0.9634152267740521,0.003066875723340918,1.5757203367785488, 1.6930131911869062,0.49544003595667335,0.5790713644684321,0.0003343258999528623, 0.005821788585004124,0.014598265048131333,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
61,0.53535524,0.7327146800276402,0.975858848130071,0.0031364611790342584,1.5753072043463967, 1.6970522535050452,0.4992384325151889,0.611933291262207,0.0001849925088375685, 0.007740900529032201,0.0179782248606877,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
62,0.50986213,0.7327146800276402,0.9561141848605603,0.0025630920153124357,1.575583993000183, 1.7113679818064482,0.5271371515905049,0.4736670064493473,0.00017041065632063425, 0.009301208649937043,0.020774811152023814,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
63,0.48558298,0.7327146800276402,0.9510709389155941,0.00811340941462631,1.5744406264719417, 1.6996231535694555,0.5098614134657612,0.7693584952538488,0.0002458552195165433, 0.00746589302653081,0.01719963528856718,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
64,0.46245998,0.7327146800276402,0.9245122761866786,0.004436372026846467,1.5739278672877621, 1.6826246130677582,0.4627359658170368,0.9092149056437971,0.0002370951283794983, 0.008184132616706679,0.01912611786529091,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
65,0.44043808,0.7327146800276402,0.8805024508905344,0.002353138533750892,1.5714207032187495, 1.6953536184127596,0.49776048323016153,0.4070530941052429,0.00034235747243903814, 0.009337529357935572,0.018648638127123706,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
66,0.41946484,0.7327146800276402,0.8856169673864009,0.005217186960286483,1.5706021187212884, 1.6938842528239615,0.49242937811070187,0.13851570249448075,0.0001691788708656013, 0.005600686121221645,0.013549420127442754,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
67,0.39949032,0.7327146800276402,0.8774250960625061,0.003050830906424951,1.569208275689014, 1.7072342977625556,0.5201199738698941,0.7246650623499568,0.0002012047947457398, 0.006798934249301691,0.014887857795470982,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
68,0.38046697,0.7327146800276402,0.8610439104186913,0.003825745836167328,1.5697976215739042, 1.6986648006557583,0.49551780692826275,0.6624573864318128,0.00017796977811962843, 0.009533783140670778,0.020929742418722697,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
69,0.3623495,0.7327146800276402,0.8606370596130348,0.002937540616335787,1.569362044774428, 1.7114362657347626,0.528369503731476,0.5009935731581768,0.00022943199683719614, 0.010419917072819362,0.022614115089165384,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
70,0.34509476,0.7327146800276402,0.8703466627492811,0.0051045009748038805,1.5699916230631283, 1.687460424194656,0.47897641009609726,0.7956694311114769,0.00021020509166623137, 0.005642789726007544,0.013946397314552845,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
71,0.32866168,0.7327146800276402,0.8468860795580719,0.0025199052012537205,1.5704197621052736, 1.7037163361651164,0.5166714819639264,0.6469133075080763,0.00017571311632655974, 0.008638605755207715,0.018273449958027654,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
72,0.31301112,0.7327146800276402,0.8319986865856084,0.0016638529337292451,1.5734690429387144, 1.6934176299977128,0.48563824493403046,0.2093762700535482,0.00014726423209110022, 0.008430690426379858,0.019278206718046913,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
73,0.29810583,0.7327146800276402,0.8309145645207148,0.0017975226047102326,1.5745794922611078, 1.6961413912313315,0.4968958913668476,0.6038710907201443,0.00018535255744706476, 0.0064673464976484265,0.01388134240288606,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
74,0.28391031,0.7327146800276402,0.8219230293735738,0.0040126965537774974,1.5737186649993606, 1.6919722827495314,0.4885232385542758,0.3501543603637421,0.0002840017578060106, 0.007885895270943714,0.016737392909566225,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
75,0.27039077,0.7327146800276402,0.8367997221971336,0.00292329645073285,1.5745584624644497, 1.7151467471852098,0.5347298996669358,0.489411892104668,0.00023525854871219226, 0.010120942430879033,0.020183379312722086,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
76,0.25751502,0.7327146800276402,0.8276072440263185,0.0015166130358817136,1.5765630762409895, 1.70233004235276,0.5158189266097071,0.6980130030653068,0.0002445263254382108, 0.006636801580174875,0.014039571377981933,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
77,0.2452524,0.7327146800276402,0.8369421860628826,0.0021031694021125978,1.5758552797223881, 1.7005575064357743,0.5073731176471669,0.019122243703252384,8.70907424570059e-5, 0.007694232856872746,0.016448650590813997,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
78,0.23357372,0.7327146800276402,0.8120917035350578,0.0027844391286824225,1.5742639778325935, 1.688990247482002,0.48086810870851016,0.5126461025604184,0.0003130033304649798, 0.009311177417298916,0.0198732753583366,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
79,0.22245116,0.7327146800276402,0.8019005633931137,0.004076372905410691,1.5728168004948138, 1.6970939069691169,0.49442510179306726,0.7161166731548749,0.0002637358256936205, 0.00963229590019371,0.02121894553890895,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
80,0.21185825,0.7327146800276402,0.7967940028662461,0.0023587494440855676,1.5747604722151114, 1.715906388234823,0.5348936378603254,0.3921440360078348,0.0002442251606298891, 0.008356481908227959,0.01765041863857582,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
81,0.20176976,0.7327146800276402,0.808009967742071,0.0016807429055336167,1.5744972290187031, 1.7000988806076713,0.5065573113891941,0.662373218329435,0.00020898145302471955, 0.00821198923714344,0.01854303932876606,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
82,0.19216167,0.7327146800276402,0.7951064085881335,0.0019480925782211418,1.5727892907869645, 1.7089640146313585,0.520359285709137,0.20058676492904354,9.223538350104448e-5, 0.008531467759097371,0.017176679607291915,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
83,0.18301112,0.7327146800276402,0.7837029489128888,0.0013976526811776049,1.5715519564125975, 1.691283462569034,0.48430052192430006,0.9147677506049396,0.00022441862980565933, 0.008019019130944244,0.018596997598193925,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
84,0.1742963,0.7327146800276402,0.7903498215417601,0.0015966458342762534,1.572207823374972, 1.7021483836414426,0.5060860819302185,0.28387691086526595,7.438505844189896e-5, 0.008427907549175538,0.01831157400972231,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
85,0.16599648,0.7327146800276402,0.7689745195873194,0.001180106532864104,1.5708327315492239, 1.680642336366298,0.45532776909859984,0.4858727933349499,8.242800160276339e-5, 0.008405408001928,0.01980770952917357,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
86,0.15809189,0.7327146800276402,0.768075709598045,0.0011660366932117095,1.5686398778491535, 1.7065721507292129,0.5198345034965174,0.8627547117936403,0.0004766107396823928, 0.00802861995695637,0.018208618397582157,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
87,0.1505637,0.7327146800276402,0.7556691030164592,0.0011780436839965334,1.5652543228874058, 1.6915100299640287,0.4879116490013762,0.4105215401593888,0.0001371145015456705, 0.008662739662317731,0.02075188604321786,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
88,0.143394,0.7307642814006566,0.7479458269806336,0.001144441436445515,1.565167616009885, 1.7020416012842656,0.5101097590700446,0.9909214406089367,0.00021256370290501602, 0.0073286914313131675,0.01656659187274335,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
89,0.13656571,0.7184043643586986,0.7398088645283833,0.0016249493620288326,1.5654833311756133, 1.6957784794272903,0.5011494183245722,0.3391741988793322,0.00015835511937360776, 0.006928554352028466,0.015658242153326236,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
90,0.13006259,0.7184043643586986,0.736947093468713,0.0011600043789868591,1.565939356913547, 1.6999539542855384,0.49764507428054366,0.16273138218773509,8.83798521018934e-5, 0.009076638013596332,0.019872800231050564,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
91,0.12386913,0.7132903411657283,0.7282208783598071,0.0014039853020690446,1.5642768690696947, 1.695555762015466,0.49010695825572703,0.9709561180583697,0.00015345895558076955, 0.007332977740730727,0.016870042026450562,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
92,0.1179706,0.7021943158834948,0.7208916259675962,0.0013010208967866573,1.5626083695472506, 1.707519709646774,0.5174905377786481,0.14642408551251135,0.0002051522988490891, 0.009267823513981989,0.019978131653463665,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
93,0.11235295,0.6990516572319575,0.7123589988513251,0.0006248575153645515,1.5614232479161232, 1.7010455302014669,0.5036850179932341,0.8100452595256439,0.00026154124643709817, 0.006927151584230446,0.015691593049270522,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
94,0.10700281,0.6958716495828918,0.7065054122024357,0.0008858226556086421,1.5594124862426988, 1.6850239240636764,0.47494493702539076,0.5338301214888632,0.00015723533638483883, 0.00783184475117339,0.016758869119978356,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
