i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.5126,0.8391,0.8478,0.9533,0.9993,-0.9993,0.0,0.0,0.35,0.35,0.15,0.15
