a,theta
23.30502327522441,10.0
19.97108638641125,9.09090909090909
17.396953914229496,8.264462809917354
13.957546118365816,7.513148009015775
11.977590000239548,6.830134553650705
10.445845039479007,6.2092132305915495
9.113317288637747,5.644739300537772
7.439588271971134,5.131581182307064
6.235038684402846,4.66507380209733
5.571965592399282,4.240976183724846
4.815694015063254,3.855432894295314
3.961077153152799,3.504938994813922
3.453678635750065,3.186308177103565
2.926649496341482,2.896643797366877
2.5286157323489435,2.6333125430607973
2.1373060976371585,2.3939204936916334
2.015967174024881,2.176291357901485
1.7328036819596142,1.9784466890013497
1.4454673100093618,1.798587899092136
1.2971088264167778,1.635079908265578
1.3433687238299845,1.4864362802414344
1.0606832346253354,1.3513057093103948
0.9075702229952866,1.2284597357367224
0.7357880382933788,1.1167815779424748
0.6860580636337413,1.0152559799477043
0.5984939271255801,0.9229599817706402
0.4764733273984192,0.8390545288824002
0.5767008774557675,0.7627768444385455
0.5570204364944378,0.6934334949441322
0.4261229453222346,0.6303940863128475
0.4232677525676198,0.5730855330116795
0.32616437148789396,0.5209868481924358
0.2779697658904261,0.4736244074476689
0.26064528318717306,0.43056764313424445
0.2923807278615935,0.39142513012204033
0.21120383036495544,0.355841027383673
0.18570637182795663,0.3234918430760664
0.24689258751305243,0.29408349370551484
0.24265122997004504,0.2673486306413771
0.1459987934093789,0.24304420967397916
0.15340912530660114,0.2209492815217992
0.1375769185109464,0.20086298320163565
0.1266783179864209,0.18260271200148695
0.10137008514573828,0.1660024654558972
0.17903423608879054,0.15091133223263378
0.21821778527789168,0.13719212021148527
0.13222050608240649,0.12472010928316841
0.10660634401522875,0.1133819175301531
0.10170918476442845,0.10307447048195735
0.07476283077569433,0.09370406407450667
0.062284784800801206,0.08518551279500607
0.06374142442415819,0.07744137526818731
0.06281582698033807,0.07040125024380665
0.06540772127737988,0.06400113658527877
0.057647326604775694,0.05818285144116251
0.052940778955081515,0.052893501310147736
0.061278255880007605,0.04808500119104339
0.047312710067816115,0.04371363744640308
0.04921959214747989,0.03973967040582098
0.044019029674858004,0.03612697309620089
0.044745320678032836,0.03284270281472808
0.04563647934905293,0.029857002558843704
0.03862101983544415,0.02714272959894882
0.03770124140968743,0.024675208726317104
0.03893059422610051,0.022432007933015547
0.03599974094394949,0.02039273448455959
0.03567269836215059,0.018538849531417805
0.03712562896474305,0.016853499574016186
0.03566922114727288,0.015321363249105623
0.0338520690138131,0.013928512044641473
0.03493982540273661,0.012662283676946794
0.03117207087260657,0.011511166979042538
0.03410600914896044,0.010464697253675033
0.02851389638100625,0.009513361139704576
0.030196045740211848,0.008648510127004159
0.021159618298041884,0.007862281933640145
0.030565065981458438,0.007147529030581949
0.027553216401747585,0.006497753664165407
0.02224049015172384,0.005907048785604915
0.015557079760151903,0.0053700443505499225
0.016498296737568124,0.004881858500499929
0.025293159659979417,0.004438053182272662
0.018921074717637248,0.004034593802066057
0.02452779039905346,0.0036678125473327784
0.012462008214683415,0.0033343750430297986
0.01034051198904298,0.003031250039117998
0.010655813635900223,0.0027556818537436347
0.009888852028226824,0.002505165321585122
0.007462043194607875,0.002277423019622838
0.00783349747638485,0.002070384563293489
0.009557647987249498,0.0018821677848122626
0.0065180511571046465,0.0017110616225566022
0.00629070885365489,0.0015555105659605473
0.006492690847218088,0.0014141005145095883
0.004833760945781125,0.0012855459222814438
-4.117678485348315,0.0011686781111649488
-4.117678485348315,0.0010624346465135897
-4.117678485348315,0.0009658496786487179
-4.117678485348315,0.0008780451624079253
-4.117678485348315,0.0007982228749162957
-4.117678485348315,0.0007256571590148142
-4.117678485348315,0.0006596883263771037
-4.117678485348315,0.0005997166603428215
-4.117678485348315,0.0005451969639480196
-4.117678485348315,0.0004956336035891086
-4.117678485348315,0.00045057600326282594
-4.117678485348315,0.00040961454842075085
-4.117678485348315,0.00037237686220068254
-4.117678485348315,0.0003385244201824387
-4.117678485348315,0.00030774947289312604
-4.117678485348315,0.00027977224808466004
-4.117678485348315,0.00025433840734969093
-4.117678485348315,0.0002312167339542644
-4.117678485348315,0.0002101970308675131
-4.117678485348315,0.00019108820987955735
-4.117678485348315,0.0001737165544359612
-4.117678485348315,0.00015792414039632837
-4.117678485348315,0.0001435674003602985
-4.117678485348315,0.00013051581850936228
-4.117678485348315,0.00011865074409942022
-4.117678485348315,0.00010786431281765474
-4.117678485348315,9.805846619786795e-5
-4.117678485348315,8.914406017987994e-5
-4.117678485348315,8.104005470898175e-5
-4.117678485348315,7.367277700816523e-5
-4.117678485348315,6.697525182560475e-5
-4.117678485348315,6.0886592568731584e-5
-4.117678485348315,5.535144778975598e-5
-4.117678485348315,5.031949799068725e-5
-4.117678485348315,4.574499817335204e-5
-4.117678485348315,4.158636197577458e-5
-4.117678485348315,3.7805783614340525e-5
-4.117678485348315,3.436889419485502e-5
-4.117678485348315,3.1244449268050016e-5
-4.117678485348315,2.8404044789136377e-5
-4.117678485348315,2.5821858899214886e-5
-4.117678485348315,2.347441718110444e-5
-4.117678485348315,2.134037925554949e-5
-4.117678485348315,1.940034477777226e-5
-4.117678485348315,1.7636677070702054e-5
-4.117678485348315,1.6033342791547318e-5
-4.117678485348315,1.4575766174133927e-5
-4.117678485348315,1.3250696521939933e-5
-4.117678485348315,1.2046087747218118e-5
-4.117678485348315,1.095098886110738e-5
-4.117678485348315,9.955444419188527e-6
-4.117678485348315,9.050404017444115e-6
-4.117678485348315,8.227640015858286e-6
-4.117678485348315,7.47967274168935e-6
-4.117678485348315,6.799702492444863e-6
