j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,5.05067953,456357.709060062,462049.3033362461,1113.686705071198,-1.7652971172660803, -0.9724645748926761,0.75,0.5,0.0004273080937495502, 6.168938219756774e-5,0.0,0.09156459798962444, -0.06889620971983254,0.75,0.5,5.246985022531393e-7, 0.00018439755747336284,0.0
