j,ar_cont,∆w_cont,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.4694208333333333,0.004285743863902284,0.5221991341991342,7.194805194805195,0.510838168389105
1,NaN,NaN,0.0,0.49955357142857143,0.004552739839713266,0.49973495891863234,7.0519480519480515,0.4787227628622111
2,NaN,NaN,0.0,0.4964130434782609,0.004792756586904687,0.5016600790513833,7.0519480519480515,0.5278411519501115
3,NaN,NaN,0.0,0.49065275310834827,0.004817738111235134,0.5055246707111716,7.012987012987013,0.4751048490643352
4,NaN,NaN,0.0,0.5025227272727273,0.00448027467942421,0.511759149940968,6.9480519480519485,0.5391025726819851
5,NaN,NaN,0.0,0.49556226765799255,0.005103015187527489,0.5097281900255878,7.012987012987013,0.42463648979025265
6,NaN,NaN,0.0,0.5029761904761905,0.004635352772707218,0.501422387136673,6.805194805194805,0.4752199754065281
7,NaN,NaN,0.0,0.4973440545808966,0.004305059544099678,0.5127465127465127,6.675324675324675,0.5077211926114605
8,NaN,NaN,0.0,0.49795000000000006,0.004393637525611931,0.5131168831168831,6.675324675324675,0.5210659161202061
9,NaN,NaN,0.0,0.49559426229508186,0.0042255499158693885,0.4999467745369385,6.701298701298701,0.4989312799062932
10,NaN,NaN,0.0,0.4964736842105263,0.004372149849120169,0.5075598086124402,6.376623376623376,0.5231667124282661
11,NaN,NaN,0.0,0.4917116630669548,0.004508147728668399,0.5061849597486746,6.402597402597403,0.48711100952091696
12,NaN,NaN,0.0,0.49427777777777787,0.00438958731999882,0.5242135642135641,6.571428571428571,0.5320570589975122
13,NaN,NaN,0.0,0.49714611872146114,0.004135823783776806,0.5228607009428927,6.3896103896103895,0.4395054937019608
14,NaN,NaN,0.0,0.49208823529411766,0.00414015899330066,0.519694423223835,6.337662337662338,0.42718075212476064
15,NaN,NaN,0.0,0.49851694915254247,0.004450217152921109,0.5208326782176661,6.194805194805195,0.48050089979058774
16,NaN,NaN,0.0,0.4949375,0.004536697878652847,0.5141558441558441,6.246753246753247,0.5137841638865746
17,NaN,NaN,0.0,0.503576030927835,0.004156405708851436,0.5022091310751103,6.1558441558441555,0.5761474894877567
18,NaN,NaN,0.0,0.5021333333333332,0.004221729717848256,0.5095757575757576,6.0,0.5213331065367008
19,NaN,NaN,0.0,0.4949035812672176,0.004072588576672158,0.5061715144359774,5.922077922077922,0.42560440535208405
20,NaN,NaN,0.0,0.49617857142857147,0.004084374231894055,0.5121706864564006,5.9480519480519485,0.5072197891911734
21,NaN,NaN,0.0,0.4949704142011834,0.00406822854868569,0.501805886421271,5.87012987012987,0.471967774719344
22,NaN,NaN,0.0,0.496423076923077,0.003924620686880404,0.5057342657342656,5.87012987012987,0.5276071011270352
23,NaN,NaN,0.0,0.4965654952076678,0.004107425785160224,0.5199784241317786,5.792207792207792,0.4650197105782322
24,NaN,NaN,0.0,0.49750000000000005,0.004042005695296403,0.5012987012987014,5.571428571428571,0.4885271330113094
25,NaN,NaN,0.0,0.49522569444444436,0.003890700626255149,0.5093344155844156,5.584415584415584,0.40130118898669587
26,NaN,NaN,0.0,0.4958181818181818,0.004008350004138083,0.5022904368358914,5.532467532467533,0.5765360154266025
27,NaN,NaN,0.0,0.49752851711026613,0.003957456600346357,0.513801787566046,5.441558441558442,0.5037730922452005
28,NaN,NaN,0.0,0.49555,0.004107563515563602,0.5190649350649352,5.51948051948052,0.5141522169768368
29,NaN,NaN,0.0,0.5038865546218487,0.004023006823067029,0.5125504747353486,5.454545454545454,0.422489392545821
30,NaN,NaN,0.0,0.4935555555555555,0.0037616952068281924,0.5007792207792208,5.324675324675325,0.508729985472845
31,NaN,NaN,0.0,0.4913732394366198,0.003750329633744918,0.5023474178403755,5.246753246753247,0.3824960264062655
32,NaN,NaN,0.0,0.495125,0.003892579969708177,0.4991558441558441,5.324675324675325,0.5425654290860238
33,NaN,NaN,0.0,0.48623670212765957,0.0038508177481806362,0.4948190107764576,5.12987012987013,0.48662966248083334
