j,ar_cont_s,∆w_cont_s,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.0,0.159925,7.53767167009932e-6,0.4117258883248731,55.766497461928935,0.5608070668785937
1,NaN,NaN,0.0,0.0,0.6523979591836735,1.7291912113976752e-5,0.4891916157325874,59.4263959390863,0.49822260702626875
2,NaN,NaN,0.0,0.0,0.5024131944444445,0.0007028970139537473,0.4952234912577553,31.406091370558375,0.5018494979883484
3,NaN,NaN,0.0,0.0,0.49283687943262416,0.0007674158968537173,0.49281779889836913,31.3248730964467,0.4659920902347121
4,NaN,NaN,0.0,0.0,0.48832727272727267,0.0007010566656693127,0.5015413013382556,31.639593908629443,0.44566673608493257
5,NaN,NaN,0.0,0.0,0.49146840148698895,0.0007563597930414195,0.49780159643726535,30.411167512690355,0.5889443792662524
6,NaN,NaN,0.0,0.0,0.49558935361216716,0.0007923800655915771,0.48788867228966826,29.80203045685279,0.4508153470512404
7,NaN,NaN,0.0,0.0,0.49287937743190674,0.0006009176725386722,0.49149696814078886,30.055837563451778,0.4998488336080055
8,NaN,NaN,0.0,0.0,0.49082000000000003,0.000862560372120047,0.49833502538071056,29.563451776649746,0.5017531772411024
9,NaN,NaN,0.0,0.0,0.49631147540983617,0.001018647983003073,0.4928434717483565,29.99492385786802,0.43634878212374095
10,NaN,NaN,0.0,0.0,0.4947058823529412,0.00077709400186024,0.49131937038774903,28.913705583756347,0.4854446624816741
11,NaN,NaN,0.0,0.0,0.4983189655172413,0.0008632875906958815,0.4912480308069316,28.32994923857868,0.4463908423196712
12,NaN,NaN,0.0,0.0,0.4871333333333333,0.000808593205601201,0.48554991539763115,28.97969543147208,0.42869258321591913
13,NaN,NaN,0.0,0.0,0.49716894977168946,0.0007375842477711305,0.49319704239389933,27.923857868020306,0.4680154902633402
14,NaN,NaN,0.0,0.0,0.4963849765258217,0.0005987447227080435,0.4892400085793951,28.477157360406093,0.47176485904475507
15,NaN,NaN,0.0,0.0,0.4890821256038648,0.0006059715252944519,0.4928026680399225,27.85279187817259,0.48564839444807606
16,NaN,NaN,0.0,0.0,0.49665000000000004,0.0004373966710275482,0.48530456852791876,27.314720812182742,0.4726869327921645
17,NaN,NaN,0.0,0.0,0.486778350515464,0.0005882460795815284,0.494950023549113,26.96954314720812,0.4451210077964514
18,NaN,NaN,0.0,0.0,0.5075000000000001,0.0005267551347784623,0.4980289448104548,26.776649746192895,0.40152553683045406
