j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,w_cont0,w_contf
78,0.23357372,1.154844268170043,1.2104722971112567,0.002393826235443897,-1.0219590402832956, -0.8260982218060425,0.4451986912171665,0.1084565604232115,0.00025172560071406606, 0.023536783934018,0.03321572888462315,1.4978211555374796, 0.3661677694492231,0.5419123770255243,0.7585713203226438,0.0007472197997775119, 0.09298136048174269,0.03504674047311023,0.0,0.0
79,0.22245116,1.154844268170043,1.2012195117117195,0.0009308125900334165,-1.0255973450744102, -0.782266527126678,0.49955439466827994,0.36512054138077343,0.0002656270698504733, 0.026570132592589477,0.0344705310803978,1.5019137440540384, 0.4259813398470257,0.5184712481755114,0.3189072210562521,0.0008115722189270763, 0.09760030324774355,0.037398012572721885,0.0,0.0
80,0.21185825,1.154844268170043,1.2065851538694494,0.0008669585288405637,-1.0262333795556804, -0.7473520042075326,0.5518507076108193,0.7541631069691891,0.00017833158755575817, 0.02666310733813293,0.03436389432233801,1.504333567104104, 0.360848782980122,0.5430955434212796,0.0778848170907526,0.0009919886676292094, 0.0966998908055855,0.03724091263003876,0.0,0.0
81,0.20176976,1.154844268170043,1.2063427264357462,0.0011110470190167964,-1.0245246039847995, -0.8306626467462767,0.4359737672741031,0.5017249118224709,0.00018757740059191098, 0.025681042642571122,0.03714448946561822,1.5052995459546301, 0.3804800002848035,0.542013359969103,0.920795574038262,0.000936432172173304, 0.081614053932187,0.03108575484671028,0.0,0.0
82,0.19216167,1.154844268170043,1.197834158095747,0.0014179623154324987,-1.0235317784175944, -0.6575405666367272,0.6703975601756225,0.7980530301459055,0.00026193160460451063, 0.02244055828678424,0.025398737479410596,1.504205491702894, 0.5494602167614484,0.4732626579652629,0.9482548392287002,0.0012614803811525164, 0.08701612131710391,0.033241942442370186,0.0,0.0
83,0.18301112,1.154844268170043,1.189536787830915,0.0007667816718934912,-1.0222968938384518, -0.7787015869519002,0.51520313812685,0.5780972666707865,0.00029808353531545395, 0.021995230849640914,0.02995540651418315,1.4870478399133087, 0.3886807335602457,0.5360472870806998,0.5638016919628188,0.0014555088351826048, 0.08946577898008722,0.033809941233704545,0.0,0.0
84,0.1742963,1.154844268170043,1.180716218881265,0.0009605466126570133,-1.0242134820812299, -0.7769729185796339,0.49152636506248265,0.5417082827794536,0.0003231837227590013, 0.03200333357411387,0.042511227380888604,1.4906943190909396, 0.7002195919474417,0.41747207075523657,0.7703343063948679,0.0007086687856669046, 0.08160062205834673,0.03166331462673246,0.0,0.0
85,0.16599648,1.154844268170043,1.1894644939817842,0.0013718289585533314,-1.0218512767880905, -0.775443158943786,0.5221631585985931,0.1950621984451934,0.00021380226003945213, 0.02450518844955566,0.03160953802289431,1.4946959794602468, 0.4725376309680346,0.5000807161990902,0.20213412117099605,0.0012275093784133257, 0.10330015748469985,0.039276987173143235,0.0,0.0
86,0.15809189,1.154844268170043,1.1926451612408975,0.0007874015686514554,-1.024116438168145, -0.7562193168566907,0.5431923329747158,0.15130765936267443,0.0002951790931702676, 0.0227570282846743,0.030288699698893813,1.4951014394559257, 0.4894734522113284,0.49992980801476694,0.16565067836514735,0.0007273690178561986, 0.08359930705110195,0.0319841992669684,0.0,0.0
87,0.1505637,1.154844268170043,1.1871815411056632,0.000832286841668485,-1.0297186860480272, -0.804814127936193,0.4652637689276962,0.3928205134082496,0.00023864862845345922, 0.026307110937725732,0.03769001889080305,1.4964834853519267, 0.45809381601451254,0.5124922181084353,0.29912183591296393,0.0006328023614347224, 0.07692442797061722,0.02938891651493804,0.0,0.0
88,0.143394,1.154844268170043,1.188585566589342,0.000841500441405331,-1.0319508408446336, -0.7921536673029557,0.4818785134598724,0.19560450901212534,0.0002216679352462833, 0.027365917823196688,0.03762603715525819,1.5020242849626213, 0.4294494006250025,0.5204104216570372,0.7933217463792823,0.0007244497895629701, 0.08668232697488842,0.032857428923174725,0.0,0.0
89,0.13656571,1.154844268170043,1.182342161697157,0.0005483188404255497,-1.0342843885093405, -0.787297327022253,0.51133646650441,0.1800952405869707,0.000296773088546429, 0.020611139331758618,0.02834245703176516,1.4986746953951473, 0.5210949813950477,0.48432897757453264,0.7737702992229089,0.0013862521122122238, 0.09227253122038764,0.03581937880508213,0.0,0.0
90,0.13006259,1.154844268170043,1.1738916629639256,0.0007311852439561778,-1.030681957936134, -0.7997096349764413,0.47495303025879154,0.4892658894909593,0.00029290591344380046, 0.02252858826123307,0.031114569863846246,1.4848111136355955, 0.6434572658791825,0.4396810164472888,0.1218289021205522,0.0007198484514247388, 0.0778367642154018,0.030587266150178594,0.0,0.0
91,0.12386913,1.154844268170043,1.18541873011989,0.0007677992800858292,-1.0275125041883904, -0.8121776502164156,0.4691349308757906,0.16262271678599738,0.0001883967573279266, 0.019521495298844983,0.028115627649296288,1.4965324856974522, 0.7305968807082296,0.4015339406928777,0.49008678321363375,0.0012945140008855597, 0.0798015197742925,0.03135023244414057,0.0,0.0
92,0.1179706,1.154844268170043,1.1784317659226857,0.00044580315963407727,-1.031079337337669, -0.7683049099370542,0.5226175460028838,0.6336638334378597,0.00030917167502406053, 0.025769889369076864,0.03372641802079542,1.5029494286612795, 0.6555430588312545,0.4318881412223495,0.05355729641811213,0.0012202306173022162, 0.0883264300533607,0.03382770781893139,0.0,0.0
93,0.11235295,1.154844268170043,1.1844527094941033,0.0007638732450540094,-1.0310811782229914, -0.8321557819819556,0.4387190647361095,0.2088236411542016,0.00012688613997768915, 0.022489116615512637,0.032451597267107994,1.506511589897734, 0.2777260619872549,0.5766433583881473,0.9469536660579494,0.0008223322892119924, 0.08507691350297732,0.03203578814497583,0.0,0.0
94,0.10700281,1.154844268170043,1.1811156557612248,0.0005501995901943874,-1.0313269333609776, -0.8152804043883648,0.45771833528721695,0.8066268402436391,0.00017927953230611085, 0.025774341627024366,0.034596439099421616,1.5027468963755408, 0.41969753623348593,0.5214318605941946,0.4383216364541015,0.0008090986412550473, 0.09260820706015883,0.03492060523592949,0.0,0.0
95,0.10190744,1.154844268170043,1.170704666861743,0.0005611676166564276,-1.0319174340919572, -0.819493807174266,0.45634915722189195,0.31718873913655254,0.0001901771657595892, 0.020618596804589155,0.029932331288730147,1.4894761739568163, 0.531829519102021,0.482495224909601,0.06650375135289183,0.0008334479529515605, 0.0799253628702444,0.030244146250080865,0.0,0.0
96,0.0970547,1.154844268170043,1.1745559616404406,0.0008379837827255614,-1.0311300268507906, -0.7634197216441448,0.5262913199093339,0.8461019857050087,0.00021324147539327322, 0.027100811629984543,0.03759900472835146,1.5013713796220114, 0.6136973908882519,0.44495153108449326,0.9946160852817063,0.0006669281330251317, 0.09889996726039835,0.03832334152960745,0.0,0.0
97,0.09243305,1.154844268170043,1.1819901679169407,0.0006096422309439537,-1.0267117426419055, -0.775307518022377,0.5237874299490567,0.39314772641376333,0.0003049035856582218, 0.023000420187939265,0.03340385520435564,1.5013256306205578, 0.4259046407727293,0.5169777787570962,0.053797227067924336,0.0006425964992297125, 0.10160397381224698,0.03842641216396103,0.0,0.0
98,0.08803148,1.154844268170043,1.1847529010168074,0.000508495691473668,-1.0267362818514143, -0.813206851552693,0.45061765516344365,0.8609905288438343,0.00013055674895889326, 0.027909621926220603,0.039275397395532485,1.4991002123998454, 0.5517754821392513,0.4766041535656182,0.49427887599959375,0.0009601007147938046, 0.08560933294025568,0.03259693936190375,0.0,0.0
99,0.0838395,1.154844268170043,1.1926685730119257,0.0006784181649302954,-1.0252766505709212, -0.8582083912477165,0.3998095385515935,0.7435967095530124,0.0001867256753223065, 0.02177688297937602,0.03070415313687139,1.5072109349565908, 0.41291111855228174,0.5289372488560167,0.22933275694188698,0.0017786856767566625, 0.08537243371815324,0.03278995583492347,0.0,0.0
100,0.07984714,1.154844268170043,1.1955337620943352,0.0005587159578551671,-1.0232378832381404, -0.8454293182887544,0.41179562328615005,0.03914785834279569,0.00013706411221530565, 0.023084113982641527,0.03095610320328056,1.5043621563041296, 0.6753606161555797,0.42584421469919276,0.5902989990525305,0.0008000509066494893, 0.08678430862592167,0.033726898656875025,0.0,0.0
101,0.0760449,1.154844268170043,1.1937863466687546,0.0007166643055439632,-1.0214212896357961, -0.8344056221595603,0.4487804158646621,0.7563292426729935,0.00015899531185700983, 0.0193516895214831,0.02748971403363556,1.5081578844983548, 0.3275803791307527,0.559823613777682,0.7070773243490961,0.0006469088691700463, 0.08568318234283955,0.03232047091845897,0.0,0.0
102,0.07242371,1.154844268170043,1.1905608070182234,0.0006791596292770357,-1.0244028109695686, -0.8002076484257927,0.4835690409592055,0.9434801943960893,0.00028419150027647936, 0.023351600737859142,0.032504222543710645,1.513248670958864, 0.5218407795646206,0.48680033075040346,0.14276401530334176,0.0010323804604380608, 0.08229350012080824,0.03182658395465526,0.0,0.0
103,0.06897497,1.154844268170043,1.1839349677859117,0.0010140582570764378,-1.0249254123349396, -0.7826750422755506,0.5010576589075468,0.004039415177993333,0.0002472654934957683, 0.027453624018474405,0.03640749139390393,1.4937678691046816, 0.4001276930811736,0.534233522614603,0.8707359875832605,0.0006121462882509162, 0.07851077003843315,0.030320869731410613,0.0,0.0
104,0.06569044,1.154844268170043,1.1746294836560884,0.00043704620679452076,-1.0245990218160521, -0.7697970759935359,0.5129332950170358,0.8317331380748313,0.00024125849193943325, 0.0288315926747896,0.03871080178794932,1.4925702293206502, 0.4980126731521364,0.49079111890270494,0.5358560038753326,0.0006306202831768632, 0.1023508207361613,0.03926650307920063,0.0,0.0
105,0.06256233,1.154844268170043,1.1732641198621552,0.00028585870064651026,-1.0284510842040955, -0.7915029287912018,0.4988710779034252,0.64978696687874,0.000286438204980088, 0.023650518351746908,0.03448747516278538,1.4931294557369537, 0.5538361421961951,0.4767684551626624,0.914468385560447,0.0007547136243767752, 0.0737538389930632,0.028394945816668613,0.0,0.0
106,0.05958317,1.154844268170043,1.1697232548460414,0.0005965584236381034,-1.031151110928243, -0.7664040967348668,0.5176903251011821,0.5049118796689926,0.00021896010180038047, 0.02839559419255137,0.03823211423257209,1.4923020263464761, 0.31095134477370423,0.5661958356648907,0.5622895168794393,0.000749483215044671, 0.08744788907557621,0.03282642751652107,0.0,0.0
107,0.05674588,1.154844268170043,1.176179609528693,0.00034802279888506907,-1.0297105107266338, -0.7316722700753432,0.5788509059395015,0.5563153342895515,0.0001566990289363285, 0.024609432912155435,0.03229365509408333,1.499892723474601, 0.5544781330330841,0.47227078156813596,0.07701319632733045,0.0010710530503700837, 0.08590534200509918,0.03320210320735117,0.0,0.0
108,0.05404369,1.154844268170043,1.168905618160308,0.00035592556797215324,-1.030227306476845, -0.8089623070663083,0.4690990100410568,0.07103061241447173,0.0001869457245284049, 0.0258662119901896,0.035174912532624836,1.4988468552744787, 0.6107941974875247,0.4469131424453027,0.054890577397352674,0.0006943971316905124, 0.09528220834691883,0.036725053250993754,0.0,0.0
109,0.05147018,1.154844268170043,1.1702882458972417,0.0003077302170913819,-1.031214400756711, -0.7973004168811675,0.4942057418130976,0.3996499089009521,0.00014600762741463362, 0.022553421743402843,0.03275496671302222,1.4950608723391974, 0.502467137681326,0.4924418674187436,0.5309133391834205,0.0007025752537419833, 0.09598334269972295,0.03663041187390412,0.0,0.0
110,0.04901922,1.154844268170043,1.1659104597250953,0.000352647160506553,-1.0302409162864374, -0.754135391013492,0.5522573191952197,0.04858676052290967,0.00019507455950086865, 0.022944065728756912,0.03028239441282375,1.4916631481693008, 0.5194792302017468,0.4844099377115786,0.7058370944630493,0.00095238643395003, 0.09877648933915106,0.03722605539809414,0.0,0.0
111,0.04668497,1.154844268170043,1.171804944467092,0.0002724191806923156,-1.0288923952041462, -0.7352589056366051,0.5721505444914659,0.38366669141095294,0.00034432427467111725, 0.024282286434741868,0.03053190568199009,1.4948949822084403, 0.44362855961467246,0.5159812691884332,0.98268539674068,0.00048150829984760005, 0.09302925488370811,0.03559392599784835,0.0,0.0
112,0.04446188,1.1541821233937066,1.1629819493433002,0.0004020068321019207,-1.0311346635513987, -0.797016378056094,0.49110804130883345,0.2888101894144705,0.00021874939549491513, 0.023628505009242337,0.03325575285485481,1.486820499528989, 0.3837287980304258,0.5383058523262856,0.01390142442438247,0.0005897340432673496, 0.08782569436357285,0.03342756998093849,0.0,0.0
113,0.04234465,1.1541821233937066,1.1624535796439284,0.0002961375667906534,-1.0267283294090972, -0.8345072461705676,0.43613371680220075,0.609894231260194,0.00017273744358269503, 0.022096126456894717,0.03224606995698589,1.4819396868963128, 0.5165410376859921,0.4883323846829941,0.36462033472423544,0.00039322820344272184, 0.08864745051512718,0.0339457599005365,0.0,0.0
114,0.04032823,1.152980802066343,1.159967434404804,0.0003823619881733991,-1.0266918194544024, -0.7821938106955606,0.510696631867266,0.4601183486177127,0.00018349983677385203, 0.02450682164217543,0.03296751750039176,1.4790763428894453, 0.601678868043348,0.45410020636263637,0.9500209785885088,0.0003799790908424906, 0.09590619262723606,0.03689014418440367,0.0,0.0
115,0.03840784,1.152980802066343,1.1593373828598217,0.0003044642246977407,-1.0282473874577935, -0.8754552223565725,0.38405554362718697,0.9248994077796483,0.0002877085434418122, 0.017472864385839754,0.026400942471580653,1.4843998502909275, 0.6196076026168466,0.44642371218370336,0.7221641968889487,0.0008632027239583865, 0.09143311325502214,0.035938429461109485,0.0,0.0
116,0.0365789,1.152481581261519,1.1573350819464554,0.00022657914150709941,-1.0273094381673322, -0.7584202094076874,0.5336960939706612,0.5469877605472523,0.0001800325671361867, 0.026478650881668175,0.03560348997291835,1.4830910472655414, 0.4950707531633741,0.49513862002266834,0.032144031717766364,0.0012684135057578934, 0.08856508612935013,0.03387276881002033,0.0,0.0
117,0.03483704,1.1471086171268887,1.152331440606365,0.0002245224966339312,-1.0288078580596798, -0.6984328669478332,0.6180603867137815,0.10176010272741493,0.00015746696376276037, 0.022407630814248423,0.02864000361724808,1.472543739127902, 0.40022856186231265,0.532476137789869,0.17668956466836536,0.0005833935764047443, 0.0852844749731376,0.03270701611694758,0.0,0.0
118,0.03317814,1.1457612460612152,1.1502542551100523,0.00024135915979695233,-1.027351475636002, -0.8070679641431591,0.4724395471636984,0.6458931794146402,8.804048555234385e-5, 0.023302871958848257,0.0341117564709334,1.471622231091597, 0.6254835198008427,0.44694942723920095,0.45585378562295414,0.0006258046023600503, 0.08155710620010863,0.031604350301973304,0.0,0.0
119,0.03159823,1.1457612460612152,1.1520102170561473,0.00019925248476408236,-1.0271002731976053, -0.7107327957812982,0.6003756251850562,0.9061585677075933,0.00018667148911091108, 0.02386223276945269,0.030182181803014727,1.4741227968385444, 0.4681949219527765,0.5053189579866526,0.7896375194663348,0.0003621555490487597, 0.09481558138659621,0.03603244566112611,0.0,0.0
120,0.03009355,1.1457612460612152,1.151509910674077,0.0004369846978488484,-1.0263142291996024, -0.80689489928352,0.47337158546242275,0.10749074880506626,0.00025208270697039395, 0.024403095643421278,0.0340269945322593,1.4727965233971283, 0.5133780755111361,0.4874495467058713,0.05137041450183677,0.0005193570395079174, 0.0909357085020357,0.034997995378023526,0.0,0.0
121,0.02866052,1.1451890970922995,1.149776840586037,0.00019927080302409525,-1.0277353628740815, -0.7900191282338394,0.48662500580448864,0.18015267157082082,0.00011283655130487607, 0.027499388734071952,0.03565530829667914,1.4706246828175273, 0.44441769126143466,0.5125429836053075,0.011855806319104545,0.0005153814485319085, 0.0979400845521603,0.0370719342998076,0.0,0.0
122,0.02729574,1.1445801099328563,1.14892226094636,0.00017156757582076465,-1.0289105991434213, -0.7519311265843893,0.5443175122684343,0.39489452292879884,0.0001450449884565704, 0.02641701590238448,0.03362117471503627,1.4706298812593877, 0.5868679179463396,0.46053580419482937,0.2893383718712638,0.0005050024983939624, 0.09047040110953707,0.034304015573592396,0.0,0.0
123,0.02599594,1.1445801099328563,1.1502820414424313,0.00012903781590090956,-1.0279779101979796, -0.7508264163622033,0.5501047080709962,0.6202360918325102,0.00012960247683037129, 0.022406220697112043,0.031092702955403596,1.4713951146547108, 0.6495457955389402,0.4380550771233054,0.6736898785253957,0.0006166618965503229, 0.0774799477226273,0.030314844468346487,0.0,0.0
124,0.02475804,1.1445801099328563,1.1479873063018775,0.00010396460777248392,-1.0301960331914963, -0.7569535537306467,0.5349767431265512,0.2892396561600673,0.0002602223377386355, 0.027558584792764056,0.0366445788377158,1.4681749555373327, 0.3534931438134588,0.5447573473513357,0.402440954870337,0.0005089736871444134, 0.10120823550797847,0.03876907675031141,0.0,0.0
125,0.02357908,1.1435920353296698,1.1475102935745505,0.0002183218574972601,-1.0302523520423732, -0.7686844406091973,0.5183762690480472,0.19101743479233668,0.00011067644807047678, 0.02560356324393033,0.03466512314993683,1.4696923438568006, 0.48109198297588723,0.4987729964749431,0.26949787515058576,0.0005040170140563349, 0.09584153865784072,0.03696284973146079,0.0,0.0
126,0.02245627,1.1422536125041947,1.1448688879949858,8.384425349408634e-5,-1.0314422349810783, -0.7649896816650785,0.5294468600864095,0.2689065117417365,0.00016651758600546183, 0.025720436617621176,0.03268093881352671,1.4650167970985604, 0.5435134099250851,0.47621123387277214,0.7100401091336737,0.0005159271268465706, 0.08749614247796471,0.03415418952304403,0.0,0.0
127,0.02138692,1.1391816541939819,1.142443317782186,0.00012289421406708117,-1.0324410788245264, -0.7841501374682471,0.4952093568263753,0.006497269314181209,0.00011840780974645733, 0.028537386518015465,0.03849399642727181,1.4658777057785244, 0.6050432783411892,0.4546015135191664,0.8286568787661885,0.0004870139057179111, 0.08385166014710217,0.032440486214208246,0.0,0.0
128,0.0203685,1.1388348579840823,1.1411487949433912,7.914961467577208e-5,-1.0304115279261492, -0.7976953475554014,0.48312080792136164,0.061191289298193674,0.00013427715328259406, 0.02625331934571123,0.033690900398945046,1.463923104488083, 0.36553475665769863,0.5466940332141236,0.2571181089496757,0.00046051927563050323, 0.09122058309923972,0.03399720581389729,0.0,0.0
129,0.01939857,1.1388348579840823,1.1427920131139613,0.0001158691221482419,-1.0312266447114367, -0.863510638365924,0.394631245815046,0.14691137005013177,9.911117180628707e-5, 0.02272697296931329,0.0321874468529866,1.4563852358258442, 0.4149068871995576,0.5283444195028847,0.5913600473453244,0.0004514529442400015, 0.08390852946094945,0.03179925587902003,0.0,0.0
130,0.01847483,1.1388348579840823,1.1435209451011643,0.00028930376039926903,-1.0300118568889998, -0.7065827528538283,0.6074234030759926,0.6713370712004418,0.0001383058779130207, 0.023688279577096513,0.03010538922663255,1.460305842979129, 0.20180228768831016,0.6084812750394194,0.17420519781320232,0.00036569710650505863, 0.07505936102765481,0.027785819854153203,0.0,0.0
131,0.01759507,1.137461804396253,1.1402448362705926,0.0001408018257765431,-1.0311171058133863, -0.7742033801052484,0.5162360571545346,0.0033124385620074692,0.00019119647535329235, 0.025933784882787927,0.034587765531313666,1.4574982991340883, 0.32546455190102364,0.56267372196207,0.14475450907852905,0.00034434914136458836, 0.08496103761112825,0.031248876303925248,0.0,0.0
132,0.01675721,1.1366085233329974,1.1393110226041128,0.00014414545974983283,-1.0309330151637823, -0.8409758652221472,0.42350464382750097,0.7409458204670083,0.00013894139470639995, 0.0227767012714314,0.031135065996884266,1.4545436977070847, 0.41591909950752076,0.5254577994046365,0.266826143897321,0.0003553499095050242, 0.09261644568008728,0.034928476302271305,0.0,0.0
133,0.01595925,1.1354907298423058,1.1370549270864982,4.926639926999863e-5,-1.0312594720156598, -0.7280115107063712,0.5791346134609984,0.7909029764359526,0.0001389640334880318, 0.02331993429305307,0.030441642733278453,1.4561191667839104, 0.4614443799470084,0.5111397372869396,0.7274706973301788,0.0005478984886532437, 0.0849886918156289,0.0318692952449469,0.0,0.0
134,0.01519929,1.1353152992118722,1.1372605355076475,8.189523356154555e-5,-1.030563152828563, -0.6955831400823292,0.6132597720712212,0.9118376516493946,8.436534836219586e-5, 0.02516003576248632,0.03200020623228226,1.4607626224960375, 0.5651059164227856,0.4691887412879847,0.09983278656867733,0.0005165438526945617, 0.08815273274530608,0.03373124070284342,0.0,0.0
135,0.01447551,1.133352161253336,1.1355196779158647,0.00015900219551956963,-1.0308675487495083, -0.8421954441482894,0.42234195947152225,0.9014147785875835,0.00015125048021278131, 0.022604033464330844,0.03200561489276973,1.455306442324369, 0.41923137577008485,0.522092493934294,0.4505462058373468,0.0005885017371153712, 0.09596597664148727,0.03666145292501669,0.0,0.0
136,0.0137862,1.1333166150361367,1.1352696577411159,0.00011077066846553466,-1.029289480735986, -0.7666222392715096,0.5185149575418604,0.11216474255763109,0.00011093968759578077, 0.027629640990831806,0.0377534406671199,1.4507381678979903, 0.4254213656807413,0.5206509994113327,0.7646191234210368,0.0006255527355472551, 0.0931885728733552,0.03606690611899361,0.0,0.0
137,0.01312972,1.1333166150361367,1.1373827177172615,8.595768041831998e-5,-1.0303053774270883, -0.7125764607228523,0.5949235976857299,0.8195956643806172,0.00011808535743106885, 0.025822074026470607,0.03297196287445185,1.4561675955331552, 0.13122311455264696,0.6303900435282002,0.4280404015689716,0.00036449560688375744, 0.0872074064073104,0.03328110033131459,0.0,0.0
138,0.01250449,1.1333166150361367,1.1377662895604124,0.00012213694346088693,-1.0293554028752145, -0.7805846723076307,0.5083846637861058,0.5877410953797871,0.00015462922989625697, 0.02368095767749732,0.032413123183489906,1.4530602787746525, 0.3376014795311652,0.5547146230929167,0.08157360793324037,0.000314741033171803, 0.08850140751107471,0.03291116298045457,0.0,0.0
139,0.01190904,1.1333166150361367,1.1372225391913644,0.00011665412265391876,-1.0298626705468137, -0.782144761573993,0.5127799777060116,0.6292526733927931,0.00011393141531784408, 0.022568192505016668,0.030838439561315913,1.4554855744647768, 0.47990724917029726,0.5004705156469291,0.6368331285393978,0.0003885756112357611, 0.09098251102329898,0.03563570760718101,0.0,0.0
140,0.01134194,1.1333166150361367,1.1366470482740214,5.8889797185711884e-5,-1.0294436796010165, -0.7542518812796953,0.5450487438600377,0.856339454742656,0.00010792247507379625, 0.024710792895205055,0.03310964649701029,1.4517724262022687, 0.47916544109950393,0.5061496223060723,0.8712662791026013,0.00030636497379090517, 0.08093491776682157,0.030794319881139266,0.0,0.0
141,0.01080185,1.1333166150361367,1.135577589915366,7.425315506549771e-5,-1.0299639201121955, -0.8068139104985521,0.47977442560693423,0.9140852116556506,7.577215212861699e-5, 0.020908611060813632,0.029125046875823863,1.445069576795025, 0.5208588138285505,0.48798906035378364,0.12893935170617155,0.0005612231407204257, 0.07978951547470743,0.030873867269152918,0.0,0.0
142,0.01028748,1.132459305419228,1.1344472104359402,0.00012449951216150765,-1.0300207600824858, -0.7992185497613635,0.4716749600195257,0.2998884338839307,0.00013429606518495157, 0.029433740936890617,0.03963985175677951,1.4403860933940826, 0.36582697202683323,0.5487010799301374,0.9179343634662812,0.00043781404763317103, 0.08144778933618015,0.030042823892062705,0.0,0.0
143,0.0097976,1.1317514181140464,1.1329894667933764,6.066675709726182e-5,-1.0303848083566343, -0.7630661893672672,0.5248231840953579,0.6763645956694786,8.227364310762243e-5, 0.0281481179908432,0.03520136496795171,1.437830969037182, 0.4166300358717864,0.5205953254183845,0.4046248466968621,0.0002870962872041647, 0.10229445536661064,0.03886651529175991,0.0,0.0
144,0.00933104,1.1317514181140464,1.1343859091519228,7.024922204333577e-5,-1.0276294844908154, -0.7962681737438186,0.4843947126977334,0.2781123760998193,0.00018127610544996066, 0.024321860955047236,0.03186709457443901,1.4415630790701588, 0.42595578374728066,0.5248850109421707,0.07559051888484353,0.0003286058275199429, 0.08242910942157024,0.03139069807977921,0.0,0.0
145,0.00888671,1.1317514181140464,1.1334276422630187,6.728062481428471e-5,-1.0266955705598437, -0.7730466749687239,0.515910907157336,0.4773375778577126,0.00012190435647980558, 0.022912230683325846,0.030914185173861155,1.4365997624345672, 0.5287942953625245,0.4850781114985444,0.5928239569194427,0.0006263696895957242, 0.09287664130920768,0.03510122454436831,0.0,0.0
146,0.00846353,1.1317514181140464,1.1331001874808135,4.7896064906958236e-5,-1.0273828141029238, -0.7530773763151126,0.5428415379239869,0.1320399368627742,0.00018534309280261054, 0.025849338453505833,0.03427408120762028,1.4402635727403204, 0.3407890597679289,0.5571756538742263,0.28317848922951083,0.0004271020444439401, 0.08021539678388903,0.030374106658233042,0.0,0.0
147,0.00806051,1.1313188713202609,1.1325579647059245,8.207593054058018e-5,-1.027644159358036, -0.8069845796500538,0.4654122479943009,0.5159575111265043,0.00018477737343485493, 0.02411544904373099,0.03248134742853406,1.438056983933656, 0.4725925363196192,0.5044437867579422,0.881204318243651,0.0002398033013298748, 0.09301679988627896,0.03550821655173389,0.0,0.0
148,0.00767667,1.1296018541798918,1.130900147066845,7.520485894323757e-5,-1.0279819859663593, -0.7507211572332234,0.5532281187090281,0.054804816712154425,0.00018473820722238781, 0.023107757930897803,0.02944536542283743,1.4369756156844475, 0.25946601970651306,0.5875242282069703,0.1061234610532309,0.0004128555686023477, 0.07548313769575293,0.028320262560046237,0.0,0.0
149,0.00731112,1.1293071631347966,1.1301714007920873,4.0627154258252855e-5,-1.0261371470265808, -0.7394746654585082,0.5513109889727558,0.8683665712375469,7.009024059098102e-5, 0.03009673810274697,0.037952622648311715,1.4331363720200765, 0.40441842681466617,0.5296389739168997,0.12859225111917993,0.0003510699576469352, 0.09645884758274441,0.036290157937042024,0.0,0.0
1,10.0,1.5740858732546854,4.674466763741179,0.10182606162964439,-1.0024792306773094, -0.7989642270997724,0.4959607922987682,0.9936314229155098,0.0005872668403295436, 0.01348490941613421,0.019339992422920713,1.4752240756282817, 0.43231032864510155,0.5224060114062155,0.2291177483597006,0.0017368992808022249, 0.04759376156387711,0.018363472236543363,0.0,0.0
2,9.52380952,1.5740858732546854,5.703553939390148,0.10827757216539755,-0.9972862582208434, -0.799173912835023,0.5073303899863385,0.1965048992977061,0.0005092076096351456, 0.012063717983869628,0.01850304200199413,1.465461286042441, 0.45109792216343153,0.5167639385389291,0.14044264187313715,0.0017565259064719052, 0.04327054846046983,0.01722867303658904,0.0,0.0
3,9.07029478,1.5740858732546854,4.836893118225198,0.08560750383164971,-1.0010585773134122, -0.7910645168792623,0.5159761779851786,0.5672031788637371,0.0006013526074107471, 0.014014980922596286,0.02068033407279719,1.4712145288557434, 0.5458380839958106,0.47931997891581235,0.3859404159313251,0.0018660185098943263, 0.050736198933730436,0.01998214548044826,0.0,0.0
4,8.63837599,1.5740858732546854,4.696152149194328,0.10524484396474945,-0.9994192873253736, -0.7993714230307177,0.499318334978245,0.5743380109892702,0.0006099770906243242, 0.012423906603107195,0.018447612838035386,1.470826328394521, 0.5143590925464665,0.49147295193263885,0.17930290949652286,0.0017744858522778964, 0.04929440216960992,0.01921163047230373,0.0,0.0
5,8.22702475,1.5740858732546854,3.846868871542209,0.07603694853625838,-1.0074822165822315, -0.7987928715709682,0.49890552398439675,0.9036010391277359,0.0007741636790490037, 0.013363310405689163,0.020125367754522026,1.4747963704448652, 0.5248578958289342,0.4861250798755329,0.5859366667685375,0.0014444491921359185, 0.058111598273434,0.022614647334155514,0.0,0.0
6,7.83526166,1.5740858732546854,4.216193454006106,0.07660223497657853,-0.9992360166820479, -0.8096312704917038,0.48537535296007056,0.22681869678963243,0.0006487989469176315, 0.01255045807740141,0.01944311799610535,1.4802997126287845, 0.42077013585288625,0.5252019035650215,0.15445451549624573,0.0017908744557010327, 0.05619183107784761,0.021825393290291133,0.0,0.0
7,7.46215397,1.5740858732546854,3.5527554616153845,0.07017842397127876,-1.0058137832894452, -0.8051189230954607,0.4920851214831946,0.7832681375922459,0.0006857706169053693, 0.012065608492051313,0.017487028958821697,1.4816380096711608, 0.5595419947241249,0.4705641258801231,0.47426655036634996,0.001757558616789263, 0.05167119762821966,0.020454635127175956,0.0,0.0
