j,ar_cont_s,∆w_cont_s,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.0,0.36620833333333336,3.5267885464072086e-5,0.5673265651438241,6.746192893401015,0.5207597429666984
1,NaN,NaN,0.0,0.0,0.5727721088435375,7.427572698092918e-5,0.48504782623709375,26.19796954314721,0.5049569338476374
2,NaN,NaN,0.0,0.0,0.48756944444444456,0.00013173071693058948,0.521256345177665,34.964467005076145,0.539720345944557
3,NaN,NaN,0.0,0.0,0.4906028368794326,0.00011248128838699557,0.514562407747417,34.83248730964467,0.4840625056140342
4,NaN,NaN,0.0,0.0,0.49549090909090915,0.00011288981169242848,0.4996769727734193,33.41624365482234,0.5251643107427798
5,NaN,NaN,0.0,0.0,0.49734200743494433,0.00011463018218252192,0.4970656501802125,33.9492385786802,0.3738823385877258
6,NaN,NaN,0.0,0.0,0.4924904942965779,0.00011755450858343068,0.512516647044064,33.83248730964467,0.5188958003584717
7,NaN,NaN,0.0,0.0,0.4964785992217899,0.0001177135291983141,0.5069229097947816,32.84771573604061,0.3948373635113472
8,NaN,NaN,0.0,0.0,0.49234,0.00011590689270952289,0.5062944162436549,33.4263959390863,0.5621687302415463
9,NaN,NaN,0.0,0.0,0.49717213114754094,0.0001176385780535506,0.49571440459349253,33.411167512690355,0.43661745681605835
10,NaN,NaN,0.0,0.0,0.4899789915966386,0.00010661437908159343,0.502474086081133,33.09644670050761,0.38472819844521144
11,NaN,NaN,0.0,0.0,0.49032327586206903,0.00011895433797071248,0.5076142131979695,32.86294416243655,0.4460550610713783
12,NaN,NaN,0.0,0.0,0.4960000000000001,0.00011932563259986503,0.5127805978567399,32.70558375634518,0.5046422382859211
13,NaN,NaN,0.0,0.0,0.49696347031963467,0.00012148404135039932,0.49331293604988063,32.56345177664975,0.4908864356333605
14,NaN,NaN,0.0,0.0,0.49664319248826294,0.00010537773898634715,0.5081623412216106,31.380710659898476,0.5090164071446495
15,NaN,NaN,0.0,0.0,0.49048309178743965,0.00011907132368508358,0.5110473528041394,32.203045685279186,0.4371261365916204
16,NaN,NaN,0.0,0.0,0.4864,0.00010414577200453776,0.5036294416243655,30.690355329949238,0.5024150509261024
17,NaN,NaN,0.0,0.0,0.49420103092783507,0.00012189520728389355,0.498613218902088,30.878172588832488,0.5593722371150021
18,NaN,NaN,0.0,0.0,0.4873936170212766,0.00011304176840373303,0.5135003780105843,31.477157360406093,0.5557233551667409
19,NaN,NaN,0.0,0.0,0.4946703296703297,0.00011067697502667302,0.4982149829865566,29.96446700507614,0.5242896059745944
20,NaN,NaN,0.0,0.0,0.4863142857142857,0.00011466972848487055,0.5090065264684555,30.588832487309645,0.3976651450626324
21,NaN,NaN,0.0,0.0,0.4866568047337278,0.00010837362398914257,0.5045805424563722,30.634517766497463,0.4056382921096491
22,NaN,NaN,0.0,0.0,0.4960736196319019,0.00011983613864061609,0.5011366821338481,29.563451776649746,0.5181444292349769
23,NaN,NaN,0.0,0.0,0.4905732484076433,0.00013799534182482197,0.5022147499110866,29.695431472081218,0.5574886776867715
24,NaN,NaN,0.0,0.0,0.49516666666666675,0.00011544328298155881,0.4983079526226734,28.86294416243655,0.42304871596313137
25,NaN,NaN,0.0,0.0,0.48854166666666665,0.00011966687866512042,0.5032783417935702,29.629441624365484,0.4892676814685026
26,NaN,NaN,0.0,0.0,0.4853985507246377,0.00011802515643861115,0.5016184801000515,28.85279187817259,0.42451596378563866
