j,ar_cont_s,∆w_cont_s,ar_cont_d,∆w_cont_d,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,0.0,0.0,0.0,-0.0005231714211108675,0.0,0.0,0.03985416666666667,0.0004191835009378888,0.5464285714285715,31.818181818181817,0.0
1,0.0,0.0,0.0,-3.5595423976923216e-7,0.0,0.0,0.23384353741496597,2.6604302104069152e-5,0.5150189946108312,32.064935064935064,0.0
2,0.0,0.0,0.0,-2.4218337565278005e-10,0.0,0.0,0.488304347826087,2.1012517825774317e-5,0.5426990400903444,31.74025974025974,0.0
3,0.0,0.0,0.0,-1.647762012347447e-13,0.0,0.0,0.5038854351687388,1.846315637587161e-5,0.5169892274688012,31.25974025974026,0.0
4,0.0,0.0,0.0,-1.1211007535166223e-16,0.0,0.0,0.49381818181818177,1.641069131469215e-5,0.5363400236127509,31.77922077922078,0.0
5,0.0,0.0,0.0,-7.627721055087143e-20,0.0,0.0,0.48420074349442394,1.820742779992312e-5,0.5292569883647951,32.37662337662338,0.0
6,0.0,0.0,0.0,-5.1897323511483186e-23,0.0,0.0,0.4849285714285715,1.6429407308737493e-5,0.5464935064935065,31.844155844155843,0.0
7,0.0,0.0,0.0,-3.530978870627794e-26,0.0,0.0,0.49198343079922024,1.6037422753198167e-5,0.5391762233867498,31.974025974025974,0.0
8,0.0,0.0,0.0,-2.4023997657723555e-29,0.0,0.0,0.49342500000000006,1.5588607988828764e-5,0.5105974025974026,31.376623376623378,0.0
9,0.0,0.0,0.0,-1.6345395557569312e-32,0.0,0.0,0.4993340163934426,1.879546949790504e-5,0.5404513519267617,31.74025974025974,0.0
10,0.0,0.0,0.0,-1.1121044871044293e-35,0.0,0.0,0.4871842105263159,1.4431857899096885e-5,0.5634449760765551,32.57142857142857,0.0
11,0.0,0.0,0.0,-7.566512452279404e-39,0.0,0.0,0.5084233261339092,1.473833678574772e-5,0.5352164034669433,31.467532467532468,0.0
12,0.0,0.0,0.0,-5.1480873743766445e-42,0.0,0.0,0.5036111111111111,1.4737338274616002e-5,0.5514285714285715,32.0,0.0
13,0.0,0.0,0.0,-3.5026445514184373e-45,0.0,0.0,0.47511415525114165,1.1078145326946814e-5,0.5791377572199491,32.714285714285715,0.0
14,0.0,0.0,0.0,-2.383121722961588e-48,0.0,0.0,0.5117058823529411,1.1135134363633581e-5,0.5000763941940413,31.792207792207794,0.0
15,0.0,0.0,0.0,-1.621423202691669e-51,0.0,0.0,0.49757869249394676,1.2564093034736021e-5,0.5324360869155059,32.01298701298701,0.0
16,0.0,0.0,0.0,-1.1031804111792258e-54,0.0,0.0,0.5193125000000001,1.2749428108797001e-5,0.5105194805194804,31.064935064935064,0.0
