j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,5.05067953,6.731037351581008e6,6.735661766237747e6,881.3948517974353,-0.6480274400596663, -0.15036629402964655,0.75,0.5,5.066960872320559e-6, 1.0821806238261653e-6,0.0,0.021136962780145242, -0.077281410791548,0.75,0.5,5.086874467685179e-9, 1.3387336074865109e-5,0.0
