j,ar_cont_s,∆w_cont_s,ar_cont_d,∆w_cont_d,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,1.0,0.0,0.0,-0.0005231714211108675,0.0,0.8726230668953849,0.13066666666666665,0.000657219526359673,0.5167965367965368,20.415584415584416,0.0
1,1.0000000000000002,0.0,0.0,-3.5595423976923216e-7,0.0,0.9114623950058848,0.49523809523809526,0.0005000267406560293,0.5200989486703773,19.662337662337663,0.0
2,1.0000000000000002,0.0,0.0,-2.4218337565278005e-10,0.0,0.9276082970471727,0.4960503472222221,0.0004311541752778958,0.49296536796536816,18.623376623376622,0.0
3,1.0000000000000002,0.0,0.0,-1.647762012347447e-13,0.0,0.9493533040020499,0.49503546099290796,0.00039335616627572147,0.5006447453255963,18.428571428571427,0.0
4,0.9999999999999999,0.0,0.0,-1.1211007535166223e-16,0.0,0.9625027851779051,0.5007727272727271,0.00046954275535277467,0.4715466351829989,17.07792207792208,0.0
5,0.9999999999999999,0.0,0.0,-7.627721055087143e-20,0.0,0.9839046540694881,0.500789962825279,0.0004881629378339292,0.4852508086708828,16.285714285714285,0.0
6,1.0,0.0,0.0,-5.1897323511483186e-23,0.0,0.991503184981924,0.49353612167300376,0.0005301150686310213,0.4757789738778332,15.324675324675324,0.0
7,0.9999999999999997,0.0,0.0,-3.530978870627794e-26,0.0,0.9913060984378469,0.5107003891050584,0.0005104611882414251,0.4933548941331041,14.363636363636363,0.0
8,1.0,0.0,0.0,-2.4023997657723555e-29,0.0,0.9960779911926181,0.4989000000000002,0.0006251532463530076,0.4952727272727272,12.519480519480519,0.0
9,1.0000000000000002,0.0,0.0,-1.6345395557569312e-32,0.0,0.9984055850685881,0.5031762295081968,0.0006125619798935871,0.4669469874387907,11.272727272727273,0.0
10,1.0,0.0,0.0,-1.1121044871044293e-35,0.0,0.998385896879164,0.4824054621848738,0.0007653774286922629,0.5091673032849505,11.0,0.0
11,1.0,0.0,0.0,-7.566512452279404e-39,0.0,0.9943580604650859,0.4864762931034484,0.0010021638933861601,0.49988804299149125,10.948051948051948,0.0
12,1.0000000000000002,0.0,0.0,-5.1480873743766445e-42,0.0,0.9937518019327637,0.5057777777777779,0.0010043062754588846,0.4840981240981243,10.792207792207792,0.0
13,1.0,0.0,0.0,-3.5026445514184373e-45,0.0,0.9930310469722726,0.4834474885844748,0.0007497836192487951,0.5165747494514618,10.623376623376624,0.0
14,0.9999999999999999,0.0,0.0,-2.383121722961588e-48,0.0,0.9882652934983556,0.492018779342723,0.0009649878152446576,0.4868605572830926,10.220779220779221,0.0
15,1.0000000000000002,0.0,0.0,-1.621423202691669e-51,0.0,0.9868052080090647,0.4776570048309178,0.0008714829359897228,0.500407804755631,9.883116883116884,0.0
16,1.0,0.0,0.0,-1.1031804111792258e-54,0.0,0.9846033585116076,0.4774999999999999,0.0008306721947924567,0.52,9.987012987012987,0.0
17,1.0,0.0,0.0,-7.505795017545412e-58,0.0,0.982784884660791,0.4826675257731958,0.0007159399883111781,0.4899584951131343,9.753246753246753,0.0
18,1.0,0.0,0.0,-5.10677657747649e-61,0.0,0.9800920314481357,0.48344414893617005,0.0007599002274889558,0.4937137330754353,9.662337662337663,0.0
19,0.9999999999999999,0.0,0.0,-3.4745376007871634e-64,0.0,0.9782632878969767,0.4845467032967033,0.0010045014073348435,0.5054945054945053,9.727272727272727,0.0
20,0.9999999999999999,0.0,0.0,-2.363998376692131e-67,0.0,0.9761395456525801,0.4847857142857143,0.0009139539521096026,0.512578849721707,9.844155844155845,0.0
21,0.9999999999999999,0.0,0.0,-1.608412101724543e-70,0.0,0.9740594518842136,0.48298816568047337,0.0008771847765235294,0.5103358180281257,9.597402597402597,0.0
22,1.0,0.0,0.0,-1.0943279464488699e-73,0.0,0.973250755270574,0.48404907975460115,0.0009455380767972244,0.5084853796510238,9.675324675324676,0.0
23,1.0,0.0,0.0,-7.445564809509828e-77,0.0,0.9699656158926363,0.47810509554140124,0.0008087364679593243,0.48250475639010676,9.2987012987013,0.0
24,0.9999999999999999,0.0,0.0,-5.0657972788234285e-80,0.0,0.9642320502142746,0.4932500000000002,0.000996696470089456,0.49593073593073583,9.0,0.0
25,0.9999999999999999,0.0,0.0,-3.446656194216151e-83,0.0,0.9642288514468103,0.49592013888888875,0.000881709788330816,0.4912518037518037,8.454545454545455,0.0
26,1.0000000000000002,0.0,0.0,-2.3450284856024987e-86,0.0,0.9621343643932033,0.49130434782608684,0.000978087259613978,0.507434594391116,8.779220779220779,0.0
27,1.0,0.0,0.0,-1.5955054082607116e-89,0.0,0.959907397521494,0.4892992424242424,0.0008614193085051916,0.49744195198740637,8.883116883116884,0.0
28,1.0000000000000002,0.0,0.0,-1.0855465182697512e-92,0.0,0.95917154479775,0.49030000000000007,0.0006854986995030114,0.4959999999999999,8.467532467532468,0.0
29,1.0,0.0,0.0,-7.385817918424896e-96,0.0,0.9548261277112285,0.4930672268907562,0.0008017095717990725,0.47822765469824297,8.636363636363637,0.0
30,1.0,0.0,0.0,-5.025146818311738e-99,0.0,0.9510481764665476,0.4866150442477877,0.0007943762950547602,0.49477071600965417,8.623376623376624,0.0
31,0.9999999999999998,0.0,0.0,-3.418998521828419e-102,0.0,0.951714163178088,0.48878504672897194,0.0006778960822173948,0.4799126107537322,8.363636363636363,0.0
32,1.0,0.0,0.0,-2.3262108182925046e-105,0.0,0.9491422738221825,0.4816249999999999,0.0007579903084813701,0.507012987012987,8.402597402597403,0.0
33,0.9999999999999999,0.0,0.0,-1.5827022844827794e-108,0.0,0.946138394223269,0.4848404255319149,0.0007807030985251663,0.4940591323570046,8.74025974025974,0.0
34,1.0,0.0,0.0,-1.0768355566094818e-111,0.0,0.9417698574260428,0.4954545454545455,0.0006095010180537946,0.5039846517119245,8.792207792207792,0.0
35,1.0000000000000002,0.0,0.0,-7.3265504659165665e-115,0.0,0.9419918997710465,0.4736280487804878,0.0006130666705692029,0.4778270509977828,8.545454545454545,0.0
36,0.9999999999999999,0.0,0.0,-4.9848225571816735e-118,0.0,0.9390888614336654,0.4884999999999999,0.0006355484451858642,0.4978354978354978,8.2987012987013,0.0
37,1.0000000000000002,0.0,0.0,-3.391562788270326e-121,0.0,0.9338201058811502,0.4929347826086957,0.0006040661447581951,0.47844908714473927,8.467532467532468,0.0
38,1.0,0.0,0.0,-2.307544153243319e-124,0.0,0.93339814218627,0.485515873015873,0.0006559578261439611,0.5099979385693673,8.402597402597403,0.0
39,0.9999999999999999,0.0,0.0,-1.5700018992964072e-127,0.0,0.9333715270048342,0.4765350877192981,0.0007173257324930955,0.5105946684894053,8.376623376623376,0.0
40,0.9999999999999999,0.0,0.0,-1.068194496009894e-130,0.0,0.9300673050743278,0.4884999999999999,0.0007409777812904938,0.49194805194805197,8.103896103896103,0.0
