j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,0.0760449,1.1917701387337747,1.2242121224448983,0.006631695243373476,-1.0238507304318736, -0.6556341205670058,0.75,0.5,0.0016003292643940086, 0.0007799229856864945,0.0,1.5405156589805515, -0.2155192841687267,0.75,0.5,0.003418491827196779, 0.0006287264468268953,0.0
