-10.4958 6.5483977038215965e-15
-10.4916 6.77198286740243e-15
-10.4874 7.003078473798276e-15
-10.4832 7.241932526653128e-15
-10.479 7.488801072960498e-15
-10.4748 7.743948459022855e-15
-10.4706 8.00764759439564e-15
-10.4664 8.28018022405692e-15
-10.4622 8.561837209056458e-15
-10.458 8.852918815899564e-15
-10.4538 9.153735014935428e-15
-10.4496 9.464605788020234e-15
-10.4454 9.785861445741474e-15
-10.4412 1.0117842954489496e-14
-10.437 1.0460902273680687e-14
-10.4328 1.0815402703435168e-14
-10.4286 1.1181719243031696e-14
-10.4244 1.1560238960460967e-14
-10.4202 1.1951361373419661e-14
-10.416 1.2355498842085365e-14
-10.4118 1.2773076974035448e-14
-10.4076 1.3204535041670617e-14
-10.4034 1.365032641252762e-14
-10.3992 1.411091899286362e-14
-10.395 1.4586795684920006e-14
-10.3908 1.5078454858270913e-14
-10.3866 1.5586410835687773e-14
-10.3824 1.611119439395139e-14
-10.3782 1.6653353280066355e-14
-10.374 1.7213452743336333e-14
-10.3698 1.779207608378218e-14
-10.3656 1.8389825217388155e-14
-10.3614 1.9007321258687634e-14
-10.3572 1.9645205121201273e-14
-10.353 2.0304138136271246e-14
-10.3488 2.098480269083291e-14
-10.3446 2.1687902884701563e-14
-10.3404 2.2414165207947064e-14
-10.3362 2.316433923896755e-14
-10.332 2.3939198363870274e-14
-10.3278 2.4739540517806457e-14
-10.3236 2.556618894890321e-14
-10.3194 2.6419993005479296e-14
-10.3152 2.730182894722498e-14
-10.311 2.8212600781072396e-14
-10.3068 2.9153241122479053e-14
-10.3026 3.0124712082890985e-14
-10.2984 3.112800618415304e-14
-10.2942 3.216414730067709e-14
-10.29 3.323419163018018e-14
-10.2858 3.4339228693849894e-14
-10.2816 3.548038236680472e-14
-10.2774 3.665881193974177e-14
-10.2732 3.7875713212705943e-14
-10.269 3.9132319621915684e-14
-10.2648 4.0429903400638216e-14
-10.2606 4.176977677510244e-14
-10.2564 4.315329319650101e-14
-10.2522 4.458184861012793e-14
-10.248 4.60568827627635e-14
-10.2438 4.75798805494145e-14
-10.2396 4.915237340058721e-14
-10.2354 5.077594071126394e-14
-10.2312 5.245221131283128e-14
-10.227 5.418286498919585e-14
-10.2228 5.596963403841173e-14
-10.2186 5.781430488112557e-14
-10.2144 5.971871971723851e-14
-10.2102 6.168477823217129e-14
-10.206 6.371443935420712e-14
-10.2018 6.580972306438376e-14
-10.1976 6.797271226049293e-14
-10.1934 7.020555467674118e-14
-10.1892 7.251046486072476e-14
-10.185 7.488972620936027e-14
-10.1808 7.734569306551648e-14
-10.1766 7.988079287708834e-14
-10.1724 8.249752842035715e-14
-10.1682 8.519848008947478e-14
-10.164 8.798630825402953e-14
-10.1598 9.086375568662797e-14
-10.1556 9.383365006257059e-14
-10.1514 9.68989065336635e-14
-10.1472 1.0006253037836e-13
-10.143 1.0332761973039756e-13
-10.1388 1.0669736838824472e-13
-10.1346 1.1017506870765076e-13
-10.1304 1.1376411457973975e-13
-10.1262 1.1746800449707944e-13
