omega,S,S_p,S_c
-14.995,0.026986969152898492,0.0,0.026986969152898492
-14.99,0.027063903655194888,0.0,0.027063903655194888
-14.985,0.02724474355494506,0.0,0.02724474355494506
-14.98,0.026758136118510814,0.0,0.026758136118510814
-14.975,0.026623805262975885,0.0,0.026623805262975885
-14.97,0.026778893739411933,0.0,0.026778893739411933
-14.965,0.02710493202011981,0.0,0.02710493202011981
-14.96,0.02687268166824683,0.0,0.02687268166824683
-14.955,0.02673614504479639,0.0,0.02673614504479639
-14.95,0.027151157069173492,0.0,0.027151157069173492
-14.945,0.02739137344225572,0.0,0.02739137344225572
-14.94,0.027176518781769743,0.0,0.027176518781769743
-14.935,0.026971606770975175,0.0,0.026971606770975175
-14.93,0.027316013379740833,0.0,0.027316013379740833
-14.925,0.027553384410816815,0.0,0.027553384410816815
-14.92,0.02706560136384016,0.0,0.02706560136384016
-14.915,0.02689478276630614,0.0,0.02689478276630614
-14.91,0.02750305890560402,0.0,0.02750305890560402
-14.905,0.02739244069734285,0.0,0.02739244069734285
-14.9,0.02710931531166995,0.0,0.02710931531166995
-14.895,0.027214584943387774,0.0,0.027214584943387774
-14.89,0.027298911670884655,0.0,0.027298911670884655
-14.885,0.027451377337384935,0.0,0.027451377337384935
-14.88,0.02755331623932113,0.0,0.02755331623932113
-14.875,0.027777006042744783,0.0,0.027777006042744783
-14.87,0.027791269651735194,0.0,0.027791269651735194
-14.865,0.027898484813604265,0.0,0.027898484813604265
-14.86,0.02801527334387514,0.0,0.02801527334387514
-14.855,0.027367289239444616,0.0,0.027367289239444616
-14.85,0.027827830086931498,0.0,0.027827830086931498
-14.845,0.02819715387694208,0.0,0.02819715387694208
-14.84,0.027765851673763216,0.0,0.027765851673763216
-14.835,0.027813090786499507,0.0,0.027813090786499507
-14.83,0.028144267435549167,0.0,0.028144267435549167
-14.825,0.02783996643498303,0.0,0.02783996643498303
-14.82,0.027996948739804177,0.0,0.027996948739804177
-14.815,0.02829117218384157,0.0,0.02829117218384157
-14.81,0.028350997168427185,0.0,0.028350997168427185
-14.805,0.028222210209691182,0.0,0.028222210209691182
-14.8,0.02820008535940704,0.0,0.02820008535940704
-14.795,0.027779400048765637,0.0,0.027779400048765637
-14.79,0.028271506768803186,0.0,0.028271506768803186
-14.785,0.02807605160542739,0.0,0.02807605160542739
-14.78,0.028240183535627187,0.0,0.028240183535627187
-14.775,0.028532336463862818,0.0,0.028532336463862818
-14.77,0.028537012394997445,0.0,0.028537012394997445
-14.765,0.028220524106743673,0.0,0.028220524106743673
-14.76,0.028506490709919403,0.0,0.028506490709919403
-14.755,0.02870964298937286,0.0,0.02870964298937286
-14.75,0.02811398402805496,0.0,0.02811398402805496
-14.745,0.02833246429456347,0.0,0.02833246429456347
-14.74,0.028674363456810258,0.0,0.028674363456810258
-14.735,0.0287051321932331,0.0,0.0287051321932331
-14.73,0.028390492855536516,0.0,0.028390492855536516
-14.725,0.028759945246518367,0.0,0.028759945246518367
-14.72,0.02888593785638763,0.0,0.02888593785638763
-14.715,0.028338381895619096,0.0,0.028338381895619096
-14.71,0.029039380701494536,0.0,0.029039380701494536
-14.705,0.028816398073973945,0.0,0.028816398073973945
-14.7,0.029002576161379513,0.0,0.029002576161379513
-14.695,0.02856753904830516,0.0,0.02856753904830516
-14.69,0.029132503804949268,0.0,0.029132503804949268
-14.685,0.028664918184904766,0.0,0.028664918184904766
-14.68,0.029066285611204497,0.0,0.029066285611204497
-14.675,0.029019873968495553,0.0,0.029019873968495553
-14.67,0.02874844840968202,0.0,0.02874844840968202
-14.665,0.029039144521650566,0.0,0.029039144521650566
-14.66,0.029370646206080882,0.0,0.029370646206080882
-14.655,0.029480088106722518,0.0,0.029480088106722518
-14.65,0.029528358563624048,0.0,0.029528358563624048
