j,ar_cont_s,∆w_cont_s,ar_cont_d,∆w_cont_d,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,1.0000000000000002,0.0,0.0,-0.0005231714211108675,0.0,0.7847793921432664,0.09820833333333334,0.000490795771162135,0.5026406926406928,23.246753246753247,0.0
1,1.0,0.0,0.0,-3.5595423976923216e-7,0.0,0.7858424315651528,0.44608843537414966,0.00013551993493625953,0.4865712518773743,30.896103896103895,0.0
2,1.0000000000000002,0.0,0.0,-2.4218337565278005e-10,0.0,0.7860799503225976,0.4970052083333333,0.0001262970195226914,0.4326749639249638,31.506493506493506,0.0
3,1.0000000000000002,0.0,0.0,-1.647762012347447e-13,0.0,0.7818852086119975,0.46298758865248235,0.00011815233835055286,0.41461729759602106,33.883116883116884,0.0
4,1.0,0.0,0.0,-1.1211007535166223e-16,0.0,0.7842384577052747,0.48990909090909085,0.00012168501548198075,0.3442739079102716,33.116883116883116,0.0
5,1.0,0.0,0.0,-7.627721055087143e-20,0.0,0.7903976632717665,0.4988847583643121,0.00011483233593409192,0.39970067107613577,34.72727272727273,0.0
6,0.9999999999999998,0.0,0.0,-5.1897323511483186e-23,0.0,0.7962401150323417,0.492157794676806,0.00011902877397318142,0.34842723816107846,34.324675324675326,0.0
7,1.0,0.0,0.0,-3.530978870627794e-26,0.0,0.7814520616865418,0.5082684824902725,0.00011730351862865563,0.3414523219970691,34.064935064935064,0.0
8,1.0,0.0,0.0,-2.4023997657723555e-29,0.0,0.7876029585655887,0.4602499999999998,9.455374194989199e-5,0.3838441558441559,35.27272727272727,0.0
9,1.0000000000000002,0.0,0.0,-1.6345395557569312e-32,0.0,0.7863493400571205,0.4896004098360655,0.00013143620167385643,0.3685863317010858,35.02597402597402,0.0
10,1.0,0.0,0.0,-1.1121044871044293e-35,0.0,0.7856000159724174,0.49711134453781514,0.00010611496575948374,0.39877769289533993,35.45454545454545,0.0
11,1.0,0.0,0.0,-7.566512452279404e-39,0.0,0.7876758170018456,0.4888469827586208,0.00010548411166058401,0.4589677563815494,35.74025974025974,0.0
12,0.9999999999999999,0.0,0.0,-5.1480873743766445e-42,0.0,0.7826476910999396,0.4977777777777776,9.074454744493072e-5,0.49090909090909096,35.688311688311686,0.0
13,1.0,0.0,0.0,-3.5026445514184373e-45,0.0,0.7886609841156285,0.5130136986301368,7.166665181129514e-5,0.5152108165806797,35.83116883116883,0.0
14,1.0,0.0,0.0,-2.383121722961588e-48,0.0,0.7878958232666565,0.5161971830985914,7.790099867688378e-5,0.4558258642765685,34.935064935064936,0.0
15,1.0000000000000002,0.0,0.0,-1.621423202691669e-51,0.0,0.7826109248260961,0.4934782608695653,7.41542615371497e-5,0.5349771001944914,35.8051948051948,0.0
16,0.9999999999999999,0.0,0.0,-1.1031804111792258e-54,0.0,0.7877078134464348,0.47506250000000005,7.286316198046142e-5,0.515,34.87012987012987,0.0
17,0.9999999999999999,0.0,0.0,-7.505795017545412e-58,0.0,0.7831207221429797,0.4741623711340207,5.9086788408273274e-5,0.6076449323872004,36.94805194805195,0.0
18,0.9999999999999999,0.0,0.0,-5.10677657747649e-61,0.0,0.7888696038169332,0.4896276595744683,7.013967112572342e-5,0.5941558441558441,37.077922077922075,0.0
19,1.0,0.0,0.0,-3.4745376007871634e-64,0.0,0.7882218564260184,0.48083791208791204,6.300731849457719e-5,0.5678607107178534,36.44155844155844,0.0
20,1.0,0.0,0.0,-2.363998376692131e-67,0.0,0.7873258261559098,0.4923571428571428,5.975757127741681e-5,0.5669016697588126,36.285714285714285,0.0
21,0.9999999999999999,0.0,0.0,-1.608412101724543e-70,0.0,0.7927832227272952,0.49149408284023677,6.695675669406858e-5,0.5808806578037344,36.506493506493506,0.0
22,1.0000000000000002,0.0,0.0,-1.0943279464488699e-73,0.0,0.7902392818014969,0.4868865030674846,5.4883285907454066e-5,0.5901521791092343,36.64935064935065,0.0
23,0.9999999999999998,0.0,0.0,-7.445564809509828e-77,0.0,0.7924478531626072,0.5130573248407643,6.89962867677872e-5,0.48771610555050027,35.72727272727273,0.0
24,1.0,0.0,0.0,-5.0657972788234285e-80,0.0,0.7964343427881929,0.5010833333333332,6.553194837420961e-5,0.5782683982683983,37.246753246753244,0.0
25,0.9999999999999999,0.0,0.0,-3.446656194216151e-83,0.0,0.7989005791888435,0.5056423611111112,4.525001348310514e-5,0.49684343434343414,35.23376623376623,0.0
26,1.0000000000000002,0.0,0.0,-2.3450284856024987e-86,0.0,0.792521919328558,0.4778079710144927,6.049641710939751e-5,0.49595332204027853,35.285714285714285,0.0
27,0.9999999999999999,0.0,0.0,-1.5955054082607116e-89,0.0,0.7885999238643695,0.4894886363636365,6.153649832840154e-5,0.49773711137347504,35.55844155844156,0.0
28,1.0,0.0,0.0,-1.0855465182697512e-92,0.0,0.7938501317969497,0.5182,5.072380751966518e-5,0.5351688311688311,36.03896103896104,0.0
29,0.9999999999999999,0.0,0.0,-7.385817918424896e-96,0.0,0.7933530759200788,0.4845588235294117,5.102685648012357e-5,0.5521117537924259,36.36363636363637,0.0
30,1.0,0.0,0.0,-5.025146818311738e-99,0.0,0.7907982914820452,0.47688053097345123,5.544781625777295e-5,0.5383289277094585,36.18181818181818,0.0
31,0.9999999999999998,0.0,0.0,-3.418998521828419e-102,0.0,0.8022315552857088,0.4700934579439252,3.9126277964611985e-5,0.5907270299793664,37.103896103896105,0.0
32,1.0000000000000002,0.0,0.0,-2.3262108182925046e-105,0.0,0.7959711182523833,0.4967499999999999,4.8341783569933924e-5,0.5223376623376623,35.51948051948052,0.0
33,1.0,0.0,0.0,-1.5827022844827794e-108,0.0,0.788022374803713,0.4936170212765957,3.8267900339033916e-5,0.5672837800497375,36.18181818181818,0.0
34,1.0000000000000002,0.0,0.0,-1.0768355566094818e-111,0.0,0.7928651385557778,0.47386363636363643,4.482286651007895e-5,0.5422077922077922,35.77922077922078,0.0
35,1.0000000000000004,0.0,0.0,-7.3265504659165665e-115,0.0,0.795073113718323,0.49725609756097544,4.54169543492114e-5,0.5242318656952804,35.896103896103895,0.0
36,1.0000000000000002,0.0,0.0,-4.9848225571816735e-118,0.0,0.795916281498222,0.4991666666666667,4.4977312653786914e-5,0.5823376623376623,36.493506493506494,0.0
37,1.0000000000000002,0.0,0.0,-3.391562788270326e-121,0.0,0.7930635583866354,0.46304347826086956,3.754366411474312e-5,0.5697346132128742,35.90909090909091,0.0
38,0.9999999999999998,0.0,0.0,-2.307544153243319e-124,0.0,0.7994635950610088,0.48392857142857143,4.544247409874576e-5,0.5807050092764375,36.12987012987013,0.0
39,0.9999999999999999,0.0,0.0,-1.5700018992964072e-127,0.0,0.7989256689907139,0.48881578947368415,4.592306725799212e-5,0.5352016404647982,35.72727272727273,0.0
40,1.0000000000000002,0.0,0.0,-1.068194496009894e-130,0.0,0.8007433451890864,0.4965,3.634366768168567e-5,0.5007792207792208,34.54545454545455,0.0
41,0.9999999999999998,0.0,0.0,-7.267758604732811e-134,0.0,0.7903176521980002,0.5047500000000001,3.87701587610624e-5,0.5259740259740261,35.79220779220779,0.0
42,0.9999999999999999,0.0,0.0,-4.94482187784822e-137,0.0,0.8001108200579992,0.48900000000000005,3.457189591577507e-5,0.5111688311688312,35.44155844155844,0.0
43,0.9999999999999999,0.0,0.0,-3.364347212595036e-140,0.0,0.798157945132169,0.5087499999999999,4.692490568284762e-5,0.5441558441558443,35.94805194805195,0.0
44,0.9999999999999999,0.0,0.0,-2.289027278738191e-143,0.0,0.7915664286502958,0.47475000000000006,3.637296542076372e-5,0.5716883116883117,36.87012987012987,0.0
45,1.0,0.0,0.0,-1.5574034282763719e-146,0.0,0.7961480058481912,0.4892500000000001,2.885791726935054e-5,0.5877922077922079,36.20779220779221,0.0
46,1.0000000000000002,0.0,0.0,-1.059622775550337e-149,0.0,0.7973088373868268,0.47625,3.6531791982403324e-5,0.5877922077922078,36.84415584415584,0.0
47,1.0,0.0,0.0,-7.20943851849382e-153,0.0,0.7905396851539683,0.5152499999999999,3.391869275927663e-5,0.5077922077922078,35.66233766233766,0.0
48,1.0,0.0,0.0,-4.905142183731146e-156,0.0,0.7827726501656567,0.49225,3.5270388942809444e-5,0.5472727272727271,35.8051948051948,0.0
49,1.0000000000000002,0.0,0.0,-3.3373500281469066e-159,0.0,0.7954998012459046,0.5102499999999999,4.0598286876934846e-5,0.5119480519480519,35.09090909090909,0.0
50,0.9999999999999999,0.0,0.0,-2.270658992783773e-162,0.0,0.8083739446622253,0.4674999999999999,2.840263784659451e-5,0.49766233766233764,35.142857142857146,0.0
51,1.0000000000000002,0.0,0.0,-1.544906053613043e-165,0.0,0.794813156226709,0.45574999999999993,2.9683133729896013e-5,0.590909090909091,36.23376623376623,0.0
52,1.0000000000000004,0.0,0.0,-1.0511198388112647e-168,0.0,0.7967832761653536,0.48725000000000007,3.267743468006673e-5,0.5607792207792208,35.37662337662338,0.0
53,1.0000000000000002,0.0,0.0,-7.151586421444333e-172,0.0,0.7967342732758005,0.50525,3.5198879656376106e-5,0.4571428571428571,35.12987012987013,0.0
54,1.0,0.0,0.0,-4.8657808990864673e-175,0.0,0.7995167833858698,0.4737499999999999,3.4619073838666425e-5,0.5322077922077921,35.675324675324674,0.0
55,1.0000000000000002,0.0,0.0,-3.310569482446825e-178,0.0,0.7931560666783848,0.48925,2.8549907051908807e-5,0.5924675324675325,36.467532467532465,0.0
56,1.0,0.0,0.0,-2.2524381030321174e-181,0.0,0.7889087172005724,0.4945000000000001,3.074456989358496e-5,0.5324675324675324,35.63636363636363,0.0
57,1.0000000000000002,0.0,0.0,-1.5325089640593028e-184,0.0,0.7923049330319337,0.45925000000000005,2.4683747905941867e-5,0.6114285714285715,36.714285714285715,0.0
58,1.0000000000000002,0.0,0.0,-1.0426851338381169e-187,0.0,0.7967815167138974,0.48500000000000015,2.95523199036742e-5,0.5283116883116882,35.467532467532465,0.0
59,1.0000000000000002,0.0,0.0,-7.094198558207849e-191,0.0,0.7997239876878527,0.49275,3.0716383662258574e-5,0.5059740259740259,34.96103896103896,0.0
60,1.0,0.0,0.0,-4.8267354688392445e-194,0.0,0.799074796109089,0.47524999999999995,3.0389014815103032e-5,0.5740259740259741,35.506493506493506,0.0
61,1.0000000000000002,0.0,0.0,-3.2840038370784253e-197,0.0,0.7969261592616819,0.49174999999999996,2.0304782742583173e-5,0.5433766233766234,35.44155844155844,0.0
62,1.0000000000000002,0.0,0.0,-2.2343634267032594e-200,0.0,0.8060399689375057,0.4857499999999999,2.2032785029348437e-5,0.47064935064935065,34.5974025974026,0.0
63,1.0000000000000002,0.0,0.0,-1.520211354877875e-203,0.0,0.802304847222636,0.48875,1.8352057871816873e-5,0.5623376623376622,35.54545454545455,0.0
64,1.0000000000000002,0.0,0.0,-1.0343181131054863e-206,0.0,0.7981907335970557,0.48349999999999993,2.0994694212957772e-5,0.5311688311688312,35.0,0.0
65,0.9999999999999999,0.0,0.0,-7.037271203542854e-210,0.0,0.8015325342359848,0.4737499999999999,1.7979513272302873e-5,0.557922077922078,36.142857142857146,0.0
66,1.0000000000000004,0.0,0.0,-4.78800335841772e-213,0.0,0.8084733512343404,0.48600000000000004,2.3273118355173524e-5,0.5532467532467533,36.01298701298701,0.0
67,1.0,0.0,0.0,-3.257651367575259e-216,0.0,0.8088240649387163,0.5097499999999998,1.6345329116758644e-5,0.4987012987012987,35.324675324675326,0.0
