j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,0.00631562,3.1013433849702112,3.126228721264501,0.0023112257075728177,-1.0572660415752562, -0.7341435711225636,0.75,0.5,3.145995342321537e-5, 3.710252823383242e-5,0.0,1.644481050772805, -0.36453126635828037,0.75,0.5,1.4965024827287703e-5, 2.0681428051994313e-5,0.0
