omega,S,S_p,S_c
-14.99,5.109956791626396e-9,0.0,5.109956791626396e-9
-14.985,4.750453356163706e-9,0.0,4.750453356163706e-9
-14.98,5.033048096477661e-9,0.0,5.033048096477661e-9
-14.975,5.172556892328854e-9,0.0,5.172556892328854e-9
-14.97,4.931099361047943e-9,0.0,4.931099361047943e-9
-14.965,4.950773678411573e-9,0.0,4.950773678411573e-9
-14.96,4.768339099221551e-9,0.0,4.768339099221551e-9
-14.955,4.458915744320828e-9,0.0,4.458915744320828e-9
-14.950000000000001,4.401681366535724e-9,0.0,4.401681366535724e-9
-14.945,4.276481165130805e-9,0.0,4.276481165130805e-9
-14.94,4.3265612456927725e-9,0.0,4.3265612456927725e-9
-14.935,4.478590061684457e-9,0.0,4.478590061684457e-9
-14.93,4.877442131874406e-9,0.0,4.877442131874406e-9
-14.925,4.709316147130662e-9,0.0,4.709316147130662e-9
-14.92,4.686064681155462e-9,0.0,4.686064681155462e-9
-14.915000000000001,4.689641829767032e-9,0.0,4.689641829767032e-9
-14.91,4.6467160464282025e-9,0.0,4.6467160464282025e-9
-14.905000000000001,4.991910887444617e-9,0.0,4.991910887444617e-9
-14.9,4.8094763082545965e-9,0.0,4.8094763082545965e-9
-14.895,4.560864479750546e-9,0.0,4.560864479750546e-9
-14.89,4.328349819998558e-9,0.0,4.328349819998558e-9
-14.885,4.092258011634998e-9,0.0,4.092258011634998e-9
-14.88,4.158435260949026e-9,0.0,4.158435260949026e-9
-14.875,4.111932328998629e-9,0.0,4.111932328998629e-9
-14.870000000000001,4.1834753012300096e-9,0.0,4.1834753012300096e-9
-14.865,4.069006545659801e-9,0.0,4.069006545659801e-9
-14.86,4.001040722039989e-9,0.0,4.001040722039989e-9
-14.855,4.1137209033044145e-9,0.0,4.1137209033044145e-9
-14.85,4.442818575568767e-9,0.0,4.442818575568767e-9
-14.845,4.387372772089447e-9,0.0,4.387372772089447e-9
-14.84,4.18705244984158e-9,0.0,4.18705244984158e-9
-14.835,4.770127673527334e-9,0.0,4.770127673527334e-9
-14.83,4.963293698552065e-9,0.0,4.963293698552065e-9
-14.825000000000001,4.927522212436374e-9,0.0,4.927522212436374e-9
-14.82,4.614521708924082e-9,0.0,4.614521708924082e-9
-14.815,4.655658917957126e-9,0.0,4.655658917957126e-9
-14.81,4.956139401328925e-9,0.0,4.956139401328925e-9
-14.805,4.954350827023142e-9,0.0,4.954350827023142e-9
-14.8,4.686064681155462e-9,0.0,4.686064681155462e-9
-14.795,4.365909880420032e-9,0.0,4.365909880420032e-9
-14.790000000000001,4.401681366535723e-9,0.0,4.401681366535723e-9
-14.785,4.178109578312657e-9,0.0,4.178109578312657e-9
-14.780000000000001,3.972423533147436e-9,0.0,3.972423533147436e-9
-14.775,4.1012008831639225e-9,0.0,4.1012008831639225e-9
-14.77,3.793566102568984e-9,0.0,3.793566102568984e-9
-14.765,3.548531422676503e-9,0.0,3.548531422676503e-9
-14.76,3.730966001866525e-9,0.0,3.730966001866525e-9
-14.755,3.84722333174252e-9,0.0,3.84722333174252e-9
-14.75,3.807874697015259e-9,0.0,3.807874697015259e-9
-14.745000000000001,3.88299481785821e-9,0.0,3.88299481785821e-9
-14.74,4.067217971354016e-9,0.0,4.067217971354016e-9
-14.735,3.8168175685441826e-9,0.0,3.8168175685441826e-9
-14.73,4.049332228296171e-9,0.0,4.049332228296171e-9
